index,L,R,P_high,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19
562,1.02 ,0.15 ,17.00 ,0.000988030 ,0.002655510 ,0.159666710 ,0.264887860 ,0.304038260 ,0.319451880 ,0.325686690 ,0.328232760 ,0.329275510 ,0.329702850 ,0.329877940 ,0.329949660 ,0.329979030 ,0.329991050 ,0.329995970 ,0.329997980 ,0.329998810 ,0.329999160 ,0.329999300 
907,1.38 ,0.26 ,15.00 ,0.000987070 ,0.000986160 ,0.000985880 ,0.006370460 ,0.167882440 ,0.266006830 ,0.303863830 ,0.319148670 ,0.325467530 ,0.328102580 ,0.329204670 ,0.329666040 ,0.329859230 ,0.329940140 ,0.329974020 ,0.329988220 ,0.329994170 ,0.329996680 ,0.329997730 
548,1.70 ,0.28 ,6.00 ,0.000973700 ,0.000971580 ,0.000969630 ,0.000967750 ,0.000965900 ,0.000964050 ,0.000962200 ,0.000960320 ,0.000958410 ,0.000956480 ,0.000954510 ,0.000952500 ,0.000950730 ,0.000978930 ,0.003235890 ,0.052501980 ,0.191686450 ,0.267334410 ,0.301371890 
360,1.26 ,0.30 ,20.00 ,0.000990000 ,0.001360060 ,0.142023120 ,0.259499410 ,0.302254910 ,0.318837980 ,0.325475280 ,0.328161480 ,0.329252420 ,0.329695860 ,0.329876090 ,0.329949320 ,0.329979070 ,0.329991150 ,0.329996060 ,0.329998050 ,0.329998860 ,0.329999200 ,0.329999340 
726,2.57 ,0.25 ,6.00 ,0.000980080 ,0.000978090 ,0.000976320 ,0.000974680 ,0.000973110 ,0.000971570 ,0.000970040 ,0.000968500 ,0.000966940 ,0.000965360 ,0.000963740 ,0.000962100 ,0.000960410 ,0.000958690 ,0.000956940 ,0.000955140 ,0.000953310 ,0.000951440 ,0.000949530 
505,1.05 ,0.11 ,7.00 ,0.000972160 ,0.000970320 ,0.000968460 ,0.000966600 ,0.000964760 ,0.000967730 ,0.002004530 ,0.044952100 ,0.190949560 ,0.268575930 ,0.302546070 ,0.317616420 ,0.324387640 ,0.327449010 ,0.328837650 ,0.329468920 ,0.329756400 ,0.329887530 ,0.329947450 
485,3.36 ,0.18 ,16.00 ,0.000990910 ,0.000990110 ,0.000989290 ,0.000988490 ,0.000987700 ,0.000986890 ,0.000986060 ,0.000985220 ,0.000984350 ,0.000996420 ,0.062652650 ,0.224466200 ,0.287991940 ,0.312787570 ,0.322865360 ,0.327028140 ,0.328757840 ,0.329478150 ,0.329778420 
895,2.92 ,0.25 ,14.00 ,0.000989320 ,0.000988410 ,0.000987490 ,0.000986580 ,0.000985670 ,0.000984760 ,0.000983830 ,0.000982870 ,0.000981900 ,0.000996210 ,0.042053710 ,0.210147730 ,0.281803940 ,0.310050550 ,0.321639910 ,0.326478160 ,0.328511230 ,0.329367690 ,0.329728910 
431,3.29 ,0.16 ,9.00 ,0.000987000 ,0.000985730 ,0.000984490 ,0.000983320 ,0.000982190 ,0.000981080 ,0.000979960 ,0.000978830 ,0.000977680 ,0.000976500 ,0.000975290 ,0.000974060 ,0.000972790 ,0.000971500 ,0.000970170 ,0.000968820 ,0.000967430 ,0.000966010 ,0.000967030 
684,4.64 ,0.24 ,5.00 ,0.000988310 ,0.000986400 ,0.000984890 ,0.000983620 ,0.000982490 ,0.000981460 ,0.000980490 ,0.000979550 ,0.000978620 ,0.000977690 ,0.000976750 ,0.000975800 ,0.000974830 ,0.000973830 ,0.000972810 ,0.000971760 ,0.000970680 ,0.000969580 ,0.000968450 
295,3.91 ,0.27 ,18.00 ,0.000992200 ,0.000991490 ,0.000990770 ,0.000990060 ,0.000989350 ,0.000988630 ,0.000987900 ,0.000987140 ,0.000986370 ,0.000985820 ,0.020621590 ,0.202202010 ,0.280216000 ,0.309884390 ,0.321751800 ,0.326598020 ,0.328591910 ,0.329414500 ,0.329754240 
942,1.63 ,0.21 ,19.00 ,0.000990000 ,0.000989250 ,0.001000800 ,0.087774680 ,0.238371390 ,0.294018640 ,0.315471050 ,0.324073670 ,0.327574270 ,0.329005790 ,0.329592060 ,0.329832250 ,0.329930630 ,0.329970940 ,0.329987460 ,0.329994220 ,0.329996990 ,0.329998140 ,0.329998610 
700,3.93 ,0.23 ,20.00 ,0.000992730 ,0.000992070 ,0.000991410 ,0.000990750 ,0.000990080 ,0.000989410 ,0.000988720 ,0.000988000 ,0.000992880 ,0.083231620 ,0.237035160 ,0.293565790 ,0.315297620 ,0.324001450 ,0.327541550 ,0.328989310 ,0.329582550 ,0.329825850 ,0.329925670 
735,1.53 ,0.29 ,12.00 ,0.000984720 ,0.000983620 ,0.000982470 ,0.000981310 ,0.000980750 ,0.004001480 ,0.144184600 ,0.254839210 ,0.298786410 ,0.316812320 ,0.324389670 ,0.327606070 ,0.328976350 ,0.329560990 ,0.329810630 ,0.329917280 ,0.329962880 ,0.329982390 ,0.329990760 
458,4.98 ,0.14 ,14.00 ,0.000992440 ,0.000991620 ,0.000990820 ,0.000990060 ,0.000989320 ,0.000988590 ,0.000987850 ,0.000987090 ,0.000986320 ,0.000985520 ,0.000984700 ,0.000983860 ,0.000983000 ,0.000982110 ,0.000981200 ,0.000980270 ,0.000979300 ,0.000978460 ,0.003616320 
322,2.57 ,0.13 ,8.00 ,0.000983390 ,0.000981900 ,0.000980460 ,0.000979080 ,0.000977740 ,0.000976420 ,0.000975080 ,0.000973730 ,0.000972360 ,0.000970960 ,0.000969520 ,0.000968060 ,0.000966560 ,0.000965020 ,0.000963460 ,0.000962220 ,0.001180200 ,0.027932150 ,0.181863110 
722,3.37 ,0.28 ,16.00 ,0.000990920 ,0.000990120 ,0.000989310 ,0.000988510 ,0.000987710 ,0.000986900 ,0.000986080 ,0.000985240 ,0.000984370 ,0.000992150 ,0.055283260 ,0.220845070 ,0.286614010 ,0.312234050 ,0.322637590 ,0.326933570 ,0.328718420 ,0.329461690 ,0.329771530 
601,3.90 ,0.22 ,10.00 ,0.000989260 ,0.000988140 ,0.000987050 ,0.000986030 ,0.000985040 ,0.000984070 ,0.000983100 ,0.000982110 ,0.000981110 ,0.000980080 ,0.000979020 ,0.000977940 ,0.000976840 ,0.000975700 ,0.000974540 ,0.000973340 ,0.000972120 ,0.000970870 ,0.000969590 
563,1.18 ,0.28 ,6.00 ,0.000968970 ,0.000966790 ,0.000964730 ,0.000962690 ,0.000960650 ,0.000958600 ,0.000956540 ,0.000955180 ,0.001022910 ,0.004725790 ,0.070860030 ,0.204071980 ,0.272671150 ,0.303674980 ,0.317819090 ,0.324337850 ,0.327359630 ,0.328765500 ,0.329421420 
88,4.52 ,0.21 ,20.00 ,0.000993250 ,0.000992610 ,0.000991960 ,0.000991330 ,0.000990690 ,0.000990050 ,0.000989390 ,0.000988720 ,0.000988020 ,0.000987300 ,0.001927000 ,0.162647840 ,0.266564140 ,0.304791010 ,0.319779130 ,0.325824190 ,0.328287410 ,0.329294770 ,0.329707300 
910,3.74 ,0.18 ,18.00 ,0.000992030 ,0.000991310 ,0.000990580 ,0.000989870 ,0.000989150 ,0.000988420 ,0.000987680 ,0.000986910 ,0.000986130 ,0.001184720 ,0.128040430 ,0.253005170 ,0.299319200 ,0.317488650 ,0.324852770 ,0.327873880 ,0.329118690 ,0.329632440 ,0.329844630 
924,2.74 ,0.14 ,7.00 ,0.000982710 ,0.000981050 ,0.000979500 ,0.000978030 ,0.000976630 ,0.000975240 ,0.000973860 ,0.000972470 ,0.000971050 ,0.000969610 ,0.000968140 ,0.000966640 ,0.000965100 ,0.000963530 ,0.000961930 ,0.000960280 ,0.000958610 ,0.000956890 ,0.000955140 
55,3.54 ,0.26 ,14.00 ,0.000990400 ,0.000989520 ,0.000988630 ,0.000987770 ,0.000986920 ,0.000986070 ,0.000985200 ,0.000984310 ,0.000983400 ,0.000982470 ,0.000981510 ,0.000980560 ,0.002155820 ,0.137615960 ,0.254175740 ,0.299075990 ,0.317134160 ,0.324603420 ,0.327726520 
750,1.87 ,0.13 ,14.00 ,0.000987300 ,0.000986360 ,0.000985370 ,0.000984370 ,0.000983380 ,0.001274080 ,0.096209960 ,0.236621630 ,0.292017590 ,0.314189530 ,0.323357800 ,0.327199070 ,0.328816240 ,0.329498320 ,0.329786210 ,0.329907810 ,0.329959200 ,0.329980930 ,0.329990130 
109,3.50 ,0.29 ,5.00 ,0.000983610 ,0.000981360 ,0.000979580 ,0.000978030 ,0.000976620 ,0.000975280 ,0.000973990 ,0.000972720 ,0.000971440 ,0.000970150 ,0.000968840 ,0.000967510 ,0.000966140 ,0.000964740 ,0.000963320 ,0.000961860 ,0.000960360 ,0.000958830 ,0.000957260 
685,1.32 ,0.26 ,6.00 ,0.000970190 ,0.000967990 ,0.000965960 ,0.000963980 ,0.000961980 ,0.000960000 ,0.000957970 ,0.000955940 ,0.000954080 ,0.000967740 ,0.001984620 ,0.023252790 ,0.153694330 ,0.248846130 ,0.292744590 ,0.312744240 ,0.321962030 ,0.326241790 ,0.328237610 
542,2.83 ,0.24 ,18.00 ,0.000991000 ,0.000990260 ,0.000989490 ,0.000988720 ,0.000987950 ,0.000987160 ,0.001005810 ,0.086146750 ,0.236609030 ,0.293038940 ,0.314962980 ,0.323817990 ,0.327447870 ,0.328943730 ,0.329561330 ,0.329816540 ,0.329922030 ,0.329965670 ,0.329983730 
756,1.83 ,0.24 ,15.00 ,0.000987970 ,0.000987070 ,0.000986130 ,0.000985180 ,0.000994710 ,0.041177560 ,0.210795470 ,0.282384580 ,0.310405930 ,0.321837690 ,0.326583980 ,0.328567190 ,0.329397760 ,0.329745900 ,0.329891890 ,0.329953130 ,0.329978820 ,0.329989620 ,0.329994180 
762,1.31 ,0.22 ,9.00 ,0.000979150 ,0.000977730 ,0.000976260 ,0.000974780 ,0.000973290 ,0.000977150 ,0.002939300 ,0.089503120 ,0.224662300 ,0.284725100 ,0.310220060 ,0.321287100 ,0.326146910 ,0.328291610 ,0.329240390 ,0.329660770 ,0.329847250 ,0.329930070 ,0.329966910 
925,1.43 ,0.18 ,18.00 ,0.000989140 ,0.000988370 ,0.001829940 ,0.141521240 ,0.257836200 ,0.301191440 ,0.318256980 ,0.325177660 ,0.328014700 ,0.329181840 ,0.329662460 ,0.329860400 ,0.329941910 ,0.329975490 ,0.329989310 ,0.329995000 ,0.329997350 ,0.329998320 ,0.329998730 
465,4.38 ,0.13 ,18.00 ,0.000992680 ,0.000991980 ,0.000991280 ,0.000990590 ,0.000989910 ,0.000989220 ,0.000988520 ,0.000987800 ,0.000987050 ,0.000986290 ,0.000985510 ,0.001251920 ,0.132565090 ,0.254707890 ,0.299977450 ,0.317754140 ,0.324961030 ,0.327917620 ,0.329135730 
275,4.99 ,0.22 ,10.00 ,0.000991570 ,0.000990540 ,0.000989550 ,0.000988650 ,0.000987790 ,0.000986960 ,0.000986130 ,0.000985290 ,0.000984440 ,0.000983570 ,0.000982680 ,0.000981770 ,0.000980830 ,0.000979870 ,0.000978880 ,0.000977860 ,0.000976820 ,0.000975750 ,0.000974660 
627,4.04 ,0.25 ,17.00 ,0.000992090 ,0.000991340 ,0.000990600 ,0.000989870 ,0.000989150 ,0.000988410 ,0.000987670 ,0.000986900 ,0.000986120 ,0.000985310 ,0.000984490 ,0.003915640 ,0.170575830 ,0.268312610 ,0.305131720 ,0.319792200 ,0.325779920 ,0.328248450 ,0.329269590 
966,1.22 ,0.27 ,18.00 ,0.000988900 ,0.001001800 ,0.075143460 ,0.232461390 ,0.291714690 ,0.314534660 ,0.323687000 ,0.327414140 ,0.328939670 ,0.329564930 ,0.329821270 ,0.329926340 ,0.329969380 ,0.329987010 ,0.329994240 ,0.329997200 ,0.329998420 ,0.329998920 ,0.329999130 
833,4.04 ,0.20 ,18.00 ,0.000992350 ,0.000991640 ,0.000990930 ,0.000990230 ,0.000989530 ,0.000988820 ,0.000988090 ,0.000987350 ,0.000986590 ,0.000985800 ,0.001453990 ,0.143495340 ,0.258805770 ,0.301570750 ,0.318401280 ,0.325228640 ,0.328029330 ,0.329182820 ,0.329658620 
637,3.98 ,0.11 ,9.00 ,0.000988950 ,0.000987750 ,0.000986590 ,0.000985520 ,0.000984490 ,0.000983480 ,0.000982480 ,0.000981470 ,0.000980440 ,0.000979390 ,0.000978320 ,0.000977210 ,0.000976080 ,0.000974930 ,0.000973740 ,0.000972520 ,0.000971280 ,0.000970000 ,0.000968690 
405,2.94 ,0.27 ,16.00 ,0.000990310 ,0.000989500 ,0.000988670 ,0.000987840 ,0.000987010 ,0.000986170 ,0.000985310 ,0.000984470 ,0.002949940 ,0.155085390 ,0.261831190 ,0.302385560 ,0.318599880 ,0.325258920 ,0.328021380 ,0.329171570 ,0.329651170 ,0.329851280 ,0.329934860 
342,1.68 ,0.24 ,12.00 ,0.000985090 ,0.000984000 ,0.000982860 ,0.000981720 ,0.000980580 ,0.000988700 ,0.016517660 ,0.182435050 ,0.269915600 ,0.304856930 ,0.319333250 ,0.325449510 ,0.328053400 ,0.329165220 ,0.329640580 ,0.329843980 ,0.329931060 ,0.329968380 ,0.329984400 
141,3.03 ,0.30 ,6.00 ,0.000982750 ,0.000980840 ,0.000979170 ,0.000977640 ,0.000976200 ,0.000974810 ,0.000973430 ,0.000972040 ,0.000970650 ,0.000969230 ,0.000967780 ,0.000966300 ,0.000964790 ,0.000963250 ,0.000961670 ,0.000960050 ,0.000958400 ,0.000956710 ,0.000954990 
319,3.38 ,0.29 ,18.00 ,0.000991630 ,0.000990900 ,0.000990160 ,0.000989420 ,0.000988680 ,0.000987930 ,0.000987160 ,0.000986370 ,0.001715720 ,0.147159330 ,0.259980540 ,0.301981810 ,0.318552430 ,0.325285580 ,0.328051430 ,0.329192040 ,0.329663110 ,0.329857790 ,0.329938300 
350,1.67 ,0.16 ,16.00 ,0.000988390 ,0.000987530 ,0.000986630 ,0.000993970 ,0.052525600 ,0.219265540 ,0.286045240 ,0.312026660 ,0.322564690 ,0.326911060 ,0.328714360 ,0.329464030 ,0.329775890 ,0.329905650 ,0.329959650 ,0.329982130 ,0.329991490 ,0.329995400 ,0.329997040 
689,1.66 ,0.18 ,18.00 ,0.000989540 ,0.000988750 ,0.000988060 ,0.013238060 ,0.194227630 ,0.277366200 ,0.308809030 ,0.321338330 ,0.326440700 ,0.328534530 ,0.329395900 ,0.329750500 ,0.329896500 ,0.329956600 ,0.329981360 ,0.329991550 ,0.329995750 ,0.329997490 ,0.329998220 
556,1.58 ,0.25 ,12.00 ,0.000984850 ,0.000983750 ,0.000982600 ,0.000981450 ,0.000980360 ,0.001561550 ,0.099480650 ,0.236016080 ,0.291209650 ,0.313650020 ,0.323048320 ,0.327033510 ,0.328731290 ,0.329455910 ,0.329765480 ,0.329897800 ,0.329954410 ,0.329978650 ,0.329989040 
327,2.83 ,0.17 ,7.00 ,0.000983120 ,0.000981470 ,0.000979940 ,0.000978490 ,0.000977110 ,0.000975740 ,0.000974380 ,0.000973010 ,0.000971620 ,0.000970210 ,0.000968760 ,0.000967290 ,0.000965780 ,0.000964240 ,0.000962660 ,0.000961040 ,0.000959390 ,0.000957710 ,0.000955980 
967,1.13 ,0.16 ,10.00 ,0.000980420 ,0.000979110 ,0.000977740 ,0.000977210 ,0.002146860 ,0.091742310 ,0.228834660 ,0.287333550 ,0.311670890 ,0.322060470 ,0.326548740 ,0.328496770 ,0.329343930 ,0.329712710 ,0.329873360 ,0.329943380 ,0.329973930 ,0.329987280 ,0.329993120 
498,4.95 ,0.19 ,7.00 ,0.000990620 ,0.000989320 ,0.000988130 ,0.000987070 ,0.000986100 ,0.000985180 ,0.000984290 ,0.000983400 ,0.000982510 ,0.000981610 ,0.000980690 ,0.000979750 ,0.000978790 ,0.000977800 ,0.000976780 ,0.000975740 ,0.000974670 ,0.000973570 ,0.000972450 
445,3.70 ,0.16 ,15.00 ,0.000991020 ,0.000990190 ,0.000989350 ,0.000988540 ,0.000987740 ,0.000986930 ,0.000986100 ,0.000985260 ,0.000984400 ,0.000983510 ,0.000982600 ,0.000984410 ,0.031069510 ,0.205616350 ,0.280577720 ,0.309725570 ,0.321570410 ,0.326475040 ,0.328520060 
343,1.38 ,0.22 ,17.00 ,0.000988490 ,0.000987670 ,0.001282900 ,0.116320320 ,0.247685940 ,0.297121870 ,0.316561040 ,0.324460450 ,0.327710020 ,0.329052250 ,0.329607340 ,0.329836930 ,0.329931910 ,0.329971190 ,0.329987430 ,0.329994150 ,0.329996930 ,0.329998090 ,0.329998580 
368,1.16 ,0.14 ,12.00 ,0.000983590 ,0.000982470 ,0.000981430 ,0.001713360 ,0.100668540 ,0.236369700 ,0.291357530 ,0.313721730 ,0.323085550 ,0.327053610 ,0.328742490 ,0.329462430 ,0.329769530 ,0.329900550 ,0.329956480 ,0.329980350 ,0.329990560 ,0.329994920 ,0.329996800 
79,2.18 ,0.14 ,7.00 ,0.000979740 ,0.000978000 ,0.000976360 ,0.000974770 ,0.000973230 ,0.000971690 ,0.000970150 ,0.000968590 ,0.000967010 ,0.000965400 ,0.000963750 ,0.000962070 ,0.000960350 ,0.000958600 ,0.000956970 ,0.000996750 ,0.005787960 ,0.107590370 ,0.230339230 
115,3.95 ,0.12 ,15.00 ,0.000991340 ,0.000990530 ,0.000989700 ,0.000988910 ,0.000988120 ,0.000987330 ,0.000986530 ,0.000985710 ,0.000984860 ,0.000984000 ,0.000983110 ,0.000982190 ,0.000987030 ,0.039063420 ,0.210584980 ,0.282430480 ,0.310457130 ,0.321866930 ,0.326596050 
303,3.28 ,0.21 ,13.00 ,0.000989470 ,0.000988520 ,0.000987570 ,0.000986650 ,0.000985730 ,0.000984820 ,0.000983880 ,0.000982930 ,0.000981960 ,0.000980960 ,0.000979930 ,0.000978940 ,0.001838180 ,0.120082230 ,0.246146120 ,0.295604390 ,0.315596460 ,0.323916010 ,0.327418620 
706,4.12 ,0.27 ,6.00 ,0.000987560 ,0.000985880 ,0.000984440 ,0.000983160 ,0.000981980 ,0.000980860 ,0.000979780 ,0.000978710 ,0.000977640 ,0.000976550 ,0.000975440 ,0.000974310 ,0.000973150 ,0.000971960 ,0.000970740 ,0.000969500 ,0.000968220 ,0.000966910 ,0.000965570 
551,2.13 ,0.29 ,10.00 ,0.000984220 ,0.000982970 ,0.000981700 ,0.000980460 ,0.000979220 ,0.000977980 ,0.000976720 ,0.000975440 ,0.000974130 ,0.000974500 ,0.003250880 ,0.118030110 ,0.241388600 ,0.292549670 ,0.313892860 ,0.323017340 ,0.326960550 ,0.328672280 ,0.329416920 
336,2.35 ,0.16 ,13.00 ,0.000987580 ,0.000986600 ,0.000985580 ,0.000984570 ,0.000983560 ,0.000982540 ,0.000981500 ,0.000980740 ,0.003105520 ,0.139054870 ,0.253477150 ,0.298443180 ,0.316742830 ,0.324388340 ,0.327615990 ,0.328984000 ,0.329564790 ,0.329811600 ,0.329916570 
496,4.12 ,0.16 ,12.00 ,0.000990600 ,0.000989630 ,0.000988680 ,0.000987780 ,0.000986910 ,0.000986050 ,0.000985170 ,0.000984280 ,0.000983370 ,0.000982440 ,0.000981490 ,0.000980500 ,0.000979500 ,0.000978460 ,0.000977400 ,0.000976320 ,0.000975200 ,0.001011360 ,0.045875610 
119,1.68 ,0.30 ,13.00 ,0.000986090 ,0.000985070 ,0.000984000 ,0.000982930 ,0.000982050 ,0.002757570 ,0.134880830 ,0.251856930 ,0.297821660 ,0.316498430 ,0.324292730 ,0.327579870 ,0.328971570 ,0.329561680 ,0.329812080 ,0.329918390 ,0.329963550 ,0.329982750 ,0.329990930 
686,4.16 ,0.13 ,13.00 ,0.000991010 ,0.000990100 ,0.000989210 ,0.000988360 ,0.000987530 ,0.000986700 ,0.000985860 ,0.000985000 ,0.000984120 ,0.000983230 ,0.000982300 ,0.000981360 ,0.000980380 ,0.000979380 ,0.000978360 ,0.000977430 ,0.002676450 ,0.139541310 ,0.254205020 
611,3.81 ,0.14 ,10.00 ,0.000989060 ,0.000987930 ,0.000986830 ,0.000985800 ,0.000984800 ,0.000983820 ,0.000982830 ,0.000981830 ,0.000980820 ,0.000979770 ,0.000978700 ,0.000977610 ,0.000976490 ,0.000975340 ,0.000974160 ,0.000972950 ,0.000971710 ,0.000970440 ,0.000969150 
693,3.99 ,0.11 ,11.00 ,0.000989910 ,0.000988870 ,0.000987860 ,0.000986900 ,0.000985970 ,0.000985050 ,0.000984130 ,0.000983190 ,0.000982230 ,0.000981250 ,0.000980240 ,0.000979210 ,0.000978150 ,0.000977060 ,0.000975950 ,0.000974810 ,0.000973640 ,0.000972440 ,0.000980290 
962,1.52 ,0.27 ,17.00 ,0.000988800 ,0.000987980 ,0.000987960 ,0.031938950 ,0.209365440 ,0.282739900 ,0.310853600 ,0.322141310 ,0.326759580 ,0.328661560 ,0.329446530 ,0.329770670 ,0.329904530 ,0.329959810 ,0.329982630 ,0.329992060 ,0.329995970 ,0.329997580 ,0.329998260 
944,2.47 ,0.11 ,20.00 ,0.000991320 ,0.000990630 ,0.000989910 ,0.000989180 ,0.000995260 ,0.078776400 ,0.234944060 ,0.292753950 ,0.314970010 ,0.323868390 ,0.327488460 ,0.328969230 ,0.329576040 ,0.329824870 ,0.329926930 ,0.329968800 ,0.329985990 ,0.329993050 ,0.329995960 
707,1.08 ,0.25 ,19.00 ,0.000989350 ,0.011120790 ,0.194696320 ,0.278343130 ,0.309468610 ,0.321712030 ,0.326637190 ,0.328633530 ,0.329444500 ,0.329774070 ,0.329907960 ,0.329962350 ,0.329984420 ,0.329993380 ,0.329997010 ,0.329998490 ,0.329999090 ,0.329999340 ,0.329999440 
316,3.81 ,0.17 ,16.00 ,0.000991500 ,0.000990710 ,0.000989920 ,0.000989150 ,0.000988380 ,0.000987610 ,0.000986820 ,0.000986020 ,0.000985190 ,0.000984340 ,0.000983470 ,0.002101350 ,0.146496650 ,0.258782380 ,0.301238700 ,0.318148750 ,0.325077540 ,0.327946970 ,0.329139930 
313,2.20 ,0.18 ,7.00 ,0.000979840 ,0.000978110 ,0.000976470 ,0.000974890 ,0.000973350 ,0.000971820 ,0.000970290 ,0.000968740 ,0.000967160 ,0.000965550 ,0.000963910 ,0.000962230 ,0.000960520 ,0.000958770 ,0.000957060 ,0.000971880 ,0.003523720 ,0.079303930 ,0.215085180 
307,3.28 ,0.16 ,5.00 ,0.000982320 ,0.000980000 ,0.000978170 ,0.000976570 ,0.000975090 ,0.000973680 ,0.000972310 ,0.000970950 ,0.000969590 ,0.000968210 ,0.000966810 ,0.000965390 ,0.000963920 ,0.000962440 ,0.000960910 ,0.000959360 ,0.000957750 ,0.000956130 ,0.000954450 
748,2.49 ,0.24 ,13.00 ,0.000987850 ,0.000986880 ,0.000985870 ,0.000984870 ,0.000983880 ,0.000982870 ,0.000981850 ,0.000980800 ,0.000991810 ,0.024084630 ,0.193660200 ,0.274846140 ,0.307036710 ,0.320310490 ,0.325888490 ,0.328249620 ,0.329251930 ,0.329677970 ,0.329859240 
888,4.95 ,0.19 ,17.00 ,0.000993030 ,0.000992310 ,0.000991610 ,0.000990930 ,0.000990260 ,0.000989580 ,0.000988900 ,0.000988190 ,0.000987470 ,0.000986730 ,0.000985970 ,0.000985180 ,0.000984370 ,0.000983560 ,0.003916960 ,0.169819800 ,0.268015260 ,0.305009750 ,0.319739650 
102,4.66 ,0.20 ,7.00 ,0.000989910 ,0.000988540 ,0.000987310 ,0.000986200 ,0.000985180 ,0.000984210 ,0.000983270 ,0.000982330 ,0.000981390 ,0.000980430 ,0.000979450 ,0.000978450 ,0.000977430 ,0.000976380 ,0.000975300 ,0.000974190 ,0.000973060 ,0.000971890 ,0.000970700 
732,2.92 ,0.13 ,9.00 ,0.000985760 ,0.000984460 ,0.000983190 ,0.000981970 ,0.000980770 ,0.000979590 ,0.000978410 ,0.000977200 ,0.000975970 ,0.000974720 ,0.000973440 ,0.000972120 ,0.000970780 ,0.000969400 ,0.000967990 ,0.000966630 ,0.001024340 ,0.015049780 ,0.166725070 
727,1.73 ,0.10 ,14.00 ,0.000987050 ,0.000986090 ,0.000985090 ,0.000984080 ,0.000987120 ,0.020736990 ,0.193316830 ,0.275308400 ,0.307429080 ,0.320556890 ,0.326028470 ,0.328325650 ,0.329292650 ,0.329700110 ,0.329871900 ,0.329944360 ,0.329974940 ,0.329987850 ,0.329993310 
945,1.27 ,0.19 ,17.00 ,0.000988350 ,0.000987710 ,0.007840670 ,0.181210350 ,0.272269880 ,0.306732420 ,0.320470410 ,0.326075240 ,0.328380590 ,0.329331250 ,0.329723530 ,0.329885400 ,0.329952170 ,0.329979710 ,0.329991070 ,0.329995760 ,0.329997700 ,0.329998510 ,0.329998850 
506,4.34 ,0.20 ,15.00 ,0.000991870 ,0.000991070 ,0.000990270 ,0.000989500 ,0.000988740 ,0.000987980 ,0.000987210 ,0.000986420 ,0.000985610 ,0.000984780 ,0.000983930 ,0.000983050 ,0.000982150 ,0.000981250 ,0.002213240 ,0.143693710 ,0.257188530 ,0.300457770 ,0.317771690 
892,4.81 ,0.17 ,8.00 ,0.000990660 ,0.000989440 ,0.000988320 ,0.000987290 ,0.000986330 ,0.000985420 ,0.000984520 ,0.000983630 ,0.000982720 ,0.000981800 ,0.000980850 ,0.000979880 ,0.000978890 ,0.000977870 ,0.000976830 ,0.000975760 ,0.000974660 ,0.000973530 ,0.000972370 
524,3.80 ,0.16 ,10.00 ,0.000989040 ,0.000987910 ,0.000986810 ,0.000985770 ,0.000984770 ,0.000983790 ,0.000982800 ,0.000981800 ,0.000980780 ,0.000979740 ,0.000978670 ,0.000977570 ,0.000976450 ,0.000975300 ,0.000974120 ,0.000972910 ,0.000971670 ,0.000970400 ,0.000969100 
523,2.55 ,0.21 ,16.00 ,0.000989790 ,0.000988960 ,0.000988110 ,0.000987260 ,0.000986400 ,0.000985530 ,0.000986640 ,0.035872420 ,0.210232370 ,0.282631800 ,0.310653830 ,0.321995360 ,0.326671160 ,0.328611870 ,0.329419330 ,0.329755620 ,0.329895770 ,0.329954200 ,0.329978580 
330,3.06 ,0.16 ,17.00 ,0.000990920 ,0.000990150 ,0.000989360 ,0.000988580 ,0.000987790 ,0.000986990 ,0.000986170 ,0.000985670 ,0.021204480 ,0.201383320 ,0.279645150 ,0.309573170 ,0.321593530 ,0.326520890 ,0.328555730 ,0.329398310 ,0.329747580 ,0.329892450 ,0.329952580 
699,2.83 ,0.23 ,15.00 ,0.000989690 ,0.000988830 ,0.000987950 ,0.000987080 ,0.000986210 ,0.000985320 ,0.000984420 ,0.000983500 ,0.001068800 ,0.087066130 ,0.234218900 ,0.291440330 ,0.314078050 ,0.323358690 ,0.327217710 ,0.328830730 ,0.329506300 ,0.329789520 ,0.329908350 
757,1.58 ,0.24 ,14.00 ,0.000986770 ,0.000985810 ,0.000984790 ,0.000983830 ,0.002342520 ,0.137109200 ,0.253757080 ,0.298876400 ,0.317046790 ,0.324569090 ,0.327716290 ,0.329037990 ,0.329593800 ,0.329827660 ,0.329926090 ,0.329967530 ,0.329984990 ,0.329992360 ,0.329995480 
807,1.88 ,0.17 ,5.00 ,0.000971390 ,0.000968680 ,0.000966480 ,0.000964440 ,0.000962450 ,0.000960500 ,0.000958530 ,0.000956540 ,0.000954550 ,0.000952510 ,0.000950430 ,0.000948340 ,0.000946180 ,0.000943990 ,0.000941780 ,0.000939500 ,0.000937190 ,0.000935510 ,0.000960200 
960,1.78 ,0.23 ,6.00 ,0.000974300 ,0.000972180 ,0.000970260 ,0.000968410 ,0.000966580 ,0.000964760 ,0.000962940 ,0.000961100 ,0.000959220 ,0.000957320 ,0.000955380 ,0.000953400 ,0.000951390 ,0.000950240 ,0.001033690 ,0.005360590 ,0.080321460 ,0.210806400 ,0.275895500 
