index,L,R,P_high,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19
270,3.84 ,0.14 ,17.00 ,0.000991840 ,0.000991090 ,0.000990340 ,0.000989600 ,0.000988860 ,0.000988120 ,0.000987360 ,0.000986580 ,0.000985770 ,0.000984950 ,0.001068270 ,0.106380550 ,0.244104680 ,0.295735590 ,0.315986210 ,0.324212620 ,0.327599350 ,0.329000380 ,0.329581030 
464,4.48 ,0.26 ,7.00 ,0.000989340 ,0.000987960 ,0.000986700 ,0.000985560 ,0.000984510 ,0.000983510 ,0.000982530 ,0.000981550 ,0.000980570 ,0.000979570 ,0.000978550 ,0.000977510 ,0.000976440 ,0.000975340 ,0.000974220 ,0.000973070 ,0.000971890 ,0.000970680 ,0.000969440 
812,4.20 ,0.26 ,7.00 ,0.000988550 ,0.000987100 ,0.000985800 ,0.000984610 ,0.000983510 ,0.000982450 ,0.000981420 ,0.000980390 ,0.000979350 ,0.000978290 ,0.000977210 ,0.000976110 ,0.000974970 ,0.000973810 ,0.000972620 ,0.000971400 ,0.000970150 ,0.000968870 ,0.000967560 
240,3.78 ,0.18 ,15.00 ,0.000991120 ,0.000990300 ,0.000989470 ,0.000988660 ,0.000987860 ,0.000987060 ,0.000986240 ,0.000985410 ,0.000984550 ,0.000983670 ,0.000982760 ,0.000981930 ,0.004238890 ,0.163688230 ,0.264720480 ,0.303409760 ,0.318974280 ,0.325394800 ,0.328068460 
449,4.02 ,0.25 ,6.00 ,0.000987210 ,0.000985510 ,0.000984040 ,0.000982740 ,0.000981540 ,0.000980410 ,0.000979300 ,0.000978200 ,0.000977100 ,0.000975990 ,0.000974850 ,0.000973690 ,0.000972510 ,0.000971290 ,0.000970040 ,0.000968770 ,0.000967460 ,0.000966120 ,0.000964740 
68,3.65 ,0.29 ,14.00 ,0.000990570 ,0.000989690 ,0.000988810 ,0.000987960 ,0.000987120 ,0.000986270 ,0.000985410 ,0.000984540 ,0.000983640 ,0.000982710 ,0.000981770 ,0.000980790 ,0.000993430 ,0.048088440 ,0.214613230 ,0.283664500 ,0.310849510 ,0.321988180 ,0.326629780 
868,3.98 ,0.18 ,9.00 ,0.000988950 ,0.000987750 ,0.000986590 ,0.000985520 ,0.000984490 ,0.000983480 ,0.000982480 ,0.000981470 ,0.000980440 ,0.000979390 ,0.000978320 ,0.000977210 ,0.000976080 ,0.000974930 ,0.000973740 ,0.000972520 ,0.000971280 ,0.000970000 ,0.000968690 
438,3.71 ,0.13 ,14.00 ,0.000990660 ,0.000989780 ,0.000988900 ,0.000988060 ,0.000987220 ,0.000986380 ,0.000985530 ,0.000984660 ,0.000983760 ,0.000982850 ,0.000981900 ,0.000980940 ,0.000980980 ,0.012241490 ,0.184443730 ,0.272102870 ,0.306190530 ,0.320058290 ,0.325821800 
272,4.19 ,0.16 ,7.00 ,0.000988520 ,0.000987070 ,0.000985760 ,0.000984580 ,0.000983470 ,0.000982420 ,0.000981380 ,0.000980350 ,0.000979300 ,0.000978240 ,0.000977160 ,0.000976050 ,0.000974920 ,0.000973750 ,0.000972560 ,0.000971340 ,0.000970090 ,0.000968800 ,0.000967490 
208,4.42 ,0.25 ,7.00 ,0.000989180 ,0.000987780 ,0.000986510 ,0.000985360 ,0.000984300 ,0.000983290 ,0.000982300 ,0.000981310 ,0.000980320 ,0.000979300 ,0.000978270 ,0.000977210 ,0.000976130 ,0.000975020 ,0.000973890 ,0.000972720 ,0.000971520 ,0.000970300 ,0.000969040 
417,2.55 ,0.14 ,16.00 ,0.000989790 ,0.000988960 ,0.000988110 ,0.000987260 ,0.000986400 ,0.000985530 ,0.000986640 ,0.035872420 ,0.210232370 ,0.282631800 ,0.310653830 ,0.321995360 ,0.326671160 ,0.328611870 ,0.329419330 ,0.329755620 ,0.329895770 ,0.329954200 ,0.329978580 
400,3.79 ,0.29 ,9.00 ,0.000988470 ,0.000987240 ,0.000986060 ,0.000984960 ,0.000983910 ,0.000982880 ,0.000981840 ,0.000980800 ,0.000979740 ,0.000978660 ,0.000977550 ,0.000976410 ,0.000975250 ,0.000974060 ,0.000972830 ,0.000971580 ,0.000970300 ,0.000968980 ,0.000967640 
433,2.81 ,0.25 ,11.00 ,0.000987180 ,0.000986070 ,0.000984950 ,0.000983870 ,0.000982800 ,0.000981730 ,0.000980650 ,0.000979540 ,0.000978410 ,0.000977260 ,0.000976080 ,0.000974890 ,0.001064680 ,0.044138870 ,0.205368460 ,0.278492900 ,0.308193880 ,0.320660780 ,0.325978420 
600,4.24 ,0.29 ,7.00 ,0.000988670 ,0.000987220 ,0.000985930 ,0.000984750 ,0.000983660 ,0.000982610 ,0.000981580 ,0.000980560 ,0.000979530 ,0.000978480 ,0.000977410 ,0.000976310 ,0.000975190 ,0.000974040 ,0.000972850 ,0.000971650 ,0.000970410 ,0.000969140 ,0.000967830 
36,3.60 ,0.28 ,13.00 ,0.000990070 ,0.000989140 ,0.000988210 ,0.000987310 ,0.000986430 ,0.000985540 ,0.000984650 ,0.000983730 ,0.000982790 ,0.000981830 ,0.000980850 ,0.000979840 ,0.000978800 ,0.000993380 ,0.040451300 ,0.208350600 ,0.280858230 ,0.309577790 ,0.321406640 
902,1.08 ,0.21 ,7.00 ,0.000972360 ,0.000970520 ,0.000968670 ,0.000966820 ,0.000964980 ,0.000964390 ,0.001258460 ,0.018480800 ,0.157870430 ,0.253729290 ,0.295996260 ,0.314677310 ,0.323056340 ,0.326843100 ,0.328561070 ,0.329342360 ,0.329698350 ,0.329860820 ,0.329935100 
26,3.64 ,0.13 ,9.00 ,0.000988070 ,0.000986830 ,0.000985630 ,0.000984510 ,0.000983430 ,0.000982380 ,0.000981320 ,0.000980260 ,0.000979170 ,0.000978060 ,0.000976920 ,0.000975760 ,0.000974570 ,0.000973350 ,0.000972090 ,0.000970810 ,0.000969500 ,0.000968150 ,0.000966780 
403,3.11 ,0.15 ,9.00 ,0.000986460 ,0.000985170 ,0.000983920 ,0.000982720 ,0.000981560 ,0.000980420 ,0.000979270 ,0.000978110 ,0.000976920 ,0.000975710 ,0.000974470 ,0.000973200 ,0.000971900 ,0.000970570 ,0.000969200 ,0.000967810 ,0.000966390 ,0.000972800 ,0.005440050 
679,2.12 ,0.13 ,9.00 ,0.000982870 ,0.000981510 ,0.000980130 ,0.000978790 ,0.000977460 ,0.000976130 ,0.000974790 ,0.000973420 ,0.000972020 ,0.000970600 ,0.000969430 ,0.001277900 ,0.046326140 ,0.201136840 ,0.275315090 ,0.306338860 ,0.319653060 ,0.325451840 ,0.327993480 
76,4.12 ,0.17 ,19.00 ,0.000992680 ,0.000992000 ,0.000991310 ,0.000990640 ,0.000989970 ,0.000989280 ,0.000988580 ,0.000987870 ,0.000987130 ,0.000986800 ,0.041126320 ,0.217455230 ,0.286145600 ,0.312317170 ,0.322774980 ,0.327032100 ,0.328776650 ,0.329493280 ,0.329787930 
273,1.32 ,0.23 ,13.00 ,0.000985120 ,0.000984100 ,0.000983010 ,0.001053790 ,0.050875440 ,0.212485430 ,0.282190260 ,0.310043590 ,0.321577960 ,0.326430880 ,0.328484620 ,0.329355560 ,0.329725190 ,0.329882110 ,0.329948760 ,0.329977070 ,0.329989110 ,0.329994240 ,0.329996430 
630,3.68 ,0.22 ,13.00 ,0.000990200 ,0.000989270 ,0.000988350 ,0.000987460 ,0.000986580 ,0.000985710 ,0.000984820 ,0.000983910 ,0.000982980 ,0.000982030 ,0.000981050 ,0.000980050 ,0.000979020 ,0.000978440 ,0.005169010 ,0.160381610 ,0.262268680 ,0.302067930 ,0.318282440 
803,3.16 ,0.26 ,10.00 ,0.000987390 ,0.000986210 ,0.000985050 ,0.000983940 ,0.000982860 ,0.000981780 ,0.000980700 ,0.000979600 ,0.000978480 ,0.000977330 ,0.000976150 ,0.000974940 ,0.000973710 ,0.000972440 ,0.000971150 ,0.000970740 ,0.002555410 ,0.109017450 ,0.237782480 
477,3.10 ,0.23 ,12.00 ,0.000988580 ,0.000987560 ,0.000986540 ,0.000985540 ,0.000984570 ,0.000983590 ,0.000982590 ,0.000981580 ,0.000980540 ,0.000979480 ,0.000978390 ,0.000977280 ,0.000999020 ,0.034984570 ,0.202210560 ,0.277933050 ,0.308202990 ,0.320760350 ,0.326061120 
690,1.39 ,0.10 ,13.00 ,0.000985270 ,0.000984250 ,0.000983160 ,0.000987390 ,0.010466950 ,0.171861690 ,0.266167980 ,0.303488000 ,0.318823810 ,0.325261600 ,0.327986210 ,0.329142720 ,0.329634150 ,0.329843100 ,0.329931960 ,0.329969770 ,0.329985870 ,0.329992730 ,0.329995660 
612,4.13 ,0.10 ,19.00 ,0.000992690 ,0.000992010 ,0.000991320 ,0.000990650 ,0.000989980 ,0.000989290 ,0.000988600 ,0.000987880 ,0.000987140 ,0.000986670 ,0.035326950 ,0.214206340 ,0.284945260 ,0.311844130 ,0.322583320 ,0.326953640 ,0.328744400 ,0.329479990 ,0.329782450 
27,1.38 ,0.22 ,5.00 ,0.000965770 ,0.000962900 ,0.000960590 ,0.000958350 ,0.000956150 ,0.000953950 ,0.000951740 ,0.000949470 ,0.000947180 ,0.000944870 ,0.000942550 ,0.000940960 ,0.000965850 ,0.001823960 ,0.013124630 ,0.106943200 ,0.220437560 ,0.278219220 ,0.305388090 
246,3.61 ,0.15 ,13.00 ,0.000990090 ,0.000989150 ,0.000988220 ,0.000987330 ,0.000986450 ,0.000985560 ,0.000984670 ,0.000983750 ,0.000982820 ,0.000981860 ,0.000980870 ,0.000979860 ,0.000978830 ,0.000987850 ,0.032880690 ,0.203196260 ,0.278858060 ,0.308764270 ,0.321067260 
229,1.99 ,0.18 ,14.00 ,0.000987520 ,0.000986580 ,0.000985600 ,0.000984610 ,0.000983610 ,0.000985740 ,0.012634950 ,0.181056640 ,0.270402700 ,0.305392530 ,0.319687660 ,0.325653120 ,0.328162600 ,0.329221400 ,0.329668680 ,0.329857760 ,0.329937730 ,0.329971590 ,0.329985940 
467,1.84 ,0.21 ,13.00 ,0.000986420 ,0.000985410 ,0.000984360 ,0.000983300 ,0.000982240 ,0.000985270 ,0.012152910 ,0.177737860 ,0.268613630 ,0.304507490 ,0.319256880 ,0.325446060 ,0.328064190 ,0.329175070 ,0.329647030 ,0.329847700 ,0.329933060 ,0.329969400 ,0.329984900 
633,3.90 ,0.21 ,10.00 ,0.000989260 ,0.000988140 ,0.000987050 ,0.000986030 ,0.000985040 ,0.000984070 ,0.000983100 ,0.000982110 ,0.000981110 ,0.000980080 ,0.000979020 ,0.000977940 ,0.000976840 ,0.000975700 ,0.000974540 ,0.000973340 ,0.000972120 ,0.000970870 ,0.000969590 
54,3.54 ,0.23 ,12.00 ,0.000989500 ,0.000988500 ,0.000987510 ,0.000986560 ,0.000985630 ,0.000984700 ,0.000983760 ,0.000982810 ,0.000981830 ,0.000980820 ,0.000979790 ,0.000978740 ,0.000977650 ,0.000976540 ,0.000981650 ,0.017925630 ,0.186960930 ,0.272025090 ,0.305812900 
653,4.25 ,0.28 ,20.00 ,0.000993010 ,0.000992370 ,0.000991710 ,0.000991070 ,0.000990420 ,0.000989760 ,0.000989090 ,0.000988390 ,0.000987680 ,0.001016540 ,0.111923810 ,0.248136820 ,0.297758400 ,0.316968330 ,0.324681140 ,0.327819880 ,0.329103350 ,0.329629070 ,0.329844580 
634,3.59 ,0.15 ,12.00 ,0.000989600 ,0.000988600 ,0.000987610 ,0.000986670 ,0.000985740 ,0.000984820 ,0.000983890 ,0.000982930 ,0.000981960 ,0.000980960 ,0.000979940 ,0.000978890 ,0.000977810 ,0.000976710 ,0.000976240 ,0.004525230 ,0.151184140 ,0.257926590 ,0.300096100 
51,3.47 ,0.24 ,17.00 ,0.000991400 ,0.000990640 ,0.000989870 ,0.000989100 ,0.000988340 ,0.000987570 ,0.000986780 ,0.000985970 ,0.000985150 ,0.001943290 ,0.146607220 ,0.259253020 ,0.301550230 ,0.318323040 ,0.325169220 ,0.327993920 ,0.329163930 ,0.329649290 ,0.329850790 
616,3.97 ,0.23 ,15.00 ,0.000991370 ,0.000990550 ,0.000989730 ,0.000988940 ,0.000988150 ,0.000987370 ,0.000986560 ,0.000985740 ,0.000984900 ,0.000984040 ,0.000983150 ,0.000982240 ,0.000983840 ,0.026250920 ,0.201637430 ,0.279027150 ,0.309090820 ,0.321303370 ,0.326361200 
856,3.65 ,0.12 ,10.00 ,0.000988690 ,0.000987540 ,0.000986430 ,0.000985380 ,0.000984360 ,0.000983360 ,0.000982350 ,0.000981330 ,0.000980280 ,0.000979220 ,0.000978120 ,0.000977000 ,0.000975850 ,0.000974680 ,0.000973470 ,0.000972240 ,0.000970970 ,0.000969670 ,0.000970420 
898,1.80 ,0.10 ,13.00 ,0.000986340 ,0.000985330 ,0.000984270 ,0.000983210 ,0.000982140 ,0.001001080 ,0.032980700 ,0.201238850 ,0.277819010 ,0.308257540 ,0.320827170 ,0.326110850 ,0.328346840 ,0.329295510 ,0.329698450 ,0.329869720 ,0.329942540 ,0.329973540 ,0.329986750 
510,1.34 ,0.28 ,19.00 ,0.000989580 ,0.000991070 ,0.046488640 ,0.219593780 ,0.287054390 ,0.312736330 ,0.322974670 ,0.327129390 ,0.328825510 ,0.329519140 ,0.329802900 ,0.329918950 ,0.329966410 ,0.329985820 ,0.329993740 ,0.329996990 ,0.329998320 ,0.329998870 ,0.329999100 
10,4.38 ,0.19 ,19.00 ,0.000992900 ,0.000992230 ,0.000991560 ,0.000990900 ,0.000990240 ,0.000989570 ,0.000988880 ,0.000988180 ,0.000987460 ,0.000986710 ,0.001000920 ,0.093469040 ,0.240506310 ,0.294727520 ,0.315709050 ,0.324148570 ,0.327593060 ,0.329006200 ,0.329587080 
620,4.04 ,0.11 ,20.00 ,0.000992840 ,0.000992190 ,0.000991530 ,0.000990870 ,0.000990210 ,0.000989550 ,0.000988860 ,0.000988160 ,0.000987490 ,0.022542700 ,0.207120280 ,0.282574580 ,0.310988840 ,0.322266350 ,0.326835980 ,0.328701320 ,0.329464780 ,0.329777570 ,0.329905800 
666,4.36 ,0.23 ,19.00 ,0.000992890 ,0.000992220 ,0.000991540 ,0.000990880 ,0.000990220 ,0.000989550 ,0.000988860 ,0.000988160 ,0.000987430 ,0.000986690 ,0.001018790 ,0.106095550 ,0.245368740 ,0.296565010 ,0.316441240 ,0.324446520 ,0.327715230 ,0.329056460 ,0.329607790 
278,4.06 ,0.30 ,8.00 ,0.000988720 ,0.000987390 ,0.000986160 ,0.000985030 ,0.000983960 ,0.000982920 ,0.000981900 ,0.000980870 ,0.000979830 ,0.000978770 ,0.000977680 ,0.000976560 ,0.000975420 ,0.000974250 ,0.000973050 ,0.000971820 ,0.000970560 ,0.000969270 ,0.000967950 
882,3.90 ,0.22 ,10.00 ,0.000989260 ,0.000988140 ,0.000987050 ,0.000986030 ,0.000985040 ,0.000984070 ,0.000983100 ,0.000982110 ,0.000981110 ,0.000980080 ,0.000979020 ,0.000977940 ,0.000976840 ,0.000975700 ,0.000974540 ,0.000973340 ,0.000972120 ,0.000970870 ,0.000969590 
8,3.80 ,0.11 ,12.00 ,0.000989980 ,0.000989000 ,0.000988030 ,0.000987100 ,0.000986200 ,0.000985300 ,0.000984390 ,0.000983460 ,0.000982510 ,0.000981540 ,0.000980540 ,0.000979520 ,0.000978470 ,0.000977390 ,0.000976290 ,0.000975840 ,0.004127760 ,0.146954600 ,0.256169010 
614,4.09 ,0.15 ,19.00 ,0.000992650 ,0.000991970 ,0.000991290 ,0.000990610 ,0.000989940 ,0.000989250 ,0.000988550 ,0.000987830 ,0.000987090 ,0.000987780 ,0.059846130 ,0.226632780 ,0.289551770 ,0.313662770 ,0.323320650 ,0.327255520 ,0.328868450 ,0.329531080 ,0.329803540 
681,1.88 ,0.24 ,10.00 ,0.000983240 ,0.000981990 ,0.000980700 ,0.000979410 ,0.000978130 ,0.000976840 ,0.000975540 ,0.000974270 ,0.001054730 ,0.023674880 ,0.182638990 ,0.268213690 ,0.303544210 ,0.318531540 ,0.325000660 ,0.327813440 ,0.329040340 ,0.329576430 ,0.329810960 
92,2.31 ,0.14 ,8.00 ,0.000982140 ,0.000980640 ,0.000979170 ,0.000977740 ,0.000976350 ,0.000974960 ,0.000973560 ,0.000972140 ,0.000970700 ,0.000969220 ,0.000967720 ,0.000966180 ,0.000964600 ,0.000963400 ,0.001130770 ,0.019428690 ,0.168036930 ,0.260067140 ,0.299385350 
114,1.13 ,0.10 ,14.00 ,0.000985760 ,0.000984790 ,0.001322230 ,0.103640680 ,0.240417470 ,0.293723990 ,0.314977710 ,0.323726150 ,0.327372030 ,0.328897880 ,0.329537300 ,0.329805330 ,0.329917680 ,0.329964770 ,0.329984510 ,0.329992780 ,0.329996260 ,0.329997720 ,0.329998340 
294,2.30 ,0.17 ,10.00 ,0.000984740 ,0.000983510 ,0.000982260 ,0.000981040 ,0.000979830 ,0.000978610 ,0.000977380 ,0.000976130 ,0.000974850 ,0.000973540 ,0.000974340 ,0.003223150 ,0.115127940 ,0.239892240 ,0.291879950 ,0.313587620 ,0.322876570 ,0.326895100 ,0.328641500 
200,4.38 ,0.11 ,8.00 ,0.000989560 ,0.000988290 ,0.000987100 ,0.000986020 ,0.000985000 ,0.000984020 ,0.000983040 ,0.000982080 ,0.000981090 ,0.000980090 ,0.000979060 ,0.000978010 ,0.000976930 ,0.000975830 ,0.000974690 ,0.000973530 ,0.000972340 ,0.000971120 ,0.000969870 
610,4.34 ,0.12 ,8.00 ,0.000989460 ,0.000988180 ,0.000986990 ,0.000985900 ,0.000984870 ,0.000983880 ,0.000982910 ,0.000981930 ,0.000980940 ,0.000979930 ,0.000978890 ,0.000977830 ,0.000976750 ,0.000975640 ,0.000974490 ,0.000973320 ,0.000972120 ,0.000970900 ,0.000969640 
463,3.27 ,0.27 ,13.00 ,0.000989450 ,0.000988510 ,0.000987550 ,0.000986630 ,0.000985710 ,0.000984790 ,0.000983860 ,0.000982910 ,0.000981930 ,0.000980930 ,0.000979910 ,0.000978950 ,0.002181830 ,0.128332220 ,0.249493980 ,0.296934870 ,0.316146200 ,0.324146960 ,0.327516260 
215,2.83 ,0.22 ,17.00 ,0.000990600 ,0.000989830 ,0.000989020 ,0.000988220 ,0.000987420 ,0.000986600 ,0.000985790 ,0.003475250 ,0.164711660 ,0.265961180 ,0.304163480 ,0.319383070 ,0.325606620 ,0.328176130 ,0.329240660 ,0.329682270 ,0.329865590 ,0.329941730 ,0.329973380 
450,3.87 ,0.12 ,12.00 ,0.000990110 ,0.000989130 ,0.000988170 ,0.000987240 ,0.000986350 ,0.000985450 ,0.000984550 ,0.000983630 ,0.000982690 ,0.000981730 ,0.000980740 ,0.000979720 ,0.000978680 ,0.000977610 ,0.000976520 ,0.000975430 ,0.001247860 ,0.084138550 ,0.229530900 
62,4.77 ,0.29 ,5.00 ,0.000988700 ,0.000986820 ,0.000985350 ,0.000984100 ,0.000983000 ,0.000982000 ,0.000981050 ,0.000980140 ,0.000979250 ,0.000978350 ,0.000977450 ,0.000976530 ,0.000975600 ,0.000974640 ,0.000973650 ,0.000972650 ,0.000971610 ,0.000970540 ,0.000969450 
409,4.47 ,0.26 ,20.00 ,0.000993190 ,0.000992550 ,0.000991900 ,0.000991260 ,0.000990630 ,0.000989980 ,0.000989320 ,0.000988640 ,0.000987940 ,0.000987220 ,0.004853250 ,0.182045600 ,0.273448710 ,0.307424530 ,0.320826990 ,0.326247240 ,0.328459130 ,0.329364620 ,0.329735780 
70,4.11 ,0.18 ,9.00 ,0.000989340 ,0.000988140 ,0.000987000 ,0.000985940 ,0.000984940 ,0.000983950 ,0.000982980 ,0.000981990 ,0.000980990 ,0.000979960 ,0.000978910 ,0.000977830 ,0.000976730 ,0.000975600 ,0.000974440 ,0.000973250 ,0.000972040 ,0.000970790 ,0.000969510 
692,1.36 ,0.28 ,5.00 ,0.000965540 ,0.000962690 ,0.000960360 ,0.000958110 ,0.000955910 ,0.000953710 ,0.000951460 ,0.000949190 ,0.000946900 ,0.000944590 ,0.000942260 ,0.000941590 ,0.001001060 ,0.002768370 ,0.023105660 ,0.140076760 ,0.238837890 ,0.286915180 ,0.309499370 
444,4.11 ,0.20 ,8.00 ,0.000988850 ,0.000987540 ,0.000986310 ,0.000985190 ,0.000984130 ,0.000983100 ,0.000982090 ,0.000981070 ,0.000980030 ,0.000978980 ,0.000977900 ,0.000976800 ,0.000975660 ,0.000974500 ,0.000973320 ,0.000972100 ,0.000970850 ,0.000969570 ,0.000968260 
899,1.25 ,0.13 ,8.00 ,0.000976500 ,0.000974920 ,0.000973290 ,0.000971660 ,0.000970020 ,0.000968640 ,0.001057550 ,0.010600100 ,0.142031290 ,0.247936870 ,0.293988620 ,0.313998700 ,0.322845290 ,0.326789940 ,0.328555900 ,0.329348310 ,0.329704480 ,0.329864820 ,0.329937100 
622,3.70 ,0.25 ,11.00 ,0.000989320 ,0.000988270 ,0.000987230 ,0.000986240 ,0.000985280 ,0.000984330 ,0.000983370 ,0.000982390 ,0.000981390 ,0.000980370 ,0.000979330 ,0.000978250 ,0.000977160 ,0.000976030 ,0.000974870 ,0.000973680 ,0.000972620 ,0.001640810 ,0.096551300 
17,3.74 ,0.12 ,20.00 ,0.000992570 ,0.000991910 ,0.000991230 ,0.000990570 ,0.000989890 ,0.000989210 ,0.000988510 ,0.000987790 ,0.004858660 ,0.182255820 ,0.273528230 ,0.307457420 ,0.320841720 ,0.326254510 ,0.328463230 ,0.329367370 ,0.329737920 ,0.329889880 ,0.329952220 
805,2.94 ,0.15 ,7.00 ,0.000983600 ,0.000981960 ,0.000980460 ,0.000979040 ,0.000977680 ,0.000976340 ,0.000975010 ,0.000973670 ,0.000972310 ,0.000970920 ,0.000969510 ,0.000968060 ,0.000966580 ,0.000965070 ,0.000963530 ,0.000961950 ,0.000960330 ,0.000958680 ,0.000956990 
31,2.87 ,0.15 ,14.00 ,0.000989240 ,0.000988330 ,0.000987400 ,0.000986490 ,0.000985580 ,0.000984660 ,0.000983720 ,0.000982760 ,0.000981790 ,0.001097030 ,0.082720520 ,0.231129980 ,0.289946020 ,0.313364730 ,0.323020180 ,0.327058110 ,0.328755790 ,0.329471030 ,0.329772700 
841,2.62 ,0.17 ,20.00 ,0.000991510 ,0.000990820 ,0.000990100 ,0.000989380 ,0.000988660 ,0.008583340 ,0.191444700 ,0.276853950 ,0.308755300 ,0.321368000 ,0.326471840 ,0.328554290 ,0.329406390 ,0.329755380 ,0.329898390 ,0.329956990 ,0.329981020 ,0.329990890 ,0.329994940 
636,4.15 ,0.26 ,17.00 ,0.000992200 ,0.000991460 ,0.000990720 ,0.000990000 ,0.000989280 ,0.000988560 ,0.000987820 ,0.000987060 ,0.000986280 ,0.000985480 ,0.000984660 ,0.001044220 ,0.103764760 ,0.243228790 ,0.295431430 ,0.315874470 ,0.324170540 ,0.327583150 ,0.328993800 
451,1.06 ,0.18 ,19.00 ,0.000989370 ,0.017902440 ,0.202633950 ,0.281248980 ,0.310607220 ,0.322172440 ,0.326825430 ,0.328710760 ,0.329476230 ,0.329787110 ,0.329913330 ,0.329964560 ,0.329985330 ,0.329993760 ,0.329997180 ,0.329998570 ,0.329999140 ,0.329999370 ,0.329999470 
819,2.25 ,0.18 ,7.00 ,0.000980100 ,0.000978380 ,0.000976750 ,0.000975180 ,0.000973650 ,0.000972140 ,0.000970620 ,0.000969080 ,0.000967520 ,0.000965920 ,0.000964300 ,0.000962640 ,0.000960950 ,0.000959210 ,0.000957450 ,0.000957380 ,0.001329350 ,0.022385850 ,0.166388730 
639,3.67 ,0.16 ,10.00 ,0.000988730 ,0.000987590 ,0.000986480 ,0.000985430 ,0.000984420 ,0.000983420 ,0.000982410 ,0.000981390 ,0.000980350 ,0.000979290 ,0.000978200 ,0.000977080 ,0.000975930 ,0.000974760 ,0.000973560 ,0.000972330 ,0.000971060 ,0.000969770 ,0.000969280 
500,1.74 ,0.24 ,6.00 ,0.000974000 ,0.000971880 ,0.000969940 ,0.000968080 ,0.000966240 ,0.000964410 ,0.000962570 ,0.000960710 ,0.000958830 ,0.000956900 ,0.000954940 ,0.000952950 ,0.000950970 ,0.000954030 ,0.001433210 ,0.015996360 ,0.141011850 ,0.243577600 ,0.290664680 
876,4.05 ,0.23 ,9.00 ,0.000989200 ,0.000987990 ,0.000986840 ,0.000985770 ,0.000984760 ,0.000983770 ,0.000982780 ,0.000981790 ,0.000980770 ,0.000979740 ,0.000978680 ,0.000977590 ,0.000976480 ,0.000975340 ,0.000974170 ,0.000972970 ,0.000971740 ,0.000970480 ,0.000969190 
3,2.75 ,0.27 ,9.00 ,0.000985220 ,0.000983900 ,0.000982600 ,0.000981360 ,0.000980140 ,0.000978930 ,0.000977710 ,0.000976470 ,0.000975210 ,0.000973920 ,0.000972610 ,0.000971260 ,0.000969880 ,0.000968470 ,0.000967140 ,0.001085800 ,0.026422370 ,0.184181940 ,0.268327480 
74,4.22 ,0.20 ,16.00 ,0.000992010 ,0.000991230 ,0.000990470 ,0.000989720 ,0.000988980 ,0.000988240 ,0.000987480 ,0.000986710 ,0.000985910 ,0.000985090 ,0.000984250 ,0.000983390 ,0.000990020 ,0.058114360 ,0.222703200 ,0.287392960 ,0.312569980 ,0.322783640 ,0.326996270 
479,3.40 ,0.28 ,19.00 ,0.000991960 ,0.000991260 ,0.000990550 ,0.000989840 ,0.000989130 ,0.000988400 ,0.000987660 ,0.000988930 ,0.057647400 ,0.225210440 ,0.288962210 ,0.313410720 ,0.323211970 ,0.327209120 ,0.328849230 ,0.329523690 ,0.329801290 ,0.329915610 ,0.329962720 
800,3.60 ,0.19 ,12.00 ,0.000989610 ,0.000988620 ,0.000987630 ,0.000986690 ,0.000985760 ,0.000984840 ,0.000983910 ,0.000982960 ,0.000981990 ,0.000980990 ,0.000979970 ,0.000978920 ,0.000977840 ,0.000976740 ,0.000976040 ,0.003584490 ,0.143109900 ,0.254702110 ,0.298796730 
243,3.38 ,0.13 ,9.00 ,0.000987260 ,0.000986000 ,0.000984770 ,0.000983620 ,0.000982500 ,0.000981400 ,0.000980300 ,0.000979180 ,0.000978040 ,0.000976880 ,0.000975690 ,0.000974480 ,0.000973230 ,0.000971950 ,0.000970650 ,0.000969310 ,0.000967940 ,0.000966530 ,0.000965150 
837,4.21 ,0.13 ,18.00 ,0.000992520 ,0.000991810 ,0.000991100 ,0.000990410 ,0.000989720 ,0.000989020 ,0.000988310 ,0.000987580 ,0.000986820 ,0.000986050 ,0.000985760 ,0.033972600 ,0.212145120 ,0.283942990 ,0.311369360 ,0.322360160 ,0.326849540 ,0.328695980 ,0.329457320 
665,3.64 ,0.27 ,6.00 ,0.000985650 ,0.000983860 ,0.000982330 ,0.000980940 ,0.000979660 ,0.000978430 ,0.000977220 ,0.000976020 ,0.000974810 ,0.000973590 ,0.000972340 ,0.000971070 ,0.000969760 ,0.000968430 ,0.000967060 ,0.000965660 ,0.000964220 ,0.000962750 ,0.000961250 
850,4.49 ,0.16 ,19.00 ,0.000993000 ,0.000992330 ,0.000991660 ,0.000991000 ,0.000990350 ,0.000989680 ,0.000989010 ,0.000988310 ,0.000987590 ,0.000986860 ,0.000986300 ,0.025903710 ,0.207874470 ,0.282582060 ,0.310904350 ,0.322198620 ,0.326794210 ,0.328677750 ,0.329451750 
656,3.50 ,0.19 ,11.00 ,0.000988900 ,0.000987830 ,0.000986770 ,0.000985760 ,0.000984780 ,0.000983810 ,0.000982820 ,0.000981820 ,0.000980800 ,0.000979750 ,0.000978670 ,0.000977570 ,0.000976440 ,0.000975280 ,0.000974100 ,0.000973090 ,0.002009170 ,0.110165360 ,0.239999990 
