index,L,R,P_high,t1,t2,t3,t4,t5
333,3.28,0.23,16,0.32984457,0.3299998,0.3299999,0.32999991,0.32999992
334,1.4,0.43,8,0.32975518,0.32999963,0.32999986,0.32999988,0.32999989
335,9.87,0.22,18,0.32720946,0.32999361,0.32999958,0.32999962,0.32999965
336,2.71,0.32,20,0.3299602,0.32999995,0.32999997,0.32999997,0.32999998
337,9.8,0.27,7,0.23009034,0.32313313,0.32987786,0.32999706,0.32999822
338,4.49,0.36,18,0.32976925,0.32999974,0.32999989,0.3299999,0.32999991
339,5.48,0.38,15,0.32906352,0.3299985,0.32999969,0.32999972,0.32999974
340,1.94,0.46,16,0.32995807,0.32999994,0.32999996,0.32999996,0.32999997
341,6.4,0.32,9,0.31574715,0.32988871,0.32999819,0.32999867,0.32999876
342,4.06,0.32,11,0.3285938,0.32999705,0.32999951,0.32999956,0.3299996
343,1.15,0.14,11,0.32995307,0.32999992,0.32999995,0.32999995,0.32999996
344,9.1,0.28,6,0.21589852,0.3177061,0.3297031,0.32999631,0.32999999
345,7.51,0.48,6,0.24407936,0.32562231,0.32993345,0.32999948,0.33000003
346,5.87,0.37,12,0.32684735,0.32999094,0.32999929,0.32999936,0.32999942
347,8.34,0.35,18,0.32841453,0.32999721,0.32999967,0.32999971,0.32999973
348,9.94,0.32,20,0.32825721,0.32999698,0.32999971,0.32999974,0.32999976
349,8.13,0.24,9,0.29990604,0.32958304,0.32999577,0.32999818,0.3299983
350,6.24,0.13,18,0.32937974,0.3299992,0.3299998,0.32999982,0.32999984
351,9.11,0.21,5,0.19976802,0.2950038,0.32841101,0.32996295,0.33000368
352,6.19,0.28,18,0.32939547,0.32999923,0.3299998,0.32999982,0.32999984
353,8.5,0.17,17,0.32780096,0.32999541,0.32999959,0.32999963,0.32999966
354,1.4,0.1,17,0.32998308,0.32999998,0.32999998,0.32999998,0.32999999
355,8.43,0.26,12,0.31960667,0.32993988,0.32999867,0.32999891,0.32999899
356,9.28,0.31,15,0.32472583,0.32998154,0.32999927,0.32999935,0.3299994
357,9.3,0.22,15,0.32468698,0.32998133,0.32999926,0.32999935,0.3299994
358,6.02,0.13,7,0.29925129,0.32953881,0.32999601,0.32999887,0.32999895
359,2.26,0.45,10,0.32963243,0.32999942,0.32999977,0.3299998,0.32999982
360,1.22,0.3,9,0.32988999,0.32999983,0.32999991,0.32999992,0.32999993
361,2.48,0.15,10,0.32951544,0.32999919,0.32999973,0.32999976,0.32999979
362,5.07,0.37,6,0.2983124,0.329491,0.32999665,0.33000004,0.33000005
363,7.3,0.13,13,0.32547731,0.32998474,0.32999921,0.32999929,0.32999935
364,6.33,0.23,13,0.32717419,0.32999255,0.32999937,0.32999943,0.32999948
365,2.24,0.23,14,0.32990369,0.32999986,0.32999992,0.32999993,0.32999993
366,9.18,0.47,16,0.3262235,0.32998934,0.32999943,0.32999948,0.32999952
367,9.11,0.38,17,0.32722328,0.3299935,0.32999954,0.32999959,0.32999962
368,1.66,0.47,11,0.32988821,0.32999983,0.3299999,0.32999991,0.32999992
369,1.79,0.35,19,0.32998104,0.32999998,0.32999998,0.32999998,0.32999999
370,6.29,0.35,20,0.32960338,0.32999957,0.32999986,0.32999988,0.32999989
371,3.5,0.11,19,0.32990822,0.3299999,0.32999994,0.32999995,0.32999995
372,1.87,0.44,12,0.32988896,0.32999983,0.3299999,0.32999991,0.32999992
373,2.71,0.28,15,0.32987966,0.32999984,0.32999991,0.32999992,0.32999993
374,6.85,0.44,6,0.25918291,0.32733802,0.32996687,0.32999981,0.33000004
375,9.46,0.39,15,0.32436888,0.3299795,0.32999924,0.32999933,0.32999938
376,3.18,0.46,16,0.32985756,0.32999982,0.3299999,0.32999991,0.32999992
377,3.18,0.42,15,0.32981481,0.32999976,0.32999988,0.32999989,0.3299999
378,6.76,0.13,18,0.32920065,0.3299989,0.32999977,0.32999979,0.32999981
379,5.26,0.35,9,0.32243392,0.32996106,0.32999882,0.329999,0.32999908
380,7.67,0.34,8,0.29100408,0.32929924,0.3299933,0.32999818,0.3299983
381,6.16,0.45,11,0.32460569,0.32997871,0.32999903,0.32999914,0.32999921
382,2.16,0.35,12,0.32984186,0.32999977,0.32999987,0.32999989,0.3299999
383,4.35,0.33,10,0.32735969,0.32999256,0.32999931,0.32999938,0.32999944
384,5.12,0.1,6,0.29737262,0.32946216,0.32999638,0.33000003,0.33000005
385,9.05,0.24,8,0.26889114,0.32822828,0.32998059,0.32999775,0.32999795
386,7.6,0.12,19,0.32909122,0.32999874,0.32999977,0.32999979,0.32999981
387,4.28,0.13,17,0.32974465,0.3299997,0.32999987,0.32999988,0.3299999
388,6.05,0.16,13,0.32756959,0.32999405,0.32999941,0.32999947,0.32999952
389,9.06,0.37,16,0.32638936,0.32999007,0.32999944,0.32999949,0.32999953
390,3.46,0.46,15,0.32976356,0.32999969,0.32999986,0.32999987,0.32999989
391,6.61,0.46,17,0.32903621,0.32999854,0.32999973,0.32999975,0.32999978
392,8.48,0.15,16,0.32710329,0.32999289,0.32999949,0.32999954,0.32999958
393,7.74,0.43,8,0.28996181,0.32926183,0.32999293,0.32999816,0.32999828
394,2.34,0.22,17,0.32994834,0.32999994,0.32999996,0.32999996,0.32999997
395,6.54,0.34,7,0.29081082,0.32927047,0.32999346,0.32999874,0.32999883
396,8.14,0.47,19,0.32886275,0.32999829,0.32999975,0.32999977,0.32999979
397,9.58,0.38,6,0.2104477,0.31392772,0.3295573,0.32999383,0.32999996
398,5.12,0.34,8,0.3188195,0.32992371,0.32999862,0.32999894,0.32999902
399,1.19,0.5,7,0.32974934,0.32999966,0.32999991,0.32999992,0.32999993
400,7.08,0.14,20,0.32942733,0.32999933,0.32999983,0.32999985,0.32999987
401,2.57,0.19,10,0.32947559,0.32999912,0.32999972,0.32999975,0.32999977
402,4.25,0.14,11,0.32837017,0.32999638,0.32999947,0.32999952,0.32999957
403,1.82,0.23,20,0.32998347,0.32999998,0.32999999,0.32999999,0.32999999
404,2.97,0.37,8,0.32798053,0.32999458,0.32999949,0.32999955,0.32999959
405,7.19,0.24,12,0.32386464,0.32997463,0.32999901,0.32999913,0.3299992
406,1.17,0.32,19,0.32999182,0.32999999,0.32999999,0.32999999,0.32999999
407,4.92,0.29,12,0.32821605,0.32999604,0.32999947,0.32999952,0.32999957
408,8.62,0.36,5,0.20248757,0.30308667,0.32895134,0.3299803,0.33000414
409,5.76,0.37,9,0.31985438,0.32993715,0.32999859,0.32999885,0.32999894
410,5.37,0.4,18,0.3296091,0.32999953,0.32999984,0.32999986,0.32999987
411,6.8,0.38,19,0.32936277,0.3299992,0.32999981,0.32999983,0.32999985
412,7.05,0.45,13,0.32597785,0.32998729,0.32999925,0.32999933,0.32999938
413,3.95,0.42,12,0.32910201,0.32999841,0.32999963,0.32999967,0.3299997
414,2.13,0.49,7,0.3287701,0.32999731,0.32999975,0.32999977,0.3299998
415,6.66,0.18,15,0.3282533,0.32999651,0.32999957,0.32999961,0.32999965
416,4.72,0.32,19,0.32978929,0.32999977,0.3299999,0.32999991,0.32999992
417,4.63,0.21,8,0.32189856,0.32995502,0.32999889,0.32999908,0.32999916
418,9.95,0.24,16,0.32503577,0.32998362,0.32999934,0.32999942,0.32999946
419,4.92,0.46,6,0.30090908,0.32956176,0.32999725,0.33000004,0.33000005
420,7.46,0.44,17,0.32856894,0.32999751,0.32999967,0.3299997,0.32999973
421,7.58,0.48,15,0.32732535,0.32999352,0.32999947,0.32999952,0.32999956
422,1.45,0.17,8,0.32972963,0.32999958,0.32999985,0.32999987,0.32999988
423,8.14,0.18,17,0.32809511,0.32999628,0.32999962,0.32999965,0.32999968
424,4.5,0.12,20,0.32985237,0.32999985,0.32999993,0.32999993,0.32999994
425,6.11,0.38,18,0.32942002,0.32999927,0.32999981,0.32999983,0.32999984
426,8.68,0.44,20,0.32889263,0.32999841,0.32999977,0.32999979,0.32999981
427,2.86,0.34,15,0.32986031,0.32999982,0.3299999,0.32999991,0.32999992
428,1.45,0.21,20,0.32998926,0.32999999,0.32999999,0.32999999,0.32999999
429,4.58,0.48,19,0.32980715,0.32999979,0.3299999,0.32999991,0.32999992
430,4.59,0.4,14,0.32927363,0.32999888,0.32999971,0.32999974,0.32999976
431,5.7,0.13,19,0.32963168,0.32999958,0.32999986,0.32999988,0.32999989
432,6.83,0.42,15,0.32810044,0.32999606,0.32999955,0.32999959,0.32999963
433,1.13,0.42,10,0.32993756,0.3299999,0.32999993,0.32999994,0.32999995
434,3.45,0.27,12,0.32940308,0.32999904,0.32999971,0.32999974,0.32999976
435,4.35,0.27,8,0.32334031,0.32996702,0.32999901,0.32999917,0.32999923
436,4.98,0.11,14,0.32905816,0.32999844,0.32999966,0.3299997,0.32999973
437,1.48,0.35,12,0.32993525,0.3299999,0.32999993,0.32999994,0.32999995
438,9.35,0.19,5,0.19881592,0.29053184,0.3280626,0.32995067,0.33000329
439,5.37,0.11,11,0.32654601,0.32998928,0.32999923,0.3299993,0.32999936
440,8.06,0.48,15,0.32671816,0.32999118,0.32999942,0.32999947,0.32999952
441,9.06,0.49,5,0.19999364,0.29589721,0.32847649,0.32996517,0.33000374
442,3.55,0.45,11,0.32907245,0.32999829,0.32999961,0.32999965,0.32999968
443,5.57,0.3,8,0.31538147,0.32988037,0.32999827,0.3299988,0.32999889
444,6,0.26,6,0.27908635,0.32872266,0.32998814,0.32999998,0.33000005
445,1.1,0.34,13,0.32997593,0.32999996,0.32999997,0.32999997,0.32999998
446,3.14,0.39,18,0.32991413,0.3299999,0.32999994,0.32999995,0.32999995
447,2.72,0.14,16,0.32990571,0.32999988,0.32999993,0.32999994,0.32999994
448,3.07,0.36,11,0.3294009,0.32999901,0.3299997,0.32999973,0.32999975
449,2.77,0.46,11,0.32955297,0.32999929,0.32999974,0.32999977,0.32999979
450,3.29,0.42,14,0.32972846,0.32999963,0.32999983,0.32999985,0.32999987
451,1.54,0.44,6,0.32915278,0.32999852,0.33000001,0.33000001,0.33000001
452,6.43,0.34,14,0.32786631,0.32999521,0.32999949,0.32999954,0.32999958
453,3.61,0.49,8,0.32633945,0.32998708,0.3299993,0.32999938,0.32999943
454,7.14,0.38,11,0.32124026,0.32995359,0.32999874,0.32999893,0.32999901
455,2.04,0.14,19,0.32997523,0.32999997,0.32999998,0.32999998,0.32999998
456,5.1,0.44,13,0.32859933,0.32999727,0.32999956,0.3299996,0.32999964
457,2.45,0.42,20,0.32996824,0.32999996,0.32999997,0.32999998,0.32999998
458,1.94,0.44,8,0.32941842,0.32999898,0.32999975,0.32999978,0.3299998
459,2.58,0.34,19,0.32995737,0.32999995,0.32999997,0.32999997,0.32999997
460,8.35,0.11,8,0.28048104,0.32886871,0.32998866,0.32999797,0.32999812
461,8.28,0.17,19,0.3287962,0.32999816,0.32999974,0.32999976,0.32999978
462,7.07,0.15,11,0.32152301,0.32995603,0.32999876,0.32999895,0.32999903
463,8.01,0.19,14,0.32559769,0.32998577,0.32999927,0.32999935,0.3299994
464,6.71,0.31,14,0.32755102,0.32999414,0.32999945,0.3299995,0.32999955
465,9.04,0.13,6,0.21667734,0.31813233,0.32971835,0.32999656,0.32999999
466,5,0.1,11,0.32727231,0.32999249,0.32999931,0.32999938,0.32999944
467,7.82,0.44,9,0.30325017,0.32966378,0.32999644,0.32999827,0.32999838
468,7.07,0.31,14,0.32709314,0.32999246,0.32999941,0.32999946,0.32999951
469,5.24,0.3,11,0.32681536,0.32999052,0.32999925,0.32999933,0.32999939
470,1.23,0.32,8,0.32982904,0.32999975,0.32999989,0.3299999,0.32999991
471,7.37,0.22,11,0.32026603,0.32994467,0.32999865,0.32999888,0.32999896
472,4.83,0.2,17,0.32963522,0.32999955,0.32999984,0.32999986,0.32999987
473,2.16,0.47,12,0.32984186,0.32999977,0.32999987,0.32999989,0.3299999
474,1.68,0.17,15,0.32996273,0.32999995,0.32999996,0.32999997,0.32999997
475,8.08,0.15,9,0.30046887,0.32959755,0.32999589,0.3299982,0.32999831
476,9.81,0.3,12,0.31294658,0.32986009,0.32999808,0.32999867,0.32999875
477,9.98,0.15,17,0.32621384,0.32998955,0.32999947,0.32999952,0.32999956
478,3.1,0.27,7,0.32614915,0.32998555,0.3299995,0.32999957,0.32999961
479,8.09,0.2,6,0.23209126,0.32343832,0.32988117,0.32999887,0.33000003
480,6.04,0.32,19,0.32956094,0.32999949,0.32999985,0.32999986,0.32999987
481,9.81,0.29,12,0.31294658,0.32986009,0.32999808,0.32999867,0.32999875
482,8.93,0.21,9,0.29022281,0.32928942,0.32999307,0.32999796,0.32999809
483,1.2,0.37,12,0.32996141,0.32999994,0.32999996,0.32999996,0.32999997
484,1.38,0.44,17,0.3299836,0.32999998,0.32999998,0.32999999,0.32999999
485,5.41,0.33,14,0.32877813,0.3299978,0.32999962,0.32999965,0.32999968
486,7.41,0.23,20,0.32933659,0.32999919,0.32999982,0.32999984,0.32999985
487,6.17,0.25,10,0.3218368,0.32995741,0.32999875,0.32999894,0.32999902
488,2.06,0.33,18,0.32996932,0.32999996,0.32999997,0.32999998,0.32999998
489,4.04,0.1,18,0.32983054,0.32999981,0.32999991,0.32999992,0.32999992
490,2.46,0.21,17,0.32994132,0.32999992,0.32999995,0.32999996,0.32999996
491,2.53,0.24,8,0.32878355,0.32999737,0.32999961,0.32999966,0.32999969
492,9.13,0.22,13,0.32048899,0.32994949,0.32999883,0.32999902,0.32999909
493,8.98,0.4,10,0.30281222,0.32966207,0.32999643,0.32999824,0.32999835
494,7.58,0.14,8,0.29232606,0.32934499,0.32999376,0.32999821,0.32999832
495,5.46,0.43,17,0.32946993,0.32999932,0.3299998,0.32999982,0.32999984
496,1.84,0.39,16,0.32996313,0.32999995,0.32999996,0.32999997,0.32999997
497,8.7,0.36,5,0.20196672,0.30184468,0.32887396,0.32997794,0.33000408
498,1.42,0.26,17,0.32998254,0.32999998,0.32999998,0.32999998,0.32999999
499,8.18,0.14,12,0.32060052,0.32994921,0.32999875,0.32999896,0.32999903
500,2.3,0.27,19,0.32996714,0.32999996,0.32999998,0.32999997,0.32999998
501,9.98,0.14,5,0.19711933,0.27758314,0.32685194,0.32990358,0.33000156
502,7.11,0.34,14,0.32703751,0.32999224,0.3299994,0.32999946,0.3299995
503,3.68,0.19,16,0.3297865,0.32999974,0.32999987,0.32999989,0.3299999
504,9.46,0.21,16,0.32581516,0.32998749,0.32999939,0.32999946,0.3299995
505,5.76,0.32,16,0.32918114,0.32999878,0.32999973,0.32999975,0.32999978
506,4.14,0.12,16,0.32970066,0.32999963,0.32999985,0.32999986,0.32999988
507,1.78,0.22,8,0.32954961,0.32999925,0.32999979,0.32999981,0.32999983
508,2.89,0.43,18,0.32993001,0.32999992,0.32999995,0.32999995,0.32999996
509,6.76,0.22,11,0.32267444,0.32996527,0.32999886,0.32999901,0.32999909
510,1.66,0.22,11,0.32988821,0.32999983,0.3299999,0.32999991,0.32999992
511,6.2,0.13,6,0.27447483,0.32846365,0.32998463,0.32999995,0.33000005
512,2.65,0.36,20,0.32996234,0.32999996,0.32999997,0.32999997,0.32999998
513,6.64,0.33,13,0.3266985,0.3299906,0.32999932,0.32999939,0.32999944
514,7.76,0.21,14,0.32603416,0.32998789,0.32999931,0.32999938,0.32999943
515,4.99,0.43,16,0.32947392,0.32999929,0.32999979,0.32999981,0.32999983
516,3.9,0.48,19,0.32987623,0.32999987,0.32999993,0.32999994,0.32999994
517,8.49,0.19,7,0.25342303,0.32687226,0.32995896,0.32999809,0.32999843
518,2.27,0.13,17,0.32995213,0.32999994,0.32999996,0.32999996,0.32999997
519,7.44,0.48,17,0.32858167,0.32999755,0.32999967,0.3299997,0.32999973
520,1.25,0.14,10,0.32991933,0.32999987,0.32999992,0.32999993,0.32999994
521,4.54,0.1,20,0.32984856,0.32999984,0.32999992,0.32999993,0.32999994
522,1.03,0.32,7,0.32983139,0.32999979,0.32999993,0.32999994,0.32999994
523,2.22,0.34,16,0.32994328,0.32999992,0.32999995,0.32999996,0.32999996
524,3.8,0.45,15,0.32969223,0.3299996,0.32999983,0.32999985,0.32999987
525,4.31,0.5,15,0.32955383,0.32999939,0.32999979,0.32999981,0.32999983
526,4.79,0.34,6,0.30317761,0.3296228,0.32999777,0.33000004,0.33000005
527,1.25,0.17,17,0.32998674,0.32999998,0.32999999,0.32999999,0.32999999
528,8.68,0.22,19,0.32859371,0.32999771,0.32999972,0.32999974,0.32999977
529,8.27,0.31,13,0.32315266,0.3299705,0.32999902,0.32999915,0.32999921
530,2.38,0.14,16,0.32993218,0.32999991,0.32999994,0.32999995,0.32999995
531,9.01,0.33,8,0.26957233,0.32827257,0.32998119,0.32999777,0.32999796
532,5.75,0.4,8,0.31380523,0.32985713,0.3299981,0.32999875,0.32999884
533,1.95,0.1,10,0.32974972,0.32999961,0.32999982,0.32999984,0.32999986
534,8.3,0.29,13,0.32306853,0.32996991,0.32999901,0.32999914,0.32999921
535,1.05,0.43,9,0.32992535,0.32999989,0.32999993,0.32999994,0.32999994
536,1.31,0.11,18,0.32998782,0.32999998,0.32999999,0.32999999,0.32999999
537,1.66,0.5,15,0.32996379,0.32999995,0.32999996,0.32999997,0.32999997
538,6.06,0.44,9,0.31807075,0.3299179,0.32999842,0.32999877,0.32999886
539,3.44,0.39,12,0.3294084,0.32999905,0.32999971,0.32999974,0.32999976
540,4.1,0.24,5,0.29866509,0.32947266,0.32999882,0.33000257,0.33000242
541,1.22,0.32,17,0.32998739,0.32999998,0.32999999,0.32999999,0.32999999
542,2,0.26,20,0.3299802,0.32999998,0.32999998,0.32999998,0.32999999
543,7.1,0.33,15,0.32784597,0.32999529,0.32999952,0.32999957,0.32999961
544,5.06,0.15,11,0.32716284,0.32999204,0.3299993,0.32999937,0.32999942
545,3.08,0.38,16,0.32986973,0.32999984,0.32999991,0.32999992,0.32999993
546,5.01,0.39,9,0.32355643,0.32997,0.32999892,0.32999907,0.32999914
547,1.04,0.24,9,0.32992714,0.32999988,0.32999993,0.32999994,0.32999995
548,6.15,0.35,18,0.32940784,0.32999925,0.3299998,0.32999982,0.32999984
549,3.61,0.11,10,0.32854018,0.3299968,0.32999949,0.32999955,0.32999959
550,7.63,0.29,16,0.32796676,0.32999579,0.32999957,0.32999961,0.32999964
551,7.62,0.28,17,0.32846911,0.32999728,0.32999965,0.32999969,0.32999972
552,8.27,0.31,7,0.25776309,0.32730279,0.32996644,0.32999819,0.32999847
553,9.28,0.15,6,0.21369799,0.31635867,0.32965301,0.32999549,0.32999998
554,3.81,0.45,18,0.32985526,0.32999984,0.32999991,0.32999992,0.32999993
555,9.39,0.23,13,0.31954942,0.32994082,0.32999876,0.32999898,0.32999905
556,3.28,0.25,6,0.32166962,0.32994837,0.32999987,0.33000004,0.33000003
557,5.2,0.25,6,0.29584019,0.3294132,0.32999592,0.33000003,0.33000005
558,4.8,0.28,10,0.32638369,0.32998812,0.32999919,0.32999928,0.32999934
559,5.35,0.21,15,0.32913317,0.32999865,0.3299997,0.32999973,0.32999975
560,3.47,0.19,16,0.32981749,0.32999977,0.32999989,0.3299999,0.32999991
561,7.19,0.13,14,0.32692392,0.32999179,0.32999939,0.32999945,0.3299995
562,7.89,0.41,9,0.30250187,0.32964618,0.3299963,0.32999825,0.32999836
563,9.85,0.32,9,0.27769559,0.3287635,0.32998739,0.32999771,0.32999787
564,8.81,0.35,8,0.2729127,0.32847212,0.3299838,0.32999783,0.32999801
565,8.53,0.19,5,0.20311603,0.30444069,0.32903297,0.32998274,0.33000419
566,2.59,0.46,14,0.32986049,0.3299998,0.32999989,0.3299999,0.32999991
567,7.19,0.47,10,0.31657605,0.32990264,0.32999827,0.32999868,0.32999877
568,4.4,0.34,13,0.32911481,0.3299985,0.32999965,0.32999969,0.32999972
569,1.29,0.3,17,0.32998582,0.32999998,0.32999999,0.32999999,0.32999999
570,7.91,0.19,17,0.32826508,0.32999674,0.32999963,0.32999967,0.3299997
571,5.06,0.37,12,0.32805867,0.32999555,0.32999945,0.3299995,0.32999955
572,6.79,0.4,14,0.32745194,0.32999379,0.32999944,0.3299995,0.32999954
573,2.04,0.19,8,0.32935363,0.32999885,0.32999973,0.32999976,0.32999979
574,5.97,0.24,18,0.3294585,0.32999932,0.32999981,0.32999983,0.32999985
575,1.27,0.49,10,0.32991597,0.32999987,0.32999992,0.32999993,0.32999994
576,6.34,0.27,6,0.271195,0.32825802,0.32998168,0.32999994,0.33000005
577,4.4,0.22,12,0.32874716,0.32999756,0.32999956,0.3299996,0.32999964
578,7.25,0.15,15,0.32768959,0.32999477,0.32999951,0.32999955,0.32999959
579,2.5,0.24,19,0.32996056,0.32999995,0.32999997,0.32999997,0.32999997
580,7.53,0.11,5,0.21393625,0.31636102,0.32962634,0.32999808,0.33000429
581,3.53,0.29,20,0.32992343,0.32999992,0.32999995,0.32999996,0.32999996
582,4.31,0.45,15,0.32955383,0.32999939,0.32999979,0.32999981,0.32999983
583,8.61,0.2,19,0.32863146,0.3299978,0.32999972,0.32999975,0.32999977
584,4.11,0.17,20,0.32988495,0.32999988,0.32999994,0.32999994,0.32999995
585,3.81,0.28,18,0.32985526,0.32999984,0.32999991,0.32999992,0.32999993
586,7.53,0.37,18,0.32886934,0.32999826,0.32999973,0.32999975,0.32999977
587,9.69,0.13,14,0.32166205,0.32996033,0.32999899,0.32999914,0.3299992
588,5.66,0.48,11,0.32591125,0.32998616,0.32999916,0.32999925,0.32999931
589,6.31,0.43,15,0.32853275,0.32999727,0.32999961,0.32999964,0.32999968
590,8.05,0.4,5,0.20736059,0.31082213,0.32937675,0.32999219,0.33000431
591,7.6,0.46,20,0.329282,0.3299991,0.32999981,0.32999983,0.32999985
592,3.14,0.15,12,0.32955233,0.32999931,0.32999975,0.32999978,0.3299998
593,5.02,0.39,10,0.32583668,0.32998534,0.32999913,0.32999922,0.32999929
594,3.98,0.22,17,0.32979177,0.32999975,0.32999989,0.3299999,0.32999991
595,6.92,0.16,16,0.32852208,0.32999733,0.32999963,0.32999967,0.3299997
596,7.28,0.12,6,0.24920743,0.32629133,0.32994722,0.32999962,0.33000004
597,6.47,0.43,5,0.23491709,0.32380988,0.32988308,0.33000263,0.33000393
598,6.98,0.25,18,0.32911272,0.32999874,0.32999976,0.32999978,0.3299998
599,5.28,0.17,8,0.31764273,0.32990962,0.3299985,0.32999889,0.32999897
600,5.15,0.47,5,0.27144168,0.32819532,0.32998227,0.33000319,0.33000318
601,3.94,0.42,12,0.32910918,0.32999843,0.32999963,0.32999967,0.3299997
602,4.21,0.25,7,0.31985299,0.32993222,0.32999904,0.32999931,0.32999937
603,3.18,0.13,13,0.32966624,0.32999952,0.3299998,0.32999982,0.32999984
604,2.87,0.33,20,0.32995408,0.32999995,0.32999997,0.32999997,0.32999997
605,9.91,0.44,9,0.2768326,0.32871949,0.32998685,0.32999769,0.32999785
606,5.69,0.22,13,0.32800651,0.32999552,0.32999947,0.32999952,0.32999956
607,6.22,0.48,12,0.32619491,0.32998797,0.32999923,0.3299993,0.32999936
608,9.59,0.44,16,0.32562419,0.3299866,0.32999938,0.32999945,0.32999949
609,5.07,0.33,5,0.27373472,0.32834584,0.32998467,0.33000316,0.33000312
610,4.43,0.25,20,0.32985774,0.32999985,0.32999993,0.32999993,0.32999994
611,6.27,0.47,7,0.29527545,0.32941927,0.32999491,0.32999881,0.32999889
612,1.32,0.43,14,0.3299715,0.32999996,0.32999997,0.32999997,0.32999997
613,7.4,0.2,5,0.21596462,0.3174842,0.32966965,0.32999897,0.33000426
614,1.11,0.36,15,0.3299846,0.32999998,0.32999998,0.32999998,0.32999999
615,9.81,0.3,10,0.29448552,0.32944319,0.32999457,0.32999804,0.32999816
616,2.3,0.21,15,0.32992067,0.32999989,0.32999993,0.32999994,0.32999995
617,1.16,0.42,20,0.32999312,0.32999999,0.32999999,0.32999999,0.33
618,2.08,0.19,17,0.32996143,0.32999995,0.32999996,0.32999997,0.32999997
619,7.29,0.17,6,0.24897919,0.32626289,0.32994664,0.32999962,0.33000004
620,9.28,0.2,5,0.19907248,0.29186692,0.32817029,0.32995453,0.33000342
621,9.56,0.19,12,0.31432914,0.32987938,0.32999822,0.32999871,0.32999879
622,3.51,0.17,12,0.32937945,0.329999,0.3299997,0.32999973,0.32999976
623,9.29,0.17,17,0.32703149,0.3299928,0.32999953,0.32999957,0.32999961
624,7.57,0.19,13,0.32490479,0.32998163,0.32999916,0.32999925,0.32999931
625,7.22,0.11,8,0.29733199,0.32949973,0.32999519,0.32999831,0.32999842
626,8.35,0.19,7,0.25617806,0.32715215,0.32996388,0.32999816,0.32999846
627,5.09,0.5,18,0.32966844,0.32999961,0.32999986,0.32999987,0.32999989
628,3.8,0.27,20,0.32990652,0.3299999,0.32999994,0.32999995,0.32999996
629,6.57,0.44,19,0.32942936,0.3299993,0.32999982,0.32999984,0.32999985
630,9.47,0.46,5,0.19841298,0.2881865,0.32786553,0.32994343,0.33000305
631,7.35,0.48,8,0.29554039,0.32944607,0.3299947,0.32999827,0.32999838
632,8.98,0.28,19,0.32842295,0.32999731,0.3299997,0.32999973,0.32999975
633,6.73,0.11,7,0.28745676,0.32914161,0.3299921,0.32999869,0.32999879
634,5.13,0.4,5,0.27201645,0.32823395,0.3299829,0.33000318,0.33000316
635,7.86,0.13,11,0.31798653,0.32992137,0.32999845,0.32999878,0.32999886
636,2.51,0.43,10,0.32951159,0.3299992,0.32999973,0.32999976,0.32999978
637,4.91,0.25,8,0.32018377,0.32993816,0.32999874,0.329999,0.32999908
638,5.52,0.47,5,0.26083075,0.32738387,0.3299682,0.33000328,0.33000341
639,6.37,0.18,5,0.23740728,0.32431259,0.32989702,0.3300028,0.33000389
640,3.36,0.35,10,0.3288211,0.32999759,0.32999955,0.3299996,0.32999964
641,3.32,0.23,13,0.32962032,0.32999945,0.32999979,0.32999981,0.32999983
642,9.78,0.38,16,0.32532026,0.3299851,0.32999936,0.32999943,0.32999947
643,7.52,0.36,15,0.32739602,0.32999377,0.32999948,0.32999953,0.32999957
644,5.67,0.14,15,0.32896067,0.32999829,0.32999967,0.3299997,0.32999973
645,2.94,0.33,19,0.32994061,0.32999993,0.32999996,0.32999996,0.32999997
646,2.69,0.13,5,0.32126444,0.32994125,0.33000135,0.33000145,0.33000133
647,6.25,0.15,20,0.32961121,0.32999957,0.32999987,0.32999988,0.32999989
648,1,0.12,16,0.32998988,0.32999999,0.32999999,0.32999999,0.32999999
649,1.19,0.16,10,0.32992885,0.32999989,0.32999993,0.32999994,0.32999994
650,8,0.45,14,0.32561626,0.32998587,0.32999927,0.32999935,0.3299994
651,4.49,0.26,15,0.32949367,0.32999929,0.32999978,0.3299998,0.32999982
652,7.91,0.48,13,0.32409091,0.3299767,0.32999909,0.3299992,0.32999926
653,8.88,0.45,13,0.32131824,0.32995651,0.32999888,0.32999905,0.32999912
654,9.26,0.3,14,0.32283628,0.32996905,0.32999907,0.32999919,0.32999925
655,7.97,0.45,14,0.32565927,0.32998604,0.32999928,0.32999935,0.32999941
656,2.81,0.19,13,0.32976352,0.32999966,0.32999984,0.32999986,0.32999987
657,2.74,0.48,7,0.32735861,0.3299918,0.3299996,0.32999965,0.32999969
658,9.79,0.21,6,0.20848887,0.3120082,0.32947417,0.32999229,0.32999994
659,5.63,0.34,5,0.25764361,0.327082,0.32996228,0.33000329,0.33000348
660,5.26,0.45,18,0.32963329,0.32999957,0.32999985,0.32999987,0.32999988
661,6.54,0.23,14,0.32775214,0.32999483,0.32999947,0.32999953,0.32999957
662,3.94,0.13,15,0.3296569,0.32999955,0.32999982,0.32999984,0.32999986
663,2.97,0.23,18,0.32992477,0.32999991,0.32999994,0.32999995,0.32999996
664,5.34,0.27,14,0.32882876,0.32999792,0.32999962,0.32999966,0.32999969
665,6.32,0.3,13,0.32718907,0.32999259,0.32999937,0.32999943,0.32999948
