index,L,R,P_high,t1,t2,t3,t4,t5
0,8.32,0.16,6,0.22784015,0.32235083,0.32985136,0.32999848,0.33000002
1,9.28,0.33,10,0.29995195,0.32959399,0.32999587,0.32999816,0.32999827
2,3.93,0.13,16,0.32974101,0.32999968,0.32999986,0.32999988,0.32999989
3,6.3,0.3,14,0.32800639,0.32999565,0.32999951,0.32999955,0.32999959
4,8.97,0.42,13,0.32101876,0.32995399,0.32999887,0.32999904,0.32999911
5,7.51,0.27,7,0.27283938,0.32842708,0.32998347,0.32999847,0.32999862
6,3.53,0.45,11,0.32908879,0.32999833,0.32999961,0.32999965,0.32999969
7,6.73,0.45,20,0.32951119,0.32999944,0.32999985,0.32999986,0.32999988
8,4.18,0.35,19,0.32985081,0.32999984,0.32999992,0.32999993,0.32999994
9,7.98,0.19,16,0.32763515,0.32999474,0.32999954,0.32999958,0.32999962
10,8.53,0.38,13,0.32241776,0.32996524,0.32999897,0.32999911,0.32999918
11,1.22,0.49,13,0.32996947,0.32999995,0.32999996,0.32999997,0.32999997
12,1.51,0.18,17,0.32998109,0.32999997,0.32999998,0.32999998,0.32999998
13,8.4,0.16,11,0.31508754,0.32988635,0.32999819,0.32999866,0.32999875
14,2.82,0.21,8,0.32828782,0.32999574,0.32999953,0.32999958,0.32999962
15,5.3,0.13,17,0.32951716,0.32999938,0.32999981,0.32999983,0.32999985
16,7.39,0.12,20,0.32934238,0.3299992,0.32999982,0.32999984,0.32999985
17,7.93,0.37,19,0.32895426,0.32999847,0.32999976,0.32999978,0.3299998
18,4.69,0.19,15,0.32942502,0.32999918,0.32999976,0.32999978,0.32999981
19,2.94,0.26,14,0.32980054,0.32999973,0.32999986,0.32999988,0.32999989
20,8.14,0.12,18,0.32853863,0.32999752,0.32999969,0.32999972,0.32999974
21,1.72,0.46,7,0.32932886,0.32999883,0.32999982,0.32999984,0.32999986
22,7.56,0.47,14,0.32636903,0.32998944,0.32999934,0.3299994,0.32999945
23,2.94,0.32,17,0.32990837,0.32999989,0.32999993,0.32999994,0.32999995
24,2.58,0.32,19,0.32995737,0.32999995,0.32999997,0.32999997,0.32999997
25,7.96,0.17,13,0.32396396,0.32997589,0.32999908,0.32999919,0.32999926
26,6.49,0.15,17,0.32908812,0.32999865,0.32999973,0.32999976,0.32999978
27,8.42,0.3,7,0.2547972,0.32701485,0.3299615,0.32999813,0.32999845
28,7.4,0.33,12,0.32324238,0.32997031,0.32999896,0.3299991,0.32999917
29,6.85,0.46,16,0.32857107,0.32999745,0.32999964,0.32999967,0.3299997
30,2.39,0.36,13,0.32984669,0.32999978,0.32999988,0.32999989,0.3299999
31,3.66,0.25,18,0.32987077,0.32999985,0.32999992,0.32999993,0.32999994
32,8.85,0.45,5,0.2010795,0.29941886,0.32871578,0.32997295,0.33000395
33,9.12,0.14,17,0.32721287,0.32999346,0.32999954,0.32999958,0.32999962
34,1.62,0.35,14,0.32995638,0.32999994,0.32999995,0.32999996,0.32999996
35,9.3,0.33,18,0.32771827,0.32999528,0.32999962,0.32999965,0.32999968
36,9.31,0.3,6,0.21335072,0.31612387,0.329644,0.32999533,0.32999998
37,5.08,0.43,11,0.32712566,0.32999188,0.32999929,0.32999936,0.32999942
38,3.1,0.42,11,0.32938274,0.32999897,0.32999969,0.32999972,0.32999975
39,1.33,0.18,16,0.32998151,0.32999997,0.32999998,0.32999998,0.32999998
40,7.75,0.47,7,0.26808318,0.3281197,0.32997915,0.32999839,0.32999857
41,6.15,0.23,18,0.32940784,0.32999925,0.3299998,0.32999982,0.32999984
42,9.46,0.36,18,0.32758151,0.32999484,0.32999961,0.32999964,0.32999967
43,2.55,0.49,14,0.32986637,0.32999982,0.3299999,0.32999991,0.32999992
44,8.68,0.18,17,0.32763902,0.3299949,0.32999957,0.32999962,0.32999965
45,2.6,0.25,11,0.32962999,0.32999942,0.32999977,0.3299998,0.32999982
46,6.88,0.21,6,0.25847282,0.32727211,0.3299657,0.3299998,0.33000004
47,4.83,0.35,7,0.314324,0.32985926,0.32999853,0.32999916,0.32999923
48,8.08,0.4,7,0.26154837,0.3276349,0.32997188,0.32999827,0.32999851
49,9.3,0.46,6,0.21346587,0.31620247,0.32964702,0.32999539,0.32999998
50,6.48,0.49,10,0.32039864,0.32994427,0.32999862,0.32999886,0.32999894
51,6.82,0.47,11,0.32245534,0.32996356,0.32999884,0.329999,0.32999908
52,4.43,0.33,9,0.32563598,0.3299836,0.32999913,0.32999923,0.3299993
53,7.74,0.21,18,0.32876129,0.32999802,0.32999971,0.32999974,0.32999976
54,4.46,0.24,17,0.32971116,0.32999965,0.32999986,0.32999987,0.32999989
55,1.78,0.47,7,0.32925604,0.32999864,0.32999981,0.32999983,0.32999985
56,7.08,0.22,8,0.29920697,0.3295526,0.32999567,0.32999835,0.32999846
57,7.34,0.18,13,0.32539328,0.32998429,0.3299992,0.32999929,0.32999934
58,2.5,0.34,17,0.3299402,0.32999992,0.32999995,0.32999996,0.32999996
59,1.8,0.32,13,0.32992556,0.32999989,0.32999993,0.32999994,0.32999994
60,7.01,0.28,12,0.32436506,0.32997787,0.32999905,0.32999917,0.32999923
61,8.41,0.17,6,0.22626572,0.32188919,0.32983804,0.32999831,0.33000001
62,2.77,0.19,11,0.32955297,0.32999929,0.32999974,0.32999977,0.32999979
63,8.86,0.49,6,0.21916354,0.31930059,0.3297575,0.32999716,0.33
64,8.72,0.34,20,0.32887547,0.32999837,0.32999977,0.32999979,0.32999981
65,2.75,0.17,16,0.32990288,0.32999988,0.32999993,0.32999993,0.32999994
66,5.88,0.13,10,0.32300825,0.32996676,0.32999885,0.32999901,0.32999909
67,4.39,0.17,7,0.31838092,0.32991484,0.32999892,0.32999927,0.32999933
68,7.3,0.15,15,0.32763565,0.3299946,0.3299995,0.32999955,0.32999959
69,7.53,0.4,10,0.31443342,0.32987474,0.32999806,0.3299986,0.32999869
70,5.04,0.17,11,0.32719969,0.32999219,0.3299993,0.32999937,0.32999943
71,3.44,0.19,9,0.32803449,0.32999496,0.32999943,0.32999949,0.32999954
72,7.96,0.12,14,0.32567767,0.32998613,0.32999928,0.32999936,0.32999941
73,1.13,0.45,13,0.32997441,0.32999996,0.32999997,0.32999997,0.32999998
74,5.19,0.11,16,0.32940901,0.32999918,0.32999977,0.3299998,0.32999982
75,2.72,0.36,17,0.32992553,0.32999991,0.32999994,0.32999995,0.32999995
76,5.6,0.12,10,0.32405331,0.32997441,0.32999895,0.32999908,0.32999915
77,8.21,0.2,10,0.30947222,0.32979668,0.32999747,0.32999843,0.32999853
78,2.9,0.31,17,0.32991168,0.32999989,0.32999993,0.32999994,0.32999995
79,7.49,0.27,10,0.31465962,0.32987739,0.32999807,0.3299986,0.3299987
80,1.68,0.23,13,0.32993763,0.32999991,0.32999994,0.32999994,0.32999995
81,5.71,0.39,14,0.32855148,0.32999723,0.32999958,0.32999962,0.32999965
82,9.97,0.25,12,0.3120226,0.32984642,0.32999799,0.32999864,0.32999872
83,5.72,0.46,16,0.32919929,0.32999882,0.32999973,0.32999976,0.32999978
84,7.9,0.41,7,0.26509053,0.32790391,0.32997595,0.32999834,0.32999854
85,4.57,0.18,8,0.32223732,0.32995806,0.32999892,0.3299991,0.32999917
86,2.69,0.36,10,0.32939773,0.32999896,0.32999969,0.32999973,0.32999975
87,1.1,0.29,14,0.32998113,0.32999997,0.32999998,0.32999998,0.32999998
88,2.19,0.24,16,0.32994521,0.32999993,0.32999995,0.32999996,0.32999996
89,8.07,0.29,5,0.20715258,0.31057816,0.32936456,0.32999189,0.33000431
90,9.9,0.17,15,0.32343803,0.32997378,0.32999918,0.32999928,0.32999934
91,9.26,0.2,16,0.32610991,0.32998884,0.32999941,0.32999948,0.32999952
92,6.14,0.39,6,0.27586867,0.32854549,0.32998578,0.32999997,0.33000004
93,5.31,0.43,11,0.32667229,0.32998987,0.32999924,0.32999932,0.32999938
94,6.05,0.5,17,0.32927338,0.32999899,0.32999977,0.32999979,0.32999981
95,4.38,0.43,14,0.32936762,0.32999905,0.32999973,0.32999976,0.32999978
96,2.17,0.16,19,0.32997139,0.32999996,0.32999998,0.32999998,0.32999998
97,3.84,0.15,11,0.32881024,0.32999764,0.32999955,0.3299996,0.32999964
98,8.13,0.4,12,0.32079123,0.32995092,0.32999877,0.32999896,0.32999904
99,8.7,0.48,12,0.31848245,0.32992866,0.32999858,0.32999886,0.32999894
100,8.44,0.46,6,0.22575233,0.32173062,0.32983336,0.32999824,0.33000002
101,1.37,0.3,7,0.32962609,0.32999944,0.32999988,0.32999989,0.3299999
102,8.77,0.22,7,0.248045,0.32626746,0.32994789,0.32999794,0.32999838
103,7.81,0.3,14,0.3259471,0.32998747,0.3299993,0.32999937,0.32999942
104,8.51,0.14,18,0.3283075,0.32999695,0.32999967,0.3299997,0.32999972
105,2.74,0.12,10,0.3293629,0.32999889,0.32999968,0.32999972,0.32999974
106,5,0.38,11,0.32727232,0.32999249,0.32999931,0.32999938,0.32999944
107,3.13,0.16,13,0.32968159,0.32999955,0.32999981,0.32999983,0.32999985
108,6.72,0.34,5,0.22906252,0.32246402,0.32984431,0.33000212,0.33000404
109,5.06,0.25,14,0.32901586,0.32999835,0.32999966,0.32999969,0.32999972
110,9.24,0.24,5,0.19922663,0.29261861,0.32822955,0.32995664,0.33000349
111,2.23,0.17,20,0.32997458,0.32999997,0.32999998,0.32999998,0.32999998
112,3.29,0.31,13,0.32963053,0.32999947,0.32999979,0.32999981,0.32999983
113,3.3,0.27,10,0.32888643,0.32999776,0.32999956,0.32999961,0.32999965
114,3.67,0.47,17,0.3298353,0.32999981,0.3299999,0.32999991,0.32999992
115,8.99,0.43,5,0.20034814,0.29704171,0.32855157,0.32996756,0.33000381
116,7.9,0.42,12,0.32161221,0.32995784,0.32999883,0.32999901,0.32999908
117,8.51,0.31,15,0.32606388,0.32998835,0.32999936,0.32999943,0.32999947
118,7.46,0.13,16,0.3281085,0.3299962,0.32999959,0.32999963,0.32999966
119,1.61,0.22,8,0.32966373,0.32999948,0.32999982,0.32999984,0.32999986
120,5.59,0.4,10,0.32408847,0.32997466,0.32999895,0.32999908,0.32999916
121,8.91,0.17,13,0.32121918,0.32995569,0.32999888,0.32999905,0.32999912
122,7.37,0.41,15,0.32755862,0.32999432,0.32999949,0.32999954,0.32999958
123,8.39,0.2,17,0.32789026,0.32999567,0.3299996,0.32999964,0.32999967
124,1.12,0.32,9,0.32991198,0.32999986,0.32999992,0.32999993,0.32999994
125,8.08,0.17,10,0.31049499,0.32981441,0.32999761,0.32999846,0.32999856
126,9.92,0.46,7,0.22825891,0.32265656,0.32986548,0.32999689,0.3299982
127,1.99,0.21,20,0.32997982,0.32999998,0.32999998,0.32999998,0.32999999
128,9.08,0.34,9,0.28830623,0.32922244,0.32999243,0.32999792,0.32999805
129,5.6,0.36,5,0.25851099,0.32716696,0.32996399,0.33000328,0.33000346
130,5.01,0.38,9,0.32355643,0.32997,0.32999892,0.32999907,0.32999914
131,6.41,0.32,7,0.29294496,0.32934179,0.32999415,0.32999877,0.32999886
132,6.16,0.11,8,0.30990444,0.32979249,0.32999762,0.32999863,0.32999872
133,3.25,0.23,8,0.3273572,0.32999204,0.32999941,0.32999947,0.32999952
134,9.11,0.46,6,0.21577094,0.31763397,0.3297005,0.32999628,0.32999999
135,7.58,0.1,5,0.21320496,0.31588051,0.32960632,0.32999765,0.33000429
136,3.46,0.34,15,0.32976356,0.32999969,0.32999986,0.32999987,0.32999989
137,5.28,0.38,5,0.26768693,0.32792721,0.32997778,0.33000323,0.33000326
138,4.38,0.16,14,0.32936762,0.32999905,0.32999973,0.32999976,0.32999978
139,4.75,0.22,11,0.3276789,0.32999406,0.32999936,0.32999943,0.32999948
140,4.56,0.49,5,0.28759315,0.32906751,0.32999456,0.33000289,0.33000277
141,2.61,0.23,7,0.32773793,0.32999353,0.32999963,0.32999968,0.32999971
142,7.29,0.45,13,0.32549814,0.32998484,0.32999921,0.32999929,0.32999935
143,7.33,0.15,16,0.32821659,0.32999651,0.3299996,0.32999964,0.32999967
144,9.13,0.22,13,0.32048899,0.32994949,0.32999883,0.32999902,0.32999909
145,6.6,0.24,10,0.31983823,0.32993901,0.32999857,0.32999883,0.32999892
146,5.12,0.31,11,0.32705023,0.32999156,0.32999928,0.32999936,0.32999941
147,6.14,0.42,14,0.3281694,0.32999615,0.32999952,0.32999957,0.32999961
148,3.75,0.44,5,0.30587536,0.32966926,0.33000035,0.33000231,0.33000216
149,2.74,0.41,9,0.32902449,0.32999807,0.32999961,0.32999965,0.32999969
150,3.28,0.17,16,0.32984457,0.3299998,0.3299999,0.32999991,0.32999992
151,4.88,0.33,11,0.32746361,0.32999322,0.32999934,0.3299994,0.32999946
152,10,0.42,14,0.32074137,0.32995285,0.32999893,0.3299991,0.32999917
153,7.94,0.26,10,0.3115191,0.32983072,0.32999773,0.32999849,0.32999859
154,9.97,0.37,6,0.2069948,0.31023722,0.3293925,0.32999069,0.32999991
155,5.05,0.24,15,0.3292791,0.32999893,0.32999973,0.32999975,0.32999978
156,6.21,0.14,17,0.32920964,0.32999888,0.32999975,0.32999978,0.3299998
157,4.12,0.39,18,0.32982065,0.3299998,0.3299999,0.32999991,0.32999992
158,4.96,0.39,18,0.32969146,0.32999964,0.32999986,0.32999988,0.32999989
159,5.91,0.26,16,0.32911032,0.32999864,0.32999972,0.32999974,0.32999977
160,4.6,0.22,12,0.32856675,0.32999708,0.32999953,0.32999957,0.32999961
161,5.61,0.42,15,0.32899589,0.32999836,0.32999967,0.32999971,0.32999973
162,5.67,0.31,5,0.25648987,0.32696553,0.32995994,0.33000328,0.33000351
163,6.77,0.13,9,0.312966,0.32984912,0.32999788,0.32999856,0.32999866
164,3.27,0.16,5,0.31405224,0.32983854,0.33000126,0.33000192,0.33000178
165,7.06,0.18,8,0.29947011,0.32955976,0.32999573,0.32999836,0.32999846
166,6.42,0.43,9,0.31560199,0.32988675,0.32999817,0.32999866,0.32999876
167,9.41,0.34,20,0.32855032,0.32999767,0.32999973,0.32999976,0.32999978
168,1.9,0.39,16,0.32996015,0.32999995,0.32999996,0.32999997,0.32999997
169,2.7,0.33,13,0.32978921,0.3299997,0.32999985,0.32999987,0.32999988
170,7.11,0.13,15,0.3278358,0.32999525,0.32999952,0.32999957,0.32999961
171,7.58,0.29,6,0.24254541,0.3253911,0.32992833,0.32999943,0.33000003
172,4.24,0.21,8,0.32387621,0.3299712,0.32999906,0.3299992,0.32999926
173,6.88,0.46,13,0.32628082,0.32998871,0.32999928,0.32999935,0.32999941
174,8.37,0.22,17,0.32790724,0.32999573,0.3299996,0.32999964,0.32999967
175,2.29,0.24,12,0.32981377,0.32999972,0.32999986,0.32999987,0.32999989
176,6.35,0.33,18,0.32934403,0.32999914,0.32999979,0.32999981,0.32999983
177,8.23,0.16,9,0.29876343,0.32955273,0.32999552,0.32999815,0.32999827
178,9.53,0.32,18,0.32752507,0.32999468,0.3299996,0.32999964,0.32999967
179,6.95,0.42,16,0.32850073,0.32999727,0.32999963,0.32999967,0.3299997
180,6.63,0.49,13,0.32671514,0.32999066,0.32999932,0.32999939,0.32999944
181,7.22,0.14,5,0.21900399,0.31901106,0.32972824,0.33000014,0.33000422
182,9.56,0.23,13,0.31892273,0.32993484,0.32999871,0.32999896,0.32999903
183,7.94,0.31,8,0.28691939,0.3291458,0.32999172,0.3299981,0.32999823
184,4.35,0.3,20,0.32986495,0.32999986,0.32999993,0.32999994,0.32999994
185,2.88,0.32,9,0.32885999,0.32999762,0.32999958,0.32999962,0.32999966
186,2.16,0.2,11,0.32977815,0.32999966,0.32999983,0.32999985,0.32999987
187,7.77,0.39,5,0.21062953,0.31394065,0.32952171,0.32999572,0.33000432
188,8.03,0.46,11,0.31713955,0.32991196,0.32999839,0.32999874,0.32999883
189,5.46,0.18,17,0.32946993,0.32999932,0.3299998,0.32999982,0.32999984
190,4.59,0.39,7,0.31668821,0.3298938,0.32999877,0.32999922,0.32999928
191,7.26,0.18,15,0.32767887,0.32999475,0.3299995,0.32999955,0.32999959
192,2.68,0.29,18,0.32994247,0.32999993,0.32999995,0.32999996,0.32999996
193,7.61,0.43,12,0.32260029,0.32996569,0.32999891,0.32999906,0.32999913
194,6.49,0.48,18,0.32929637,0.32999907,0.32999979,0.32999981,0.32999982
195,8.71,0.14,10,0.30528709,0.32971652,0.32999686,0.3299983,0.32999841
196,6.93,0.26,12,0.32455822,0.32997899,0.32999907,0.32999918,0.32999924
197,7.26,0.18,17,0.32869254,0.32999781,0.32999968,0.32999971,0.32999974
198,3.28,0.21,16,0.32984457,0.3299998,0.3299999,0.32999991,0.32999992
199,5.54,0.21,16,0.32927728,0.32999896,0.32999975,0.32999977,0.32999979
200,8.77,0.14,8,0.27358605,0.32851138,0.32998431,0.32999784,0.32999802
201,5.38,0.16,19,0.32968988,0.32999966,0.32999987,0.32999989,0.3299999
202,4.65,0.22,13,0.32895331,0.32999815,0.32999962,0.32999966,0.32999969
203,7.89,0.19,7,0.26529026,0.3279189,0.32997617,0.32999834,0.32999855
204,6.73,0.34,16,0.32865222,0.32999765,0.32999965,0.32999968,0.32999971
205,3.04,0.42,8,0.32786783,0.32999422,0.32999948,0.32999953,0.32999957
206,9.94,0.22,18,0.327141,0.32999337,0.32999957,0.32999961,0.32999964
207,1.81,0.47,7,0.32921756,0.32999854,0.32999981,0.32999983,0.32999985
208,8.27,0.1,8,0.28177472,0.32892939,0.32998936,0.329998,0.32999814
209,2.46,0.35,17,0.32994132,0.32999992,0.32999995,0.32999996,0.32999996
210,7.6,0.11,14,0.32630377,0.32998913,0.32999933,0.3299994,0.32999945
211,1.11,0.47,20,0.32999367,0.32999999,0.32999999,0.32999999,0.33
212,1.76,0.17,15,0.32995828,0.32999994,0.32999996,0.32999996,0.32999997
213,8.93,0.46,18,0.32800789,0.32999613,0.32999964,0.32999967,0.3299997
214,5.91,0.22,8,0.31231712,0.32983339,0.32999792,0.3299987,0.32999879
215,7.01,0.13,6,0.25547015,0.32699657,0.32996094,0.32999976,0.33000004
216,3.16,0.14,9,0.32850206,0.32999658,0.3299995,0.32999955,0.3299996
217,5.22,0.33,16,0.32939817,0.32999917,0.32999977,0.32999979,0.32999981
218,1.51,0.49,12,0.32993639,0.3299999,0.32999993,0.32999994,0.32999995
219,5.47,0.25,11,0.32632799,0.32998822,0.3299992,0.32999928,0.32999935
220,3.08,0.43,9,0.32861918,0.32999695,0.32999953,0.32999957,0.32999962
221,3.02,0.28,18,0.32992262,0.32999991,0.32999994,0.32999995,0.32999996
222,4.7,0.14,5,0.28387661,0.32889632,0.32999242,0.33000297,0.33000287
223,9.58,0.25,6,0.2104477,0.31392772,0.3295573,0.32999383,0.32999996
224,1.31,0.3,13,0.32996388,0.32999994,0.32999996,0.32999996,0.32999997
225,6.05,0.2,17,0.32927337,0.32999899,0.32999976,0.32999979,0.32999981
226,2.78,0.26,15,0.32987089,0.32999983,0.3299999,0.32999991,0.32999992
227,6.6,0.39,20,0.32954049,0.32999948,0.32999985,0.32999987,0.32999988
228,7.23,0.22,19,0.32922568,0.32999898,0.32999979,0.32999981,0.32999983
229,2.93,0.46,20,0.3299516,0.32999995,0.32999997,0.32999997,0.32999997
230,4.04,0.46,9,0.32677397,0.3299897,0.32999925,0.32999933,0.32999939
231,8.29,0.31,7,0.25736622,0.32726574,0.32996581,0.32999818,0.32999847
232,2.65,0.12,19,0.32995441,0.32999995,0.32999996,0.32999997,0.32999997
233,2.55,0.44,5,0.32263387,0.32995597,0.3300013,0.33000134,0.33000123
234,6.04,0.41,10,0.32239326,0.32996207,0.3299988,0.32999897,0.32999905
235,3.47,0.25,13,0.32956607,0.32999936,0.32999977,0.32999979,0.32999981
236,8.56,0.19,18,0.3282737,0.32999685,0.32999966,0.32999969,0.32999972
237,7.84,0.36,13,0.32426548,0.3299778,0.32999911,0.32999921,0.32999927
238,9.56,0.22,7,0.23393825,0.32401369,0.32989963,0.32999733,0.32999825
239,6.43,0.2,12,0.325748,0.32998571,0.32999918,0.32999927,0.32999933
240,6.88,0.47,14,0.32733704,0.32999337,0.32999943,0.32999949,0.32999953
241,7.94,0.47,9,0.30196036,0.32963314,0.32999619,0.32999823,0.32999835
242,5.54,0.13,5,0.26025005,0.32733094,0.32996717,0.33000328,0.33000343
243,2.36,0.15,5,0.32408665,0.32996859,0.3300012,0.33000119,0.33000109
244,3.89,0.41,17,0.32980519,0.32999977,0.32999989,0.3299999,0.32999991
245,2.84,0.47,13,0.32975612,0.32999966,0.32999984,0.32999985,0.32999987
246,3.28,0.28,13,0.32963389,0.32999947,0.32999979,0.32999981,0.32999983
247,1.3,0.24,8,0.32980095,0.3299997,0.32999988,0.32999989,0.3299999
248,2.44,0.19,10,0.32953851,0.32999924,0.32999974,0.32999977,0.32999979
249,9.66,0.44,13,0.31853046,0.32993086,0.32999868,0.32999894,0.32999901
250,8.69,0.22,9,0.29328132,0.3293926,0.32999407,0.32999803,0.32999815
251,7.75,0.22,7,0.26808318,0.3281197,0.32997915,0.32999839,0.32999857
252,6.63,0.12,11,0.32313399,0.32996875,0.3299989,0.32999904,0.32999912
253,7.68,0.24,17,0.32842843,0.32999717,0.32999965,0.32999968,0.32999971
254,6.06,0.23,9,0.31807075,0.3299179,0.32999842,0.32999877,0.32999886
255,3.82,0.11,7,0.322523,0.32995864,0.32999924,0.32999941,0.32999946
256,2.45,0.49,12,0.32977433,0.32999967,0.32999984,0.32999986,0.32999987
257,1.65,0.31,19,0.32998416,0.32999998,0.32999999,0.32999999,0.32999999
258,9.87,0.17,5,0.19734378,0.27997477,0.32710369,0.32991393,0.33000197
259,8.7,0.35,6,0.22153745,0.32030039,0.3297903,0.32999764,0.33000001
260,3.72,0.41,5,0.30646106,0.32968366,0.33000046,0.33000228,0.33000213
261,4.92,0.48,11,0.32739456,0.32999294,0.32999933,0.3299994,0.32999945
262,7.83,0.38,19,0.32899729,0.32999856,0.32999976,0.32999978,0.3299998
263,1.03,0.12,13,0.32997922,0.32999997,0.32999997,0.32999998,0.32999998
264,9.96,0.21,9,0.27611062,0.32868182,0.3299864,0.32999767,0.32999784
265,3.8,0.42,7,0.32264949,0.32995979,0.32999925,0.32999941,0.32999946
266,7.79,0.19,10,0.31262188,0.32984813,0.32999786,0.32999853,0.32999863
267,7.47,0.5,7,0.27355627,0.32846186,0.32998386,0.32999848,0.32999863
268,6.23,0.36,17,0.3292014,0.32999886,0.32999975,0.32999978,0.3299998
269,2.73,0.15,15,0.3298772,0.32999984,0.32999991,0.32999992,0.32999993
270,4.44,0.48,5,0.29048829,0.32917826,0.32999575,0.33000281,0.33000268
271,8.76,0.37,20,0.32885812,0.32999833,0.32999977,0.32999979,0.32999981
272,8.53,0.38,18,0.32829403,0.32999691,0.32999967,0.3299997,0.32999972
273,6.95,0.27,10,0.31795213,0.3299187,0.3299984,0.32999874,0.32999883
274,5.88,0.18,17,0.32933344,0.32999909,0.32999978,0.3299998,0.32999982
275,8.56,0.43,16,0.32701718,0.32999257,0.32999948,0.32999953,0.32999957
276,5.1,0.48,18,0.32966644,0.32999961,0.32999986,0.32999987,0.32999989
277,5.88,0.31,10,0.32300825,0.32996676,0.32999885,0.32999901,0.32999909
278,9.02,0.19,17,0.32731569,0.32999383,0.32999955,0.32999959,0.32999963
279,1.92,0.16,19,0.32997779,0.32999997,0.32999998,0.32999998,0.32999998
280,1.42,0.49,20,0.32998971,0.32999999,0.32999999,0.32999999,0.32999999
281,5.12,0.38,6,0.29737262,0.32946217,0.32999638,0.33000003,0.33000005
282,2.14,0.45,9,0.32952725,0.32999921,0.32999975,0.32999977,0.3299998
283,1.71,0.16,5,0.32775983,0.3299936,0.33000077,0.33000071,0.33000064
284,4.45,0.18,9,0.32557086,0.3299832,0.32999912,0.32999922,0.32999929
285,8.17,0.45,9,0.29945169,0.32957112,0.32999567,0.32999817,0.32999829
286,2.28,0.11,13,0.32986545,0.32999981,0.32999989,0.3299999,0.32999991
287,5.09,0.48,12,0.32802065,0.32999542,0.32999944,0.32999949,0.32999954
288,9.32,0.16,8,0.26427609,0.32790443,0.32997597,0.32999765,0.32999789
289,9.45,0.39,9,0.28329308,0.32902118,0.32999029,0.32999782,0.32999796
290,1.28,0.34,12,0.3299549,0.32999993,0.32999995,0.32999996,0.32999996
291,1.49,0.29,7,0.32952257,0.32999922,0.32999986,0.32999988,0.32999989
292,9.37,0.37,13,0.31962383,0.32994153,0.32999876,0.32999898,0.32999905
293,1.54,0.48,13,0.32994984,0.32999992,0.32999994,0.32999995,0.32999996
294,9.48,0.31,8,0.26153723,0.32769086,0.32997275,0.32999759,0.32999785
295,1.16,0.44,15,0.32998306,0.32999998,0.32999998,0.32999998,0.32999998
296,2.62,0.39,20,0.32996338,0.32999996,0.32999997,0.32999998,0.32999998
297,6.26,0.3,10,0.32143559,0.3299539,0.32999871,0.32999891,0.329999
298,3.96,0.19,11,0.32868717,0.32999731,0.32999953,0.32999958,0.32999962
299,4.18,0.39,18,0.32981297,0.32999978,0.3299999,0.32999991,0.32999992
300,7.93,0.39,14,0.32573256,0.32998641,0.32999928,0.32999936,0.32999941
301,4.68,0.23,18,0.32974106,0.32999971,0.32999988,0.32999989,0.3299999
302,8,0.23,11,0.3172973,0.3299138,0.32999839,0.32999875,0.32999883
303,7.3,0.29,7,0.27687128,0.32865033,0.32998633,0.32999853,0.32999867
304,6.35,0.37,15,0.32850182,0.32999718,0.3299996,0.32999964,0.32999967
305,6.57,0.31,6,0.26583672,0.32789351,0.32997622,0.32999989,0.33000004
306,4.39,0.41,16,0.32964266,0.32999955,0.32999983,0.32999985,0.32999986
307,7.69,0.35,5,0.21167528,0.3147797,0.32955905,0.32999659,0.33000431
308,3.69,0.4,9,0.32757099,0.32999321,0.32999936,0.32999943,0.32999948
309,9.98,0.27,6,0.20691655,0.31013537,0.32938766,0.32999059,0.32999992
310,7.7,0.32,12,0.32230276,0.32996341,0.32999889,0.32999904,0.32999911
311,2.48,0.15,12,0.32976631,0.32999966,0.32999983,0.32999985,0.32999987
312,3.86,0.47,13,0.32940678,0.32999908,0.32999972,0.32999975,0.32999978
313,5.84,0.46,18,0.32949489,0.32999937,0.32999982,0.32999984,0.32999985
314,4.16,0.2,18,0.32981554,0.32999979,0.3299999,0.32999991,0.32999992
315,9.62,0.1,9,0.28096556,0.3289209,0.32998921,0.32999777,0.32999792
316,7.84,0.23,16,0.32777222,0.32999519,0.32999955,0.32999959,0.32999963
317,5.54,0.22,13,0.32817459,0.32999605,0.32999949,0.32999954,0.32999958
318,5.1,0.48,8,0.31896115,0.32992533,0.32999863,0.32999894,0.32999902
319,8.07,0.47,11,0.31692721,0.32990945,0.32999836,0.32999873,0.32999882
320,9.34,0.47,10,0.29935227,0.32957857,0.32999574,0.32999815,0.32999826
321,1.54,0.47,19,0.32998634,0.32999998,0.32999999,0.32999999,0.32999999
322,3.71,0.15,5,0.30665446,0.32968834,0.33000049,0.33000227,0.33000213
323,4.21,0.36,6,0.31191115,0.32981181,0.32999915,0.33000004,0.33000004
324,2.04,0.32,8,0.32935363,0.32999885,0.32999973,0.32999976,0.32999979
325,1.21,0.35,7,0.32973738,0.32999965,0.3299999,0.32999992,0.32999992
326,9.81,0.37,11,0.30553908,0.32972806,0.32999703,0.32999837,0.32999847
327,2.8,0.24,7,0.32716897,0.32999088,0.32999959,0.32999964,0.32999967
328,9.66,0.25,15,0.32396469,0.32997711,0.32999922,0.32999931,0.32999936
329,5.37,0.44,20,0.32975335,0.32999975,0.3299999,0.32999991,0.32999992
330,8.29,0.2,8,0.28145235,0.32891447,0.32998919,0.329998,0.32999814
331,3.72,0.12,9,0.32750637,0.32999295,0.32999935,0.32999942,0.32999947
332,9.98,0.4,6,0.20691655,0.31013537,0.32938766,0.32999059,0.32999992
