,index,L,R,P_high,t1,t2,t3,t4,t5
927,797,9.38,0.14,17,0.20534803,0.22446373,0.24964903,0.27352855,0.29247093
928,344,9.35,0.38,14,0.20094402,0.20998183,0.22697423,0.24849708,0.26977612
929,129,8.88,0.29,11,0.1991578,0.20194549,0.20950394,0.22278925,0.24045839
930,987,2.1,0.44,7,0.22718618,0.25633128,0.28108301,0.29910715,0.3111596
931,353,3.18,0.22,20,0.28160276,0.30566771,0.31804545,0.32422568,0.32724854
932,348,2.38,0.15,13,0.2664867,0.29467189,0.31105245,0.32008549,0.32490845
933,976,4.07,0.19,8,0.20410075,0.21876422,0.2396918,0.26195249,0.28163063
934,381,5.6,0.31,8,0.19908762,0.20368083,0.2138749,0.22956069,0.24843717
935,968,4.88,0.49,13,0.22096117,0.25005839,0.27637306,0.29603462,0.30932344
936,193,5.97,0.23,18,0.2332332,0.2666589,0.29144045,0.3075504,0.31733516
937,143,2.31,0.28,17,0.28610627,0.30823405,0.31942184,0.32493599,0.32760499
938,933,7.97,0.46,5,0.19734255,0.19667734,0.19623719,0.19598523,0.19596496
939,126,3.52,0.38,18,0.26861118,0.29687124,0.31271595,0.32119054,0.32559021
940,174,1.67,0.31,17,0.29830024,0.31527358,0.32324063,0.32692721,0.32861427
941,191,1.48,0.39,14,0.29279891,0.31201515,0.32143719,0.32597082,0.3281222
942,993,2.3,0.46,15,0.27843576,0.30323525,0.3164648,0.32328183,0.32671411
943,289,1.72,0.43,9,0.25825614,0.28762612,0.30604665,0.31684229,0.32292302
944,937,7.93,0.22,13,0.20215509,0.21392097,0.23340849,0.25591328,0.27672323
945,127,4.75,0.27,16,0.23911237,0.2720467,0.29538624,0.31015324,0.31894801
946,981,1.79,0.4,7,0.23697211,0.26738923,0.29051552,0.30612123,0.31597692
947,175,9.12,0.38,18,0.20856409,0.23217585,0.25921633,0.28242167,0.29958121
948,969,1.22,0.25,5,0.23686225,0.26689398,0.28978056,0.30536123,0.31531589
949,979,1.46,0.16,12,0.2851567,0.3072628,0.31870564,0.32447354,0.32732799
950,117,5.87,0.27,16,0.22491911,0.2564075,0.28263542,0.30107859,0.31297137
951,134,6.72,0.41,16,0.21685898,0.24542684,0.2725585,0.29331811,0.30753993
952,983,6.23,0.31,14,0.21272049,0.23786253,0.26443492,0.28639469,0.30231879
953,187,1.52,0.2,11,0.27880148,0.30312652,0.31625091,0.32309228,0.32657829
954,188,3.39,0.45,9,0.21678133,0.24261512,0.26830621,0.28905003,0.30396642
955,103,1.9,0.38,11,0.26694055,0.29471357,0.31095031,0.31996176,0.32480618
956,389,4.29,0.21,6,0.1979027,0.20141118,0.2096651,0.22307613,0.24027133
957,827,2.37,0.38,12,0.26067854,0.29008626,0.30796377,0.31816735,0.3237768
958,144,1.83,0.15,16,0.2920938,0.31173082,0.32133458,0.32594013,0.32811693
959,997,2.08,0.39,17,0.29056304,0.31090367,0.32090945,0.32572878,0.32801443
960,259,8.51,0.35,10,0.19884148,0.20061809,0.20604568,0.21651405,0.23178905
961,393,2.29,0.19,19,0.29272586,0.31223752,0.3216661,0.32613686,0.32822694
962,971,8.23,0.49,11,0.19949155,0.2037739,0.21392677,0.22997611,0.24937374
963,33,1.12,0.48,18,0.31043987,0.32155107,0.32637032,0.32844794,0.32933901
964,907,7.51,0.49,15,0.20817461,0.22978115,0.25563286,0.27878754,0.29651769
965,977,4.11,0.12,13,0.23163232,0.26329488,0.28804206,0.30482719,0.31538994
966,351,6.33,0.42,10,0.20077104,0.20914854,0.22465774,0.24479491,0.26548186
967,959,2.58,0.16,19,0.28801116,0.30950486,0.32018132,0.32536242,0.32783465
968,385,7.18,0.27,16,0.21339261,0.2399343,0.26706993,0.28885217,0.30428437
969,197,8.86,0.46,20,0.21558184,0.24552132,0.27352282,0.29450119,0.30859612
970,181,6.77,0.17,14,0.20910862,0.2312011,0.25702964,0.27990271,0.29731348
971,998,2.91,0.42,16,0.27053425,0.29796898,0.3132983,0.32148544,0.32573425
972,995,1.04,0.17,17,0.31030167,0.32147212,0.32632806,0.3284263,0.32932826
973,375,6.08,0.41,17,0.22735132,0.25975563,0.28567284,0.30339141,0.31457308
974,189,8.16,0.4,6,0.19769551,0.19723691,0.1970305,0.19719667,0.19803615
975,947,7.59,0.19,10,0.19921397,0.2028312,0.21173696,0.22639404,0.24488399
976,927,5.62,0.45,17,0.23265565,0.26572153,0.29056838,0.30688478,0.31687656
977,990,3.55,0.23,17,0.26361308,0.29312049,0.31028696,0.31973326,0.32475789
978,345,9.82,0.42,17,0.20403955,0.2210994,0.24520355,0.26920842,0.28890724
979,945,2.24,0.21,9,0.24176275,0.27281674,0.29515731,0.30958873,0.31837216
980,171,5.64,0.12,5,0.19674064,0.19631119,0.19655077,0.19793071,0.20115909
981,349,8.07,0.16,9,0.19854832,0.19960018,0.20333147,0.21120567,0.22376689
982,178,6.56,0.37,9,0.19917167,0.203263,0.21281232,0.22800081,0.24670571
983,367,8.81,0.28,7,0.19804267,0.19772562,0.19774673,0.19841437,0.20028642
984,357,6.52,0.43,5,0.19697795,0.19638759,0.19614568,0.19639799,0.19749199
985,999,3.01,0.42,8,0.21578492,0.24089575,0.2663788,0.28732103,0.30259836
986,397,3.07,0.25,12,0.24436433,0.2760897,0.2980245,0.31173892,0.31985122
987,152,2.99,0.49,20,0.28444392,0.30740657,0.31902779,0.32475451,0.32752379
988,991,7.53,0.17,12,0.20144486,0.21144446,0.2290768,0.25066355,0.27161931
989,177,1.8,0.13,6,0.22573019,0.25426213,0.27897598,0.29730968,0.30977613
990,145,6.53,0.49,9,0.19919841,0.20338753,0.21309432,0.22844159,0.24723994
991,195,8.09,0.22,13,0.20180308,0.21280367,0.23159976,0.25384302,0.27479303
992,167,5.91,0.26,10,0.20182569,0.21253935,0.23049848,0.25196387,0.27259033
993,182,8.32,0.11,18,0.21272714,0.23984111,0.26744736,0.28940096,0.30481159
994,179,6.84,0.33,20,0.23249434,0.26658343,0.29165617,0.30782318,0.31756983
995,154,5.75,0.39,14,0.21676287,0.24439795,0.27113381,0.29196153,0.3064479
996,153,6.58,0.3,20,0.23527892,0.26945891,0.29388894,0.30935269,0.31854471
997,135,4.62,0.22,18,0.25118837,0.28349397,0.30391291,0.31583592,0.32249303
998,155,3.82,0.14,13,0.23642856,0.26846378,0.29223176,0.30780438,0.31735098
999,183,6.81,0.3,12,0.20335057,0.21718229,0.23819362,0.26102964,0.28127251
