index,results
627,"4.55, 0.18, 13, 0.00099163, 0.00099074, 0.00098987, 0.00098905, 0.00098825,
       0.00098746, 0.00098666, 0.00098584, 0.000985  , 0.00098415,
       0.00098327, 0.00098236, 0.00098143, 0.00098048, 0.0009795 ,
       0.0009785 , 0.00097747, 0.00097796, 0.01216257, 0.18241096,
       0.2709419 , 0.30559779, 0.3197627 , 0.3256754 , 0.32816325,
       0.32921326, 0.32965704, 0.32984478, 0.32992431, 0.32995808,
       0.32997248, 0.32997868, 0.32998141, 0.32998267, 0.32998329,
       0.32998365, 0.3299839 , 0.3299841 , 0.32998428, 0.32998444,
       0.3299846 , 0.32998476, 0.32998491, 0.32998507, 0.32998522,
       0.32998537, 0.32998552, 0.32998566, 0.32998581, 0.32998595,
       0.32998609, 0.32998624, 0.32998637, 0.32998651, 0.32998665,
       0.32998679, 0.32998692, 0.32998705, 0.32998718, 0.32998732,
       0.32998744, 0.32998757, 0.3299877 , 0.32998782, 0.32998795,
       0.32998807, 0.32998819, 0.32998831, 0.32998843, 0.32998855,
       0.32998867, 0.32998878, 0.3299889 , 0.32998901, 0.32998912,
       0.32998923, 0.32998934, 0.32998945, 0.32998956, 0.32998967,
       0.32998977, 0.32998988, 0.32998998, 0.32999009, 0.32999019,
       0.32999029, 0.32999039, 0.32999049, 0.32999058, 0.32999068,
       0.32999078, 0.32999087, 0.32999097, 0.32999106, 0.32999115,
       0.32999124, 0.32999133, 0.32999142, 0.32999151])]"
921,"1.12, 0.21, 10, 0.00098039, 0.00097908, 0.0009777 , 0.00097761, 0.00260224,
       0.10277292, 0.23412943, 0.28951991, 0.3126016 , 0.32246326,
       0.32672425, 0.32857348, 0.32937751, 0.32972743, 0.32987983,
       0.32994625, 0.32997522, 0.32998786, 0.32999339, 0.32999582,
       0.3299969 , 0.32999738, 0.32999761, 0.32999772, 0.32999779,
       0.32999783, 0.32999786, 0.32999789, 0.32999792, 0.32999795,
       0.32999797, 0.329998  , 0.32999802, 0.32999804, 0.32999807,
       0.32999809, 0.32999811, 0.32999814, 0.32999816, 0.32999818,
       0.3299982 , 0.32999823, 0.32999825, 0.32999827, 0.32999829,
       0.32999831, 0.32999833, 0.32999835, 0.32999837, 0.32999839,
       0.32999841, 0.32999843, 0.32999845, 0.32999847, 0.32999848,
       0.3299985 , 0.32999852, 0.32999854, 0.32999856, 0.32999857,
       0.32999859, 0.32999861, 0.32999863, 0.32999864, 0.32999866,
       0.32999867, 0.32999869, 0.32999871, 0.32999872, 0.32999874,
       0.32999875, 0.32999877, 0.32999878, 0.3299988 , 0.32999881,
       0.32999883, 0.32999884, 0.32999885, 0.32999887, 0.32999888,
       0.3299989 , 0.32999891, 0.32999892, 0.32999894, 0.32999895,
       0.32999896, 0.32999897, 0.32999899, 0.329999  , 0.32999901,
       0.32999902, 0.32999903, 0.32999905, 0.32999906, 0.32999907,
       0.32999908, 0.32999909, 0.3299991 , 0.32999911])]"
148,"2.97, 0.13, 13, 0.00098885, 0.00098789, 0.00098692, 0.00098596, 0.00098502,
       0.00098407, 0.0009831 , 0.00098211, 0.0009811 , 0.00098006,
       0.00098217, 0.01182631, 0.17847244, 0.26903767, 0.30471398,
       0.31935307, 0.32548844, 0.32808094, 0.32917991, 0.32964644,
       0.3298447 , 0.32992902, 0.32996495, 0.32998029, 0.32998688,
       0.32998974, 0.32999101, 0.3299916 , 0.32999191, 0.32999209,
       0.32999221, 0.32999231, 0.32999241, 0.32999249, 0.32999258,
       0.32999266, 0.32999274, 0.32999282, 0.3299929 , 0.32999298,
       0.32999306, 0.32999313, 0.32999321, 0.32999328, 0.32999336,
       0.32999343, 0.3299935 , 0.32999358, 0.32999365, 0.32999372,
       0.32999379, 0.32999386, 0.32999393, 0.32999399, 0.32999406,
       0.32999413, 0.32999419, 0.32999425, 0.32999432, 0.32999438,
       0.32999444, 0.32999451, 0.32999457, 0.32999463, 0.32999469,
       0.32999475, 0.3299948 , 0.32999486, 0.32999492, 0.32999498,
       0.32999503, 0.32999509, 0.32999514, 0.3299952 , 0.32999525,
       0.3299953 , 0.32999535, 0.32999541, 0.32999546, 0.32999551,
       0.32999556, 0.32999561, 0.32999566, 0.32999571, 0.32999575,
       0.3299958 , 0.32999585, 0.32999589, 0.32999594, 0.32999599,
       0.32999603, 0.32999607, 0.32999612, 0.32999616, 0.3299962 ,
       0.32999625, 0.32999629, 0.32999633, 0.32999637])]"
529,"2.31, 0.27, 6, 0.00097827, 0.00097623, 0.00097442, 0.00097271, 0.00097106,
       0.00096944, 0.00096781, 0.00096617, 0.00096451, 0.00096283,
       0.0009611 , 0.00095935, 0.00095756, 0.00095573, 0.00095386,
       0.00095196, 0.00095002, 0.00094803, 0.00094623, 0.00096724,
       0.00280382, 0.04567834, 0.1864559 , 0.26513867, 0.30045405,
       0.31642345, 0.32372956, 0.32709395, 0.3286493 , 0.32937045,
       0.32970566, 0.32986186, 0.32993482, 0.32996897, 0.329985  ,
       0.32999254, 0.3299961 , 0.32999778, 0.32999859, 0.32999898,
       0.32999918, 0.32999928, 0.32999934, 0.32999938, 0.3299994 ,
       0.32999942, 0.32999944, 0.32999946, 0.32999948, 0.32999949,
       0.32999951, 0.32999952, 0.32999954, 0.32999955, 0.32999956,
       0.32999958, 0.32999959, 0.3299996 , 0.32999962, 0.32999963,
       0.32999964, 0.32999965, 0.32999966, 0.32999968, 0.32999969,
       0.3299997 , 0.32999971, 0.32999972, 0.32999973, 0.32999974,
       0.32999975, 0.32999976, 0.32999977, 0.32999978, 0.32999978,
       0.32999979, 0.3299998 , 0.32999981, 0.32999982, 0.32999982,
       0.32999983, 0.32999984, 0.32999985, 0.32999985, 0.32999986,
       0.32999987, 0.32999987, 0.32999988, 0.32999988, 0.32999989,
       0.3299999 , 0.3299999 , 0.32999991, 0.32999991, 0.32999992,
       0.32999992, 0.32999993, 0.32999993, 0.32999994])]"
163,"1.6, 0.12, 12, 0.55291185, 0.75359679, 0.83884861, 0.00928666, 0.5025942 ,
       0.45460032, 0.64857296, 0.54713276, 0.00884128, 0.98824061,
       0.43284952, 0.65173923, 0.32676847, 0.00859986, 0.98804343,
       0.65623717, 0.65234342, 0.32697881, 0.43161805, 0.98786941,
       0.66026257, 0.50009691, 0.32712612, 0.43560592, 0.50001576,
       0.66394001, 0.00879726, 0.50968332, 0.43818094, 0.65243363,
       0.50943863, 0.00868022, 0.98818615, 0.49113179, 0.65246995,
       0.32743205, 0.49134414, 0.98803623, 0.64716656, 0.50010339,
       0.32752752, 0.44445169, 0.50001516, 0.65085439, 0.00887193,
       0.50827021, 0.44647635, 0.65243704, 0.50805067, 0.0087695 ,
       0.98829649, 0.44809504, 0.65247226, 0.32782633, 0.00867608,
       0.98816675, 0.63560837, 0.65250764, 0.32789206, 0.45230988,
       0.98804502, 0.6392343 , 0.50010369, 0.32794684, 0.45424322,
       0.5000152 , 0.64261167, 0.00883778, 0.50681835, 0.45527531,
       0.65247199, 0.50663519, 0.00875624, 0.98826707, 0.49156215,
       0.65250646, 0.32821933, 0.49402311, 0.9881617 , 0.62905357,
       0.50010287, 0.32825006, 0.46122088, 0.50001508, 0.6323347 ,
       0.00888859, 0.50576942, 0.46192572, 0.65246951, 0.50560821,
       0.00881826, 0.98834288, 0.46242841, 0.65250323, 0.32850574,
       0.00875247, 0.98825233, 0.6202505 , 0.65253707])]"
255,"4.93, 0.15, 15, 0.0009926 , 0.00099181, 0.00099104, 0.00099031, 0.0009896 ,
       0.00098888, 0.00098816, 0.00098741, 0.00098665, 0.00098587,
       0.00098507, 0.00098425, 0.0009834 , 0.00098253, 0.00098163,
       0.00098071, 0.00110118, 0.09872094, 0.23960119, 0.29362361,
       0.31499659, 0.32374887, 0.32738143, 0.32889653, 0.32952967,
       0.32979452, 0.32990541, 0.32995192, 0.32997148, 0.32997976,
       0.32998331, 0.32998489, 0.32998563, 0.32998603, 0.32998627,
       0.32998646, 0.32998662, 0.32998676, 0.3299869 , 0.32998703,
       0.32998717, 0.3299873 , 0.32998743, 0.32998756, 0.32998769,
       0.32998782, 0.32998794, 0.32998807, 0.32998819, 0.32998831,
       0.32998843, 0.32998855, 0.32998867, 0.32998878, 0.3299889 ,
       0.32998902, 0.32998913, 0.32998924, 0.32998935, 0.32998946,
       0.32998957, 0.32998968, 0.32998979, 0.32998989, 0.32999   ,
       0.3299901 , 0.3299902 , 0.3299903 , 0.3299904 , 0.3299905 ,
       0.3299906 , 0.3299907 , 0.3299908 , 0.32999089, 0.32999099,
       0.32999108, 0.32999117, 0.32999126, 0.32999136, 0.32999145,
       0.32999153, 0.32999162, 0.32999171, 0.3299918 , 0.32999188,
       0.32999197, 0.32999205, 0.32999213, 0.32999221, 0.3299923 ,
       0.32999238, 0.32999246, 0.32999253, 0.32999261, 0.32999269,
       0.32999277, 0.32999284, 0.32999292, 0.32999299])]"
897,"3.49, 0.14, 19, 0.00099204, 0.00099135, 0.00099064, 0.00098994, 0.00098923,
       0.00098851, 0.00098777, 0.00098708, 0.01212648, 0.19448141,
       0.27761728, 0.30894212, 0.3214002 , 0.32646667, 0.32854377,
       0.32939777, 0.32974926, 0.32989404, 0.3299537 , 0.3299783 ,
       0.32998846, 0.32999268, 0.32999445, 0.32999521, 0.32999556,
       0.32999573, 0.32999582, 0.32999589, 0.32999594, 0.329996  ,
       0.32999604, 0.32999609, 0.32999613, 0.32999618, 0.32999622,
       0.32999627, 0.32999631, 0.32999635, 0.32999639, 0.32999643,
       0.32999648, 0.32999652, 0.32999656, 0.3299966 , 0.32999663,
       0.32999667, 0.32999671, 0.32999675, 0.32999679, 0.32999682,
       0.32999686, 0.3299969 , 0.32999693, 0.32999697, 0.329997  ,
       0.32999704, 0.32999707, 0.3299971 , 0.32999714, 0.32999717,
       0.3299972 , 0.32999724, 0.32999727, 0.3299973 , 0.32999733,
       0.32999736, 0.32999739, 0.32999742, 0.32999745, 0.32999748,
       0.32999751, 0.32999754, 0.32999757, 0.32999759, 0.32999762,
       0.32999765, 0.32999768, 0.3299977 , 0.32999773, 0.32999776,
       0.32999778, 0.32999781, 0.32999783, 0.32999786, 0.32999788,
       0.32999791, 0.32999793, 0.32999795, 0.32999798, 0.329998  ,
       0.32999802, 0.32999805, 0.32999807, 0.32999809, 0.32999811,
       0.32999814, 0.32999816, 0.32999818, 0.3299982 ])]"
497,"3.31, 0.18, 15, 0.00099044, 0.0009896 , 0.00098874, 0.0009879 , 0.00098707,
       0.00098623, 0.00098537, 0.00098449, 0.00098359, 0.00098267,
       0.00151321, 0.12456337, 0.24964898, 0.29746585, 0.31653792,
       0.32438124, 0.32764507, 0.32900917, 0.32958027, 0.3298196 ,
       0.32991997, 0.32996211, 0.32997984, 0.32998732, 0.32999051,
       0.3299919 , 0.32999253, 0.32999283, 0.32999301, 0.32999313,
       0.32999322, 0.3299933 , 0.32999338, 0.32999346, 0.32999353,
       0.3299936 , 0.32999367, 0.32999374, 0.32999381, 0.32999388,
       0.32999395, 0.32999402, 0.32999409, 0.32999415, 0.32999422,
       0.32999428, 0.32999435, 0.32999441, 0.32999447, 0.32999453,
       0.32999459, 0.32999465, 0.32999471, 0.32999477, 0.32999483,
       0.32999489, 0.32999495, 0.329995  , 0.32999506, 0.32999511,
       0.32999517, 0.32999522, 0.32999528, 0.32999533, 0.32999538,
       0.32999543, 0.32999548, 0.32999553, 0.32999558, 0.32999563,
       0.32999568, 0.32999573, 0.32999578, 0.32999583, 0.32999587,
       0.32999592, 0.32999597, 0.32999601, 0.32999605, 0.3299961 ,
       0.32999614, 0.32999619, 0.32999623, 0.32999627, 0.32999631,
       0.32999635, 0.3299964 , 0.32999644, 0.32999648, 0.32999652,
       0.32999655, 0.32999659, 0.32999663, 0.32999667, 0.32999671,
       0.32999674, 0.32999678, 0.32999682, 0.32999685])]"
852,"4.67, 0.11, 6, 0.00098936, 0.00098781, 0.00098648, 0.0009853 , 0.00098424,
       0.00098324, 0.00098228, 0.00098134, 0.0009804 , 0.00097945,
       0.00097849, 0.0009775 , 0.00097649, 0.00097546, 0.00097439,
       0.00097331, 0.00097219, 0.00097104, 0.00096986, 0.00096865,
       0.00096742, 0.00096615, 0.00096485, 0.00096351, 0.00096215,
       0.00096075, 0.00095932, 0.00095786, 0.00095637, 0.00095484,
       0.00095327, 0.00095167, 0.00095004, 0.00094837, 0.00094666,
       0.00094492, 0.00094314, 0.00094132, 0.00093947, 0.00093759,
       0.00093566, 0.00093371, 0.00093284, 0.00109424, 0.01009469,
       0.12829327, 0.23953562, 0.2895683 , 0.31171658, 0.32167735,
       0.32619661, 0.32825631, 0.32919763, 0.3296287 , 0.32982646,
       0.32991732, 0.32995915, 0.32997842, 0.32998735, 0.3299915 ,
       0.32999346, 0.3299944 , 0.32999488, 0.32999514, 0.3299953 ,
       0.32999542, 0.32999551, 0.3299956 , 0.32999568, 0.32999575,
       0.32999583, 0.3299959 , 0.32999597, 0.32999604, 0.32999611,
       0.32999618, 0.32999625, 0.32999631, 0.32999638, 0.32999644,
       0.3299965 , 0.32999657, 0.32999663, 0.32999669, 0.32999675,
       0.32999681, 0.32999686, 0.32999692, 0.32999698, 0.32999703,
       0.32999708, 0.32999714, 0.32999719, 0.32999724, 0.32999729,
       0.32999734, 0.32999739, 0.32999744, 0.32999749])]"
704,"4.0, 0.17, 10, 0.00098955, 0.00098843, 0.00098735, 0.00098634, 0.00098536,
       0.00098441, 0.00098345, 0.00098249, 0.0009815 , 0.00098049,
       0.00097945, 0.00097839, 0.0009773 , 0.00097618, 0.00097504,
       0.00097387, 0.00097266, 0.00097143, 0.00097017, 0.00096888,
       0.00096862, 0.00305122, 0.12118552, 0.24357152, 0.29366088,
       0.3144424 , 0.32328281, 0.32708383, 0.32872514, 0.32943529,
       0.32974296, 0.32987644, 0.32993446, 0.32995977, 0.32997089,
       0.32997585, 0.32997812, 0.32997922, 0.32997981, 0.32998018,
       0.32998045, 0.32998067, 0.32998088, 0.32998107, 0.32998126,
       0.32998144, 0.32998162, 0.3299818 , 0.32998198, 0.32998216,
       0.32998233, 0.32998251, 0.32998268, 0.32998285, 0.32998302,
       0.32998318, 0.32998335, 0.32998351, 0.32998367, 0.32998384,
       0.32998399, 0.32998415, 0.32998431, 0.32998446, 0.32998462,
       0.32998477, 0.32998492, 0.32998507, 0.32998521, 0.32998536,
       0.3299855 , 0.32998565, 0.32998579, 0.32998593, 0.32998607,
       0.32998621, 0.32998634, 0.32998648, 0.32998661, 0.32998675,
       0.32998688, 0.32998701, 0.32998714, 0.32998726, 0.32998739,
       0.32998752, 0.32998764, 0.32998776, 0.32998788, 0.329988  ,
       0.32998812, 0.32998824, 0.32998836, 0.32998847, 0.32998859,
       0.3299887 , 0.32998882, 0.32998893, 0.32998904])]"
758,"1.25, 0.15, 13, 0.00098498, 0.00098394, 0.00098296, 0.00187973, 0.11268106,
       0.24260715, 0.29413914, 0.31498177, 0.32366   , 0.32731544,
       0.32886155, 0.32951642, 0.32979394, 0.32991159, 0.32996147,
       0.32998262, 0.32999159, 0.32999541, 0.32999704, 0.32999775,
       0.32999806, 0.3299982 , 0.32999827, 0.32999832, 0.32999835,
       0.32999837, 0.32999839, 0.32999841, 0.32999843, 0.32999845,
       0.32999847, 0.32999849, 0.32999851, 0.32999853, 0.32999854,
       0.32999856, 0.32999858, 0.3299986 , 0.32999861, 0.32999863,
       0.32999865, 0.32999866, 0.32999868, 0.3299987 , 0.32999871,
       0.32999873, 0.32999874, 0.32999876, 0.32999877, 0.32999879,
       0.3299988 , 0.32999882, 0.32999883, 0.32999885, 0.32999886,
       0.32999888, 0.32999889, 0.3299989 , 0.32999892, 0.32999893,
       0.32999894, 0.32999896, 0.32999897, 0.32999898, 0.32999899,
       0.32999901, 0.32999902, 0.32999903, 0.32999904, 0.32999905,
       0.32999906, 0.32999908, 0.32999909, 0.3299991 , 0.32999911,
       0.32999912, 0.32999913, 0.32999914, 0.32999915, 0.32999916,
       0.32999917, 0.32999918, 0.32999919, 0.3299992 , 0.32999921,
       0.32999922, 0.32999923, 0.32999924, 0.32999925, 0.32999926,
       0.32999927, 0.32999928, 0.32999929, 0.3299993 , 0.3299993 ,
       0.32999931, 0.32999932, 0.32999933, 0.32999934])]"
352,"3.48, 0.14, 11, 0.00098879, 0.00098772, 0.00098667, 0.00098566, 0.00098467,
       0.00098369, 0.0009827 , 0.00098169, 0.00098066, 0.0009796 ,
       0.00097852, 0.00097742, 0.00097628, 0.00097512, 0.00097392,
       0.00097364, 0.00303546, 0.12437108, 0.24562914, 0.29472979,
       0.31498147, 0.32355159, 0.32721762, 0.32879262, 0.32947063,
       0.3297629 , 0.32988906, 0.32994361, 0.32996727, 0.3299776 ,
       0.32998215, 0.32998421, 0.32998518, 0.32998568, 0.32998598,
       0.3299862 , 0.32998637, 0.32998652, 0.32998667, 0.32998681,
       0.32998695, 0.32998708, 0.32998722, 0.32998735, 0.32998748,
       0.32998761, 0.32998774, 0.32998787, 0.32998799, 0.32998812,
       0.32998824, 0.32998837, 0.32998849, 0.32998861, 0.32998872,
       0.32998884, 0.32998896, 0.32998907, 0.32998919, 0.3299893 ,
       0.32998941, 0.32998952, 0.32998963, 0.32998974, 0.32998985,
       0.32998995, 0.32999006, 0.32999016, 0.32999026, 0.32999037,
       0.32999047, 0.32999057, 0.32999067, 0.32999076, 0.32999086,
       0.32999096, 0.32999105, 0.32999114, 0.32999124, 0.32999133,
       0.32999142, 0.32999151, 0.3299916 , 0.32999169, 0.32999177,
       0.32999186, 0.32999195, 0.32999203, 0.32999211, 0.3299922 ,
       0.32999228, 0.32999236, 0.32999244, 0.32999252, 0.3299926 ,
       0.32999268, 0.32999275, 0.32999283, 0.32999291])]"
514,"4.08, 0.19, 9, 0.00098927, 0.00098807, 0.00098692, 0.00098586, 0.00098485,
       0.00098386, 0.00098288, 0.00098189, 0.00098088, 0.00097985,
       0.00097879, 0.00097771, 0.00097661, 0.00097547, 0.0009743 ,
       0.00097311, 0.00097189, 0.00097063, 0.00096935, 0.00096803,
       0.00096669, 0.00096531, 0.0009639 , 0.00096288, 0.0015033 ,
       0.0673145 , 0.21584757, 0.28176419, 0.30920754, 0.32094593,
       0.32603427, 0.32825209, 0.32922114, 0.32964519, 0.329831  ,
       0.32991257, 0.32994847, 0.32996437, 0.32997146, 0.32997472,
       0.32997627, 0.32997708, 0.32997755, 0.32997788, 0.32997814,
       0.32997837, 0.32997858, 0.32997879, 0.32997899, 0.32997919,
       0.32997939, 0.32997959, 0.32997978, 0.32997997, 0.32998016,
       0.32998035, 0.32998054, 0.32998072, 0.32998091, 0.32998109,
       0.32998127, 0.32998145, 0.32998162, 0.3299818 , 0.32998197,
       0.32998214, 0.32998231, 0.32998248, 0.32998265, 0.32998282,
       0.32998298, 0.32998314, 0.3299833 , 0.32998346, 0.32998362,
       0.32998378, 0.32998393, 0.32998409, 0.32998424, 0.32998439,
       0.32998454, 0.32998469, 0.32998484, 0.32998498, 0.32998513,
       0.32998527, 0.32998541, 0.32998555, 0.32998569, 0.32998583,
       0.32998597, 0.3299861 , 0.32998623, 0.32998637, 0.3299865 ,
       0.32998663, 0.32998676, 0.32998689, 0.32998701])]"
968,"1.79, 0.28, 19, 0.00099017, 0.00098943, 0.00098868, 0.0067547 , 0.18401814,
       0.27388264, 0.30752593, 0.32084867, 0.32625172, 0.32846146,
       0.3293677 , 0.32973966, 0.32989235, 0.32995503, 0.32998076,
       0.32999133, 0.32999568, 0.32999747, 0.32999821, 0.32999853,
       0.32999867, 0.32999873, 0.32999876, 0.32999879, 0.32999881,
       0.32999882, 0.32999884, 0.32999885, 0.32999887, 0.32999888,
       0.32999889, 0.32999891, 0.32999892, 0.32999893, 0.32999895,
       0.32999896, 0.32999897, 0.32999898, 0.329999  , 0.32999901,
       0.32999902, 0.32999903, 0.32999905, 0.32999906, 0.32999907,
       0.32999908, 0.32999909, 0.3299991 , 0.32999911, 0.32999912,
       0.32999914, 0.32999915, 0.32999916, 0.32999917, 0.32999918,
       0.32999919, 0.3299992 , 0.32999921, 0.32999922, 0.32999923,
       0.32999924, 0.32999925, 0.32999925, 0.32999926, 0.32999927,
       0.32999928, 0.32999929, 0.3299993 , 0.32999931, 0.32999932,
       0.32999932, 0.32999933, 0.32999934, 0.32999935, 0.32999936,
       0.32999937, 0.32999937, 0.32999938, 0.32999939, 0.3299994 ,
       0.3299994 , 0.32999941, 0.32999942, 0.32999942, 0.32999943,
       0.32999944, 0.32999945, 0.32999945, 0.32999946, 0.32999947,
       0.32999947, 0.32999948, 0.32999949, 0.32999949, 0.3299995 ,
       0.3299995 , 0.32999951, 0.32999952, 0.32999952])]"
906,"4.08, 0.27, 7, 0.00098818, 0.00098671, 0.00098539, 0.00098418, 0.00098306,
       0.00098198, 0.00098092, 0.00097987, 0.0009788 , 0.00097771,
       0.00097661, 0.00097547, 0.00097431, 0.00097312, 0.0009719 ,
       0.00097065, 0.00096937, 0.00096806, 0.00096672, 0.00096534,
       0.00096393, 0.00096249, 0.00096101, 0.0009595 , 0.00095796,
       0.00095638, 0.00095477, 0.00095312, 0.00095144, 0.00094972,
       0.000948  , 0.00095604, 0.00311452, 0.08068549, 0.21781298,
       0.28100139, 0.30827631, 0.32028561, 0.32563358, 0.32802743,
       0.32910177, 0.32958474, 0.32980215, 0.32990017, 0.32994446,
       0.32996453, 0.32997369, 0.32997793, 0.32997992, 0.32998092,
       0.32998147, 0.32998181, 0.32998206, 0.32998227, 0.32998245,
       0.32998262, 0.32998279, 0.32998295, 0.32998311, 0.32998327,
       0.32998342, 0.32998358, 0.32998373, 0.32998388, 0.32998403,
       0.32998418, 0.32998433, 0.32998448, 0.32998462, 0.32998477,
       0.32998491, 0.32998505, 0.32998519, 0.32998533, 0.32998547,
       0.3299856 , 0.32998574, 0.32998587, 0.329986  , 0.32998613,
       0.32998626, 0.32998639, 0.32998652, 0.32998664, 0.32998677,
       0.32998689, 0.32998702, 0.32998714, 0.32998726, 0.32998738,
       0.32998749, 0.32998761, 0.32998773, 0.32998784, 0.32998796,
       0.32998807, 0.32998818, 0.32998829, 0.3299884 ])]"
759,"1.23, 0.27, 19, 0.00098947, 0.00109719, 0.11772526, 0.25011023, 0.29856091,
       0.31732223, 0.32484374, 0.32789713, 0.32914167, 0.32964946,
       0.32985665, 0.32994117, 0.32997563, 0.32998968, 0.32999541,
       0.32999774, 0.3299987 , 0.32999909, 0.32999926, 0.32999933,
       0.32999936, 0.32999938, 0.32999939, 0.3299994 , 0.32999941,
       0.32999942, 0.32999943, 0.32999944, 0.32999944, 0.32999945,
       0.32999946, 0.32999946, 0.32999947, 0.32999948, 0.32999948,
       0.32999949, 0.3299995 , 0.3299995 , 0.32999951, 0.32999951,
       0.32999952, 0.32999953, 0.32999953, 0.32999954, 0.32999954,
       0.32999955, 0.32999955, 0.32999956, 0.32999957, 0.32999957,
       0.32999958, 0.32999958, 0.32999959, 0.32999959, 0.3299996 ,
       0.3299996 , 0.32999961, 0.32999961, 0.32999962, 0.32999962,
       0.32999963, 0.32999963, 0.32999964, 0.32999964, 0.32999965,
       0.32999965, 0.32999965, 0.32999966, 0.32999966, 0.32999967,
       0.32999967, 0.32999968, 0.32999968, 0.32999968, 0.32999969,
       0.32999969, 0.3299997 , 0.3299997 , 0.3299997 , 0.32999971,
       0.32999971, 0.32999971, 0.32999972, 0.32999972, 0.32999972,
       0.32999973, 0.32999973, 0.32999973, 0.32999974, 0.32999974,
       0.32999974, 0.32999975, 0.32999975, 0.32999975, 0.32999976,
       0.32999976, 0.32999976, 0.32999977, 0.32999977])]"
366,"2.18, 0.21, 6, 0.00097743, 0.00097537, 0.00097353, 0.00097178, 0.00097009,
       0.00096842, 0.00096675, 0.00096506, 0.00096336, 0.00096162,
       0.00095985, 0.00095805, 0.0009562 , 0.00095432, 0.0009524 ,
       0.00095045, 0.00094846, 0.00094711, 0.00102634, 0.0058069 ,
       0.09022181, 0.217818  , 0.27935857, 0.30689245, 0.31937725,
       0.32509506, 0.32772804, 0.32894474, 0.32950851, 0.32977038,
       0.3298923 , 0.32994921, 0.32997583, 0.32998831, 0.32999418,
       0.32999695, 0.32999826, 0.32999888, 0.32999918, 0.32999934,
       0.32999942, 0.32999946, 0.32999949, 0.32999952, 0.32999954,
       0.32999955, 0.32999957, 0.32999958, 0.32999959, 0.32999961,
       0.32999962, 0.32999963, 0.32999964, 0.32999966, 0.32999967,
       0.32999968, 0.32999969, 0.3299997 , 0.32999971, 0.32999972,
       0.32999973, 0.32999974, 0.32999975, 0.32999976, 0.32999977,
       0.32999978, 0.32999979, 0.32999979, 0.3299998 , 0.32999981,
       0.32999982, 0.32999983, 0.32999983, 0.32999984, 0.32999985,
       0.32999985, 0.32999986, 0.32999987, 0.32999987, 0.32999988,
       0.32999989, 0.32999989, 0.3299999 , 0.3299999 , 0.32999991,
       0.32999991, 0.32999992, 0.32999992, 0.32999993, 0.32999993,
       0.32999994, 0.32999994, 0.32999995, 0.32999995, 0.32999996,
       0.32999996, 0.32999996, 0.32999997, 0.32999997])]"
705,"1.27, 0.2, 18, 0.00098896, 0.00099042, 0.04159516, 0.21596671, 0.28550581,
       0.31205904, 0.32267544, 0.32699723, 0.32876733, 0.32949363,
       0.32979175, 0.32991409, 0.32996428, 0.32998486, 0.32999331,
       0.32999678, 0.32999821, 0.3299988 , 0.32999905, 0.32999916,
       0.3299992 , 0.32999923, 0.32999925, 0.32999926, 0.32999927,
       0.32999928, 0.32999929, 0.3299993 , 0.3299993 , 0.32999931,
       0.32999932, 0.32999933, 0.32999934, 0.32999935, 0.32999935,
       0.32999936, 0.32999937, 0.32999938, 0.32999939, 0.32999939,
       0.3299994 , 0.32999941, 0.32999942, 0.32999942, 0.32999943,
       0.32999944, 0.32999944, 0.32999945, 0.32999946, 0.32999947,
       0.32999947, 0.32999948, 0.32999949, 0.32999949, 0.3299995 ,
       0.3299995 , 0.32999951, 0.32999952, 0.32999952, 0.32999953,
       0.32999953, 0.32999954, 0.32999955, 0.32999955, 0.32999956,
       0.32999956, 0.32999957, 0.32999957, 0.32999958, 0.32999958,
       0.32999959, 0.32999959, 0.3299996 , 0.3299996 , 0.32999961,
       0.32999961, 0.32999962, 0.32999962, 0.32999963, 0.32999963,
       0.32999964, 0.32999964, 0.32999965, 0.32999965, 0.32999966,
       0.32999966, 0.32999966, 0.32999967, 0.32999967, 0.32999968,
       0.32999968, 0.32999968, 0.32999969, 0.32999969, 0.3299997 ,
       0.3299997 , 0.3299997 , 0.32999971, 0.32999971])]"
