index,results
660,"2.16, 0.2, 5, 0.00097421, 0.00097162, 0.00096948, 0.00096752, 0.00096565,
       0.00096382, 0.00096199, 0.00096016, 0.0009583 , 0.00095643,
       0.00095451, 0.00095256, 0.00095057, 0.00094855, 0.00094647,
       0.00094437, 0.00094222, 0.00094002, 0.00093779, 0.0009355 ,
       0.00093328, 0.00093568, 0.00119929, 0.0080304 , 0.08905327,
       0.21280673, 0.27562555, 0.30458463, 0.31804077, 0.32435036,
       0.32732603, 0.32873517, 0.32940475, 0.32972389, 0.32987642,
       0.32994949, 0.32998454, 0.33000137, 0.33000943, 0.33001326,
       0.33001506, 0.33001586, 0.33001619, 0.33001628, 0.33001626,
       0.33001618, 0.33001608, 0.33001597, 0.33001585, 0.33001573,
       0.33001561, 0.33001548, 0.33001536, 0.33001524, 0.33001512,
       0.330015  , 0.33001488, 0.33001476, 0.33001464, 0.33001452,
       0.33001441, 0.33001429, 0.33001418, 0.33001406, 0.33001395,
       0.33001383, 0.33001372, 0.33001361, 0.33001349, 0.33001338,
       0.33001327, 0.33001316, 0.33001305, 0.33001295, 0.33001284,
       0.33001273, 0.33001262, 0.33001252, 0.33001241, 0.33001231,
       0.33001221, 0.3300121 , 0.330012  , 0.3300119 , 0.3300118 ,
       0.3300117 , 0.3300116 , 0.3300115 , 0.3300114 , 0.3300113 ,
       0.33001121, 0.33001111, 0.33001101, 0.33001092, 0.33001083,
       0.33001073, 0.33001064, 0.33001055, 0.33001046])]"
640,"2.92, 0.11, 19, 0.00099146, 0.00099075, 0.00099001, 0.00098928, 0.00098854,
       0.00098778, 0.00135498, 0.13921704, 0.25747467, 0.30113767,
       0.31825785, 0.3251836 , 0.32801768, 0.32918214, 0.32966128,
       0.32985855, 0.32993981, 0.32997329, 0.32998711, 0.32999282,
       0.3299952 , 0.3299962 , 0.32999663, 0.32999683, 0.32999693,
       0.329997  , 0.32999704, 0.32999708, 0.32999712, 0.32999715,
       0.32999718, 0.32999722, 0.32999725, 0.32999728, 0.32999731,
       0.32999735, 0.32999738, 0.32999741, 0.32999744, 0.32999747,
       0.3299975 , 0.32999753, 0.32999756, 0.32999759, 0.32999761,
       0.32999764, 0.32999767, 0.3299977 , 0.32999772, 0.32999775,
       0.32999778, 0.3299978 , 0.32999783, 0.32999785, 0.32999788,
       0.3299979 , 0.32999793, 0.32999795, 0.32999798, 0.329998  ,
       0.32999802, 0.32999805, 0.32999807, 0.32999809, 0.32999812,
       0.32999814, 0.32999816, 0.32999818, 0.3299982 , 0.32999822,
       0.32999825, 0.32999827, 0.32999829, 0.32999831, 0.32999833,
       0.32999835, 0.32999837, 0.32999838, 0.3299984 , 0.32999842,
       0.32999844, 0.32999846, 0.32999848, 0.3299985 , 0.32999851,
       0.32999853, 0.32999855, 0.32999857, 0.32999858, 0.3299986 ,
       0.32999862, 0.32999863, 0.32999865, 0.32999866, 0.32999868,
       0.3299987 , 0.32999871, 0.32999873, 0.32999874])]"
644,"1.17, 0.25, 16, 0.0009883 , 0.00098744, 0.0136502 , 0.18965338, 0.27509377,
       0.30775514, 0.32085426, 0.32622059, 0.32843552, 0.32935189,
       0.32973121, 0.32988823, 0.32995322, 0.32998011, 0.32999124,
       0.32999584, 0.32999775, 0.32999855, 0.32999888, 0.32999903,
       0.32999909, 0.32999913, 0.32999915, 0.32999916, 0.32999917,
       0.32999919, 0.3299992 , 0.32999921, 0.32999922, 0.32999923,
       0.32999924, 0.32999925, 0.32999926, 0.32999926, 0.32999927,
       0.32999928, 0.32999929, 0.3299993 , 0.32999931, 0.32999932,
       0.32999933, 0.32999933, 0.32999934, 0.32999935, 0.32999936,
       0.32999937, 0.32999938, 0.32999938, 0.32999939, 0.3299994 ,
       0.32999941, 0.32999941, 0.32999942, 0.32999943, 0.32999943,
       0.32999944, 0.32999945, 0.32999946, 0.32999946, 0.32999947,
       0.32999948, 0.32999948, 0.32999949, 0.3299995 , 0.3299995 ,
       0.32999951, 0.32999951, 0.32999952, 0.32999953, 0.32999953,
       0.32999954, 0.32999954, 0.32999955, 0.32999956, 0.32999956,
       0.32999957, 0.32999957, 0.32999958, 0.32999958, 0.32999959,
       0.32999959, 0.3299996 , 0.3299996 , 0.32999961, 0.32999961,
       0.32999962, 0.32999962, 0.32999963, 0.32999963, 0.32999964,
       0.32999964, 0.32999965, 0.32999965, 0.32999965, 0.32999966,
       0.32999966, 0.32999967, 0.32999967, 0.32999968])]"
70,"2.38, 0.14, 11, 0.00098599, 0.00098486, 0.00098371, 0.00098257, 0.00098145,
       0.00098031, 0.00097917, 0.00097799, 0.0009768 , 0.0009759 ,
       0.0018029 , 0.09393573, 0.23173269, 0.28899236, 0.31253668,
       0.32249542, 0.32676076, 0.32859679, 0.32938889, 0.32973107,
       0.32987906, 0.32994315, 0.32997094, 0.32998304, 0.32998834,
       0.32999068, 0.32999175, 0.32999226, 0.32999253, 0.32999269,
       0.32999281, 0.3299929 , 0.32999299, 0.32999307, 0.32999315,
       0.32999323, 0.3299933 , 0.32999338, 0.32999345, 0.32999352,
       0.3299936 , 0.32999367, 0.32999374, 0.32999381, 0.32999388,
       0.32999395, 0.32999401, 0.32999408, 0.32999415, 0.32999421,
       0.32999428, 0.32999434, 0.3299944 , 0.32999447, 0.32999453,
       0.32999459, 0.32999465, 0.32999471, 0.32999477, 0.32999483,
       0.32999489, 0.32999494, 0.329995  , 0.32999506, 0.32999511,
       0.32999517, 0.32999522, 0.32999527, 0.32999533, 0.32999538,
       0.32999543, 0.32999548, 0.32999553, 0.32999558, 0.32999563,
       0.32999568, 0.32999573, 0.32999578, 0.32999583, 0.32999587,
       0.32999592, 0.32999597, 0.32999601, 0.32999606, 0.3299961 ,
       0.32999614, 0.32999619, 0.32999623, 0.32999627, 0.32999631,
       0.32999636, 0.3299964 , 0.32999644, 0.32999648, 0.32999652,
       0.32999656, 0.3299966 , 0.32999663, 0.32999667])]"
274,"4.13, 0.29, 13, 0.00099097, 0.00099006, 0.00098916, 0.00098831, 0.00098747,
       0.00098664, 0.0009858 , 0.00098494, 0.00098406, 0.00098316,
       0.00098223, 0.00098128, 0.0009803 , 0.0009793 , 0.00097827,
       0.00097766, 0.00525912, 0.16169313, 0.26286445, 0.30233143,
       0.31840043, 0.32510084, 0.32792057, 0.32911137, 0.32961503,
       0.3298283 , 0.32991871, 0.3299571 , 0.32997347, 0.3299805 ,
       0.32998357, 0.32998496, 0.32998563, 0.32998601, 0.32998624,
       0.32998642, 0.32998658, 0.32998672, 0.32998687, 0.329987  ,
       0.32998714, 0.32998727, 0.3299874 , 0.32998753, 0.32998766,
       0.32998779, 0.32998792, 0.32998804, 0.32998817, 0.32998829,
       0.32998841, 0.32998853, 0.32998865, 0.32998877, 0.32998889,
       0.329989  , 0.32998912, 0.32998923, 0.32998934, 0.32998945,
       0.32998956, 0.32998967, 0.32998978, 0.32998989, 0.32998999,
       0.3299901 , 0.3299902 , 0.3299903 , 0.3299904 , 0.3299905 ,
       0.3299906 , 0.3299907 , 0.3299908 , 0.32999089, 0.32999099,
       0.32999108, 0.32999118, 0.32999127, 0.32999136, 0.32999145,
       0.32999154, 0.32999163, 0.32999172, 0.3299918 , 0.32999189,
       0.32999198, 0.32999206, 0.32999214, 0.32999223, 0.32999231,
       0.32999239, 0.32999247, 0.32999255, 0.32999263, 0.3299927 ,
       0.32999278, 0.32999286, 0.32999293, 0.32999301])]"
658,"3.4, 0.27, 18, 0.00099165, 0.00099092, 0.00099018, 0.00098944, 0.00098871,
       0.00098796, 0.00098719, 0.0009864 , 0.00135838, 0.13573602,
       0.25575664, 0.30035153, 0.31789534, 0.32501627, 0.32794038,
       0.32914612, 0.32964408, 0.32984989, 0.329935  , 0.32997022,
       0.32998482, 0.32999089, 0.32999344, 0.32999452, 0.329995  ,
       0.32999523, 0.32999536, 0.32999544, 0.3299955 , 0.32999556,
       0.32999561, 0.32999566, 0.32999571, 0.32999576, 0.32999581,
       0.32999586, 0.32999591, 0.32999595, 0.329996  , 0.32999605,
       0.32999609, 0.32999614, 0.32999618, 0.32999622, 0.32999627,
       0.32999631, 0.32999635, 0.32999639, 0.32999643, 0.32999647,
       0.32999652, 0.32999656, 0.32999659, 0.32999663, 0.32999667,
       0.32999671, 0.32999675, 0.32999679, 0.32999682, 0.32999686,
       0.32999689, 0.32999693, 0.32999697, 0.329997  , 0.32999703,
       0.32999707, 0.3299971 , 0.32999714, 0.32999717, 0.3299972 ,
       0.32999723, 0.32999726, 0.3299973 , 0.32999733, 0.32999736,
       0.32999739, 0.32999742, 0.32999745, 0.32999748, 0.32999751,
       0.32999753, 0.32999756, 0.32999759, 0.32999762, 0.32999765,
       0.32999767, 0.3299977 , 0.32999773, 0.32999775, 0.32999778,
       0.3299978 , 0.32999783, 0.32999785, 0.32999788, 0.3299979 ,
       0.32999793, 0.32999795, 0.32999797, 0.329998  ])]"
868,"3.04, 0.25, 16, 0.0009905 , 0.00098968, 0.00098885, 0.00098804, 0.00098722,
       0.00098638, 0.00098554, 0.00098467, 0.00103506, 0.09236387,
       0.23774547, 0.29310649, 0.31486051, 0.32372453, 0.32738752,
       0.328909  , 0.32954219, 0.32980593, 0.32991586, 0.32996172,
       0.32998088, 0.32998891, 0.32999229, 0.32999374, 0.32999438,
       0.32999468, 0.32999483, 0.32999493, 0.32999501, 0.32999507,
       0.32999513, 0.32999519, 0.32999524, 0.3299953 , 0.32999535,
       0.3299954 , 0.32999546, 0.32999551, 0.32999556, 0.32999561,
       0.32999566, 0.32999571, 0.32999576, 0.32999581, 0.32999586,
       0.3299959 , 0.32999595, 0.329996  , 0.32999604, 0.32999609,
       0.32999613, 0.32999618, 0.32999622, 0.32999626, 0.32999631,
       0.32999635, 0.32999639, 0.32999643, 0.32999647, 0.32999651,
       0.32999655, 0.32999659, 0.32999663, 0.32999667, 0.32999671,
       0.32999674, 0.32999678, 0.32999682, 0.32999686, 0.32999689,
       0.32999693, 0.32999696, 0.329997  , 0.32999703, 0.32999707,
       0.3299971 , 0.32999713, 0.32999717, 0.3299972 , 0.32999723,
       0.32999726, 0.32999729, 0.32999732, 0.32999735, 0.32999739,
       0.32999742, 0.32999744, 0.32999747, 0.3299975 , 0.32999753,
       0.32999756, 0.32999759, 0.32999762, 0.32999764, 0.32999767,
       0.3299977 , 0.32999772, 0.32999775, 0.32999778])]"
645,"1.47, 0.29, 6, 0.00097143, 0.00096921, 0.00096722, 0.00096531, 0.00096336,
       0.00096143, 0.00095948, 0.00095748, 0.00095549, 0.00095347,
       0.00095433, 0.00111625, 0.00612999, 0.07718096, 0.20620959,
       0.27310113, 0.30365483, 0.31771298, 0.32424302, 0.32729349,
       0.32872391, 0.3293967 , 0.32971402, 0.32986407, 0.32993521,
       0.32996901, 0.32998511, 0.32999279, 0.32999648, 0.32999824,
       0.32999909, 0.3299995 , 0.3299997 , 0.3299998 , 0.32999985,
       0.32999988, 0.3299999 , 0.32999991, 0.32999991, 0.32999992,
       0.32999993, 0.32999993, 0.32999994, 0.32999994, 0.32999994,
       0.32999995, 0.32999995, 0.32999996, 0.32999996, 0.32999996,
       0.32999997, 0.32999997, 0.32999997, 0.32999998, 0.32999998,
       0.32999998, 0.32999999, 0.32999999, 0.32999999, 0.32999999,
       0.33      , 0.33      , 0.33      , 0.33      , 0.33000001,
       0.33000001, 0.33000001, 0.33000001, 0.33000001, 0.33000002,
       0.33000002, 0.33000002, 0.33000002, 0.33000002, 0.33000003,
       0.33000003, 0.33000003, 0.33000003, 0.33000003, 0.33000003,
       0.33000003, 0.33000004, 0.33000004, 0.33000004, 0.33000004,
       0.33000004, 0.33000004, 0.33000004, 0.33000004, 0.33000004,
       0.33000004, 0.33000005, 0.33000005, 0.33000005, 0.33000005,
       0.33000005, 0.33000005, 0.33000005, 0.33000005])]"
602,"4.75, 0.13, 12, 0.00099222, 0.00099093, 0.00098988, 0.00098897, 0.00098813,
       0.00098731, 0.0009865 , 0.00098567, 0.00098483, 0.00098396,
       0.00098307, 0.00098216, 0.00098122, 0.00098026, 0.00097927,
       0.00097826, 0.00097722, 0.00097615, 0.00097506, 0.00097394,
       0.00099409, 0.03692774, 0.20307869, 0.27833933, 0.30845424,
       0.32091147, 0.32614723, 0.32835993, 0.32929603, 0.32969171,
       0.32985863, 0.32992886, 0.32995835, 0.32997072, 0.32997594,
       0.32997818, 0.3299792 , 0.32997972, 0.32998004, 0.32998028,
       0.32998049, 0.32998069, 0.32998088, 0.32998106, 0.32998125,
       0.32998143, 0.32998161, 0.32998179, 0.32998197, 0.32998215,
       0.32998233, 0.3299825 , 0.32998267, 0.32998284, 0.32998301,
       0.32998318, 0.32998335, 0.32998351, 0.32998367, 0.32998383,
       0.32998399, 0.32998415, 0.32998431, 0.32998446, 0.32998462,
       0.32998477, 0.32998492, 0.32998507, 0.32998522, 0.32998536,
       0.32998551, 0.32998565, 0.32998579, 0.32998594, 0.32998608,
       0.32998621, 0.32998635, 0.32998649, 0.32998662, 0.32998675,
       0.32998689, 0.32998702, 0.32998715, 0.32998727, 0.3299874 ,
       0.32998753, 0.32998765, 0.32998777, 0.3299879 , 0.32998802,
       0.32998814, 0.32998825, 0.32998837, 0.32998849, 0.3299886 ,
       0.32998872, 0.32998883, 0.32998894, 0.32998905])]"
21,"4.74, 0.17, 14, 0.00099214, 0.00099131, 0.00099049, 0.00098972, 0.00098897,
       0.00098821, 0.00098745, 0.00098668, 0.00098588, 0.00098506,
       0.00098422, 0.00098336, 0.00098248, 0.00098157, 0.00098063,
       0.00097967, 0.00097878, 0.00329972, 0.15314592, 0.26026351,
       0.3015078 , 0.31814054, 0.32502428, 0.32790151, 0.32910854,
       0.32961568, 0.32982897, 0.32991877, 0.32995665, 0.3299727 ,
       0.32997954, 0.32998252, 0.32998387, 0.32998452, 0.32998488,
       0.32998513, 0.32998532, 0.32998548, 0.32998564, 0.32998579,
       0.32998593, 0.32998608, 0.32998622, 0.32998636, 0.3299865 ,
       0.32998664, 0.32998678, 0.32998691, 0.32998704, 0.32998718,
       0.32998731, 0.32998744, 0.32998757, 0.32998769, 0.32998782,
       0.32998794, 0.32998807, 0.32998819, 0.32998831, 0.32998843,
       0.32998855, 0.32998867, 0.32998878, 0.3299889 , 0.32998901,
       0.32998913, 0.32998924, 0.32998935, 0.32998946, 0.32998957,
       0.32998967, 0.32998978, 0.32998989, 0.32998999, 0.32999009,
       0.3299902 , 0.3299903 , 0.3299904 , 0.3299905 , 0.32999059,
       0.32999069, 0.32999079, 0.32999088, 0.32999098, 0.32999107,
       0.32999116, 0.32999125, 0.32999134, 0.32999143, 0.32999152,
       0.32999161, 0.3299917 , 0.32999178, 0.32999187, 0.32999195,
       0.32999204, 0.32999212, 0.3299922 , 0.32999228])]"
808,"1.25, 0.15, 10, 0.00098084, 0.00097955, 0.00097818, 0.00097682, 0.00098541,
       0.00607514, 0.13823429, 0.24953281, 0.29575559, 0.31520336,
       0.32356407, 0.32719204, 0.32877229, 0.32946179, 0.32976295,
       0.3298946 , 0.32995221, 0.32997743, 0.3299885 , 0.32999336,
       0.32999551, 0.32999648, 0.32999692, 0.32999713, 0.32999724,
       0.32999731, 0.32999735, 0.32999739, 0.32999742, 0.32999746,
       0.32999749, 0.32999752, 0.32999755, 0.32999758, 0.3299976 ,
       0.32999763, 0.32999766, 0.32999769, 0.32999772, 0.32999774,
       0.32999777, 0.3299978 , 0.32999782, 0.32999785, 0.32999788,
       0.3299979 , 0.32999793, 0.32999795, 0.32999798, 0.329998  ,
       0.32999802, 0.32999805, 0.32999807, 0.32999809, 0.32999812,
       0.32999814, 0.32999816, 0.32999818, 0.32999821, 0.32999823,
       0.32999825, 0.32999827, 0.32999829, 0.32999831, 0.32999833,
       0.32999835, 0.32999837, 0.32999839, 0.32999841, 0.32999843,
       0.32999845, 0.32999847, 0.32999848, 0.3299985 , 0.32999852,
       0.32999854, 0.32999856, 0.32999857, 0.32999859, 0.32999861,
       0.32999862, 0.32999864, 0.32999866, 0.32999867, 0.32999869,
       0.3299987 , 0.32999872, 0.32999873, 0.32999875, 0.32999876,
       0.32999878, 0.32999879, 0.32999881, 0.32999882, 0.32999884,
       0.32999885, 0.32999886, 0.32999888, 0.32999889])]"
220,"2.58, 0.14, 6, 0.00098014, 0.00097815, 0.00097638, 0.00097474, 0.00097317,
       0.00097164, 0.00097011, 0.00096858, 0.00096702, 0.00096544,
       0.00096383, 0.00096219, 0.00096051, 0.0009588 , 0.00095704,
       0.00095525, 0.00095342, 0.00095156, 0.00094965, 0.00094771,
       0.00094572, 0.00094428, 0.00102182, 0.00618888, 0.09745151,
       0.22259629, 0.28170199, 0.30803308, 0.31993535, 0.32536876,
       0.32786229, 0.3290105 , 0.32954062, 0.32978596, 0.32989975,
       0.32995265, 0.3299773 , 0.32998882, 0.32999422, 0.32999675,
       0.32999796, 0.32999853, 0.32999882, 0.32999897, 0.32999905,
       0.3299991 , 0.32999914, 0.32999917, 0.32999919, 0.32999921,
       0.32999923, 0.32999926, 0.32999928, 0.3299993 , 0.32999931,
       0.32999933, 0.32999935, 0.32999937, 0.32999939, 0.3299994 ,
       0.32999942, 0.32999944, 0.32999945, 0.32999947, 0.32999949,
       0.3299995 , 0.32999952, 0.32999953, 0.32999954, 0.32999956,
       0.32999957, 0.32999958, 0.3299996 , 0.32999961, 0.32999962,
       0.32999963, 0.32999965, 0.32999966, 0.32999967, 0.32999968,
       0.32999969, 0.3299997 , 0.32999971, 0.32999972, 0.32999973,
       0.32999974, 0.32999975, 0.32999976, 0.32999977, 0.32999978,
       0.32999979, 0.32999979, 0.3299998 , 0.32999981, 0.32999982,
       0.32999983, 0.32999983, 0.32999984, 0.32999985])]"
806,"1.75, 0.15, 8, 0.00097937, 0.00097782, 0.00097627, 0.00097474, 0.00097321,
       0.00097169, 0.00097015, 0.00096858, 0.00096699, 0.00096652,
       0.00139721, 0.03475905, 0.18628684, 0.26775626, 0.30263364,
       0.3178402 , 0.32456805, 0.32756496, 0.32890447, 0.32950448,
       0.32977372, 0.32989474, 0.32994924, 0.32997384, 0.32998498,
       0.32999004, 0.32999237, 0.32999346, 0.32999398, 0.32999425,
       0.32999441, 0.32999452, 0.3299946 , 0.32999467, 0.32999474,
       0.3299948 , 0.32999486, 0.32999492, 0.32999497, 0.32999503,
       0.32999509, 0.32999514, 0.3299952 , 0.32999525, 0.3299953 ,
       0.32999536, 0.32999541, 0.32999546, 0.32999551, 0.32999556,
       0.32999561, 0.32999566, 0.32999571, 0.32999576, 0.32999581,
       0.32999585, 0.3299959 , 0.32999595, 0.32999599, 0.32999604,
       0.32999608, 0.32999613, 0.32999617, 0.32999621, 0.32999626,
       0.3299963 , 0.32999634, 0.32999638, 0.32999642, 0.32999646,
       0.3299965 , 0.32999654, 0.32999658, 0.32999662, 0.32999666,
       0.3299967 , 0.32999673, 0.32999677, 0.32999681, 0.32999684,
       0.32999688, 0.32999691, 0.32999695, 0.32999698, 0.32999702,
       0.32999705, 0.32999708, 0.32999712, 0.32999715, 0.32999718,
       0.32999721, 0.32999724, 0.32999728, 0.32999731, 0.32999734,
       0.32999737, 0.3299974 , 0.32999743, 0.32999746])]"
267,"3.3, 0.22, 16, 0.00099083, 0.00099003, 0.00098921, 0.00098841, 0.00098761,
       0.0009868 , 0.00098597, 0.00098512, 0.00098425, 0.00112754,
       0.10744751, 0.24369383, 0.29536517, 0.31576164, 0.32409106,
       0.32753736, 0.32897008, 0.3295668 , 0.32981554, 0.32991931,
       0.32996263, 0.32998076, 0.32998836, 0.32999157, 0.32999296,
       0.32999358, 0.32999387, 0.32999404, 0.32999414, 0.32999422,
       0.3299943 , 0.32999436, 0.32999443, 0.32999449, 0.32999455,
       0.32999461, 0.32999467, 0.32999473, 0.32999479, 0.32999485,
       0.32999491, 0.32999497, 0.32999502, 0.32999508, 0.32999514,
       0.32999519, 0.32999524, 0.3299953 , 0.32999535, 0.3299954 ,
       0.32999546, 0.32999551, 0.32999556, 0.32999561, 0.32999566,
       0.32999571, 0.32999576, 0.3299958 , 0.32999585, 0.3299959 ,
       0.32999594, 0.32999599, 0.32999604, 0.32999608, 0.32999612,
       0.32999617, 0.32999621, 0.32999625, 0.3299963 , 0.32999634,
       0.32999638, 0.32999642, 0.32999646, 0.3299965 , 0.32999654,
       0.32999658, 0.32999662, 0.32999666, 0.3299967 , 0.32999673,
       0.32999677, 0.32999681, 0.32999684, 0.32999688, 0.32999691,
       0.32999695, 0.32999698, 0.32999702, 0.32999705, 0.32999709,
       0.32999712, 0.32999715, 0.32999718, 0.32999722, 0.32999725,
       0.32999728, 0.32999731, 0.32999734, 0.32999737])]"
260,"3.65, 0.23, 8, 0.00098743, 0.00098606, 0.00098478, 0.00098358, 0.00098244,
       0.00098134, 0.00098023, 0.00097912, 0.000978  , 0.00097685,
       0.00097567, 0.00097447, 0.00097323, 0.00097197, 0.00097068,
       0.00096935, 0.00096799, 0.00096661, 0.00096518, 0.00096373,
       0.00096224, 0.00096072, 0.00095917, 0.00095786, 0.0011283 ,
       0.0248262 , 0.17926195, 0.26550884, 0.30192801, 0.31763576,
       0.32452001, 0.32755865, 0.3289043 , 0.32950139, 0.32976675,
       0.32988489, 0.32993761, 0.32996121, 0.32997187, 0.32997673,
       0.32997902, 0.32998014, 0.32998075, 0.32998112, 0.32998138,
       0.3299816 , 0.32998179, 0.32998198, 0.32998215, 0.32998233,
       0.3299825 , 0.32998266, 0.32998283, 0.329983  , 0.32998316,
       0.32998332, 0.32998348, 0.32998364, 0.3299838 , 0.32998395,
       0.32998411, 0.32998426, 0.32998441, 0.32998456, 0.32998471,
       0.32998486, 0.32998501, 0.32998515, 0.32998529, 0.32998544,
       0.32998558, 0.32998572, 0.32998585, 0.32998599, 0.32998613,
       0.32998626, 0.32998639, 0.32998652, 0.32998665, 0.32998678,
       0.32998691, 0.32998704, 0.32998716, 0.32998729, 0.32998741,
       0.32998753, 0.32998765, 0.32998777, 0.32998789, 0.32998801,
       0.32998813, 0.32998824, 0.32998836, 0.32998847, 0.32998858,
       0.32998869, 0.3299888 , 0.32998891, 0.32998902])]"
834,"2.91, 0.28, 9, 0.00098573, 0.00098443, 0.00098316, 0.00098193, 0.00098074,
       0.00097956, 0.00097837, 0.00097716, 0.00097593, 0.00097467,
       0.00097339, 0.00097207, 0.00097073, 0.00096935, 0.00096794,
       0.0009666 , 0.0010564 , 0.02026652, 0.17577575, 0.26473118,
       0.30184967, 0.31770555, 0.32459691, 0.32761472, 0.32894078,
       0.32952464, 0.32978212, 0.32989587, 0.32994622, 0.32996858,
       0.32997857, 0.32998308, 0.32998516, 0.32998616, 0.32998667,
       0.32998698, 0.32998719, 0.32998736, 0.32998751, 0.32998764,
       0.32998777, 0.3299879 , 0.32998803, 0.32998815, 0.32998828,
       0.3299884 , 0.32998852, 0.32998864, 0.32998876, 0.32998887,
       0.32998899, 0.3299891 , 0.32998922, 0.32998933, 0.32998944,
       0.32998955, 0.32998966, 0.32998977, 0.32998987, 0.32998998,
       0.32999008, 0.32999019, 0.32999029, 0.32999039, 0.32999049,
       0.32999059, 0.32999069, 0.32999079, 0.32999088, 0.32999098,
       0.32999107, 0.32999116, 0.32999126, 0.32999135, 0.32999144,
       0.32999153, 0.32999162, 0.3299917 , 0.32999179, 0.32999188,
       0.32999196, 0.32999205, 0.32999213, 0.32999221, 0.32999229,
       0.32999237, 0.32999245, 0.32999253, 0.32999261, 0.32999269,
       0.32999277, 0.32999284, 0.32999292, 0.32999299, 0.32999307,
       0.32999314, 0.32999321, 0.32999328, 0.32999335])]"
604,"1.73, 0.27, 6, 0.00097392, 0.00097181, 0.00096987, 0.00096799, 0.00096616,
       0.00096432, 0.00096248, 0.00096061, 0.00095872, 0.0009568 ,
       0.00095483, 0.00095283, 0.00095088, 0.0009568 , 0.00168796,
       0.02174783, 0.15489113, 0.25025729, 0.29367156, 0.31329093,
       0.32227006, 0.32641063, 0.3283284 , 0.32921946, 0.32963459,
       0.32982846, 0.32991921, 0.3299618 , 0.32998183, 0.32999127,
       0.32999573, 0.32999784, 0.32999884, 0.32999932, 0.32999956,
       0.32999968, 0.32999974, 0.32999977, 0.32999979, 0.3299998 ,
       0.32999981, 0.32999982, 0.32999983, 0.32999984, 0.32999985,
       0.32999985, 0.32999986, 0.32999987, 0.32999987, 0.32999988,
       0.32999988, 0.32999989, 0.3299999 , 0.3299999 , 0.32999991,
       0.32999991, 0.32999992, 0.32999992, 0.32999993, 0.32999993,
       0.32999994, 0.32999994, 0.32999995, 0.32999995, 0.32999995,
       0.32999996, 0.32999996, 0.32999996, 0.32999997, 0.32999997,
       0.32999998, 0.32999998, 0.32999998, 0.32999999, 0.32999999,
       0.32999999, 0.32999999, 0.33      , 0.33      , 0.33      ,
       0.33      , 0.33000001, 0.33000001, 0.33000001, 0.33000001,
       0.33000002, 0.33000002, 0.33000002, 0.33000002, 0.33000002,
       0.33000003, 0.33000003, 0.33000003, 0.33000003, 0.33000003,
       0.33000003, 0.33000004, 0.33000004, 0.33000004])]"
205,"2.89, 0.12, 18, 0.00099107, 0.00099032, 0.00098956, 0.0009888 , 0.00098803,
       0.00098724, 0.00098835, 0.04591803, 0.21819738, 0.28610742,
       0.31220022, 0.32268993, 0.32698317, 0.32875165, 0.32948179,
       0.32978353, 0.32990829, 0.32995989, 0.32998125, 0.32999012,
       0.32999381, 0.32999536, 0.32999603, 0.32999632, 0.32999647,
       0.32999656, 0.32999661, 0.32999666, 0.3299967 , 0.32999674,
       0.32999678, 0.32999682, 0.32999685, 0.32999689, 0.32999693,
       0.32999696, 0.329997  , 0.32999703, 0.32999707, 0.3299971 ,
       0.32999714, 0.32999717, 0.3299972 , 0.32999724, 0.32999727,
       0.3299973 , 0.32999733, 0.32999736, 0.32999739, 0.32999742,
       0.32999745, 0.32999748, 0.32999751, 0.32999754, 0.32999757,
       0.3299976 , 0.32999763, 0.32999765, 0.32999768, 0.32999771,
       0.32999774, 0.32999776, 0.32999779, 0.32999781, 0.32999784,
       0.32999787, 0.32999789, 0.32999792, 0.32999794, 0.32999796,
       0.32999799, 0.32999801, 0.32999803, 0.32999806, 0.32999808,
       0.3299981 , 0.32999812, 0.32999815, 0.32999817, 0.32999819,
       0.32999821, 0.32999823, 0.32999825, 0.32999827, 0.32999829,
       0.32999831, 0.32999833, 0.32999835, 0.32999837, 0.32999839,
       0.32999841, 0.32999843, 0.32999845, 0.32999847, 0.32999848,
       0.3299985 , 0.32999852, 0.32999854, 0.32999855])]"
