index,L,R,P_high,t1,t2,t3,t4,t5
307,6.83,0.15,6,0.00099384,0.00099372,0.00099361,0.0009935,0.00099338
292,2.87,0.3,18,0.00099104,0.00099097,0.0009909,0.00099083,0.00099076
515,1.22,0.11,19,0.00098946,0.00098939,0.00098932,0.00098926,0.00098923
288,9.54,0.4,10,0.00099702,0.00099691,0.00099682,0.00099674,0.00099668
238,3.57,0.16,8,0.00098719,0.00098705,0.00098691,0.00098677,0.00098663
149,7.1,0.19,13,0.00099477,0.00099469,0.00099461,0.00099454,0.00099446
241,2.32,0.43,16,0.00098941,0.00098933,0.00098925,0.00098917,0.00098909
368,8.69,0.4,13,0.00099615,0.00099607,0.00099599,0.00099592,0.00099585
605,5.4,0.47,9,0.00099214,0.00099204,0.00099193,0.00099183,0.00099172
372,5.24,0.44,17,0.00099332,0.00099325,0.00099318,0.00099311,0.00099304
865,7.47,0.41,6,0.00099464,0.00099453,0.00099443,0.00099433,0.00099423
122,6.14,0.32,15,0.00099393,0.00099386,0.00099378,0.00099371,0.00099364
482,2.34,0.42,5,0.0009757,0.00097539,0.0009751,0.00097482,0.00097455
37,2.71,0.18,14,0.00098897,0.00098889,0.0009888,0.00098871,0.00098862
105,3.17,0.2,8,0.00098576,0.00098562,0.00098547,0.00098533,0.00098519
438,6.13,0.39,15,0.00099392,0.00099385,0.00099377,0.0009937,0.00099363
273,8.74,0.23,12,0.00099626,0.00099617,0.00099609,0.00099601,0.00099595
483,1.18,0.25,19,0.00098942,0.00098935,0.00098929,0.00098927,0.00098937
293,6.2,0.36,18,0.0009943,0.00099423,0.00099417,0.0009941,0.00099404
592,3.32,0.35,10,0.0009878,0.00098769,0.00098757,0.00098746,0.00098734
109,4.16,0.43,15,0.00099165,0.00099157,0.00099149,0.00099141,0.00099133
116,2.42,0.42,16,0.00098955,0.00098947,0.00098939,0.00098931,0.00098923
253,2.12,0.46,12,0.00098628,0.00098618,0.00098607,0.00098597,0.00098586
418,7.27,0.22,13,0.00099493,0.00099485,0.00099477,0.0009947,0.00099462
369,6.77,0.11,9,0.00099432,0.00099423,0.00099414,0.00099405,0.00099396
972,1.16,0.34,20,0.00098992,0.0009899,0.00099001,0.00099071,0.00099378
118,4.01,0.13,14,0.00099113,0.00099105,0.00099096,0.00099088,0.00099079
594,4.75,0.18,15,0.00099239,0.00099232,0.00099224,0.00099216,0.00099208
776,7,0.33,16,0.00099479,0.00099472,0.00099465,0.00099458,0.00099451
316,1.9,0.46,18,0.00098982,0.00098974,0.00098967,0.0009896,0.00098952
168,2.05,0.44,10,0.00098397,0.00098385,0.00098372,0.0009836,0.00098348
164,2.28,0.3,10,0.00098468,0.00098456,0.00098444,0.00098432,0.0009842
658,7.93,0.12,13,0.00099553,0.00099545,0.00099537,0.0009953,0.00099523
720,8.6,0.45,17,0.00099596,0.00099589,0.00099583,0.00099576,0.0009957
132,9.39,0.32,19,0.00099638,0.00099632,0.00099626,0.00099621,0.00099615
362,9.92,0.28,15,0.00099683,0.00099676,0.00099669,0.00099662,0.00099656
504,7.07,0.42,8,0.00099467,0.00099457,0.00099449,0.0009944,0.00099431
745,6.65,0.38,12,0.00099426,0.00099418,0.0009941,0.00099402,0.00099394
275,6.06,0.27,9,0.00099331,0.00099321,0.00099311,0.00099301,0.00099291
688,5.74,0.47,7,0.0009924,0.00099228,0.00099216,0.00099204,0.00099192
373,9.32,0.34,19,0.00099634,0.00099629,0.00099623,0.00099617,0.00099611
574,5.02,0.26,13,0.00099231,0.00099223,0.00099215,0.00099206,0.00099197
119,9.43,0.31,10,0.00099693,0.00099682,0.00099673,0.00099665,0.00099659
376,5.01,0.47,19,0.00099347,0.00099341,0.00099334,0.00099328,0.00099321
575,1.31,0.47,13,0.0009851,0.00098501,0.00098491,0.00098481,0.00098471
938,4.22,0.15,11,0.00099041,0.00099031,0.00099021,0.0009901,0.00099
382,7.63,0.16,18,0.00099534,0.00099528,0.00099522,0.00099515,0.00099509
883,8.68,0.49,17,0.00099601,0.00099594,0.00099587,0.00099581,0.00099575
609,6.89,0.44,17,0.00099475,0.00099468,0.00099462,0.00099455,0.00099449
160,4.31,0.17,18,0.00099261,0.00099255,0.00099248,0.00099241,0.00099234
57,1.47,0.22,15,0.00098721,0.00098713,0.00098705,0.00098696,0.00098687
82,4.12,0.32,19,0.00099268,0.00099261,0.00099255,0.00099248,0.00099241
61,7.67,0.39,16,0.00099531,0.00099524,0.00099517,0.00099511,0.00099504
780,8.04,0.5,5,0.00099459,0.00099444,0.0009943,0.00099415,0.00099401
151,4.17,0.38,15,0.00099166,0.00099158,0.0009915,0.00099142,0.00099134
206,4.54,0.36,9,0.0009904,0.00099028,0.00099016,0.00099005,0.00098993
158,4.73,0.17,9,0.0009908,0.00099069,0.00099058,0.00099046,0.00099035
169,2,0.38,13,0.00098688,0.00098678,0.00098669,0.00098659,0.00098649
973,8.27,0.19,11,0.00099592,0.00099583,0.00099575,0.00099568,0.0009956
264,9.72,0.27,14,0.00099679,0.00099672,0.00099664,0.00099657,0.0009965
100,6.32,0.37,14,0.00099401,0.00099394,0.00099386,0.00099379,0.00099371
721,8.22,0.41,17,0.00099571,0.00099564,0.00099558,0.00099552,0.00099545
346,8.19,0.24,12,0.0009958,0.00099571,0.00099564,0.00099556,0.00099549
786,9.63,0.48,20,0.00099649,0.00099644,0.00099638,0.00099632,0.00099627
101,1.2,0.31,5,0.00096365,0.00096334,0.00096303,0.00096273,0.00096245
800,9.18,0.5,11,0.00099668,0.00099658,0.00099649,0.00099642,0.00099635
172,1.74,0.44,14,0.00098707,0.00098698,0.00098689,0.00098679,0.0009867
350,7.54,0.44,9,0.00099527,0.00099517,0.00099509,0.00099501,0.00099493
207,7.61,0.13,8,0.0009953,0.00099521,0.00099513,0.00099505,0.00099497
133,1.85,0.24,15,0.000988,0.00098792,0.00098783,0.00098774,0.00098765
784,5.51,0.11,5,0.00099073,0.00099054,0.00099035,0.00099016,0.00098999
982,7.63,0.26,19,0.00099538,0.00099532,0.00099526,0.0009952,0.00099514
439,7.29,0.2,16,0.00099501,0.00099494,0.00099488,0.00099481,0.00099474
920,1.59,0.46,8,0.00097859,0.00097844,0.00097828,0.00097813,0.00097797
593,8.63,0.46,7,0.00099616,0.00099605,0.00099597,0.0009959,0.00099582
939,4.65,0.23,18,0.00099295,0.00099288,0.00099282,0.00099275,0.00099268
873,3.19,0.39,12,0.00098876,0.00098866,0.00098857,0.00098847,0.00098836
377,9.53,0.11,17,0.00099651,0.00099644,0.00099638,0.00099632,0.00099626
588,5.12,0.43,20,0.00099373,0.00099366,0.0009936,0.00099354,0.00099348
17,2.01,0.14,5,0.00097289,0.0009726,0.00097231,0.00097204,0.00097177
497,8.79,0.45,8,0.00099644,0.00099633,0.00099624,0.00099617,0.00099611
543,6.96,0.48,15,0.00099469,0.00099462,0.00099455,0.00099448,0.00099441
689,5.51,0.18,5,0.00099073,0.00099054,0.00099035,0.00099016,0.00098999
419,1.23,0.27,15,0.00098683,0.00098674,0.00098666,0.00098657,0.00098648
576,6.12,0.46,7,0.00099311,0.00099299,0.00099288,0.00099277,0.00099266
633,3.11,0.13,19,0.00099168,0.00099161,0.00099155,0.00099148,0.00099141
758,3.7,0.26,17,0.00099169,0.00099162,0.00099154,0.00099147,0.00099139
528,4.14,0.32,10,0.00098985,0.00098974,0.00098963,0.00098952,0.00098941
383,6.95,0.25,15,0.00099468,0.00099461,0.00099454,0.00099447,0.0009944
186,4.87,0.28,13,0.00099208,0.000992,0.00099191,0.00099182,0.00099174
131,8.95,0.34,14,0.00099628,0.0009962,0.00099613,0.00099606,0.00099599
69,7.7,0.18,9,0.00099543,0.00099534,0.00099526,0.00099518,0.0009951
550,7.3,0.39,17,0.00099506,0.000995,0.00099493,0.00099487,0.0009948
184,4.92,0.25,16,0.0009928,0.00099272,0.00099265,0.00099258,0.0009925
768,4.07,0.15,6,0.00098739,0.0009872,0.00098702,0.00098685,0.00098667
781,6.89,0.21,20,0.00099497,0.00099491,0.00099485,0.00099479,0.00099473
921,5.27,0.32,19,0.00099368,0.00099362,0.00099355,0.00099349,0.00099342
265,3.9,0.21,15,0.00099128,0.0009912,0.00099112,0.00099104,0.00099096
757,1.26,0.29,8,0.00097656,0.0009764,0.00097625,0.00097609,0.00097593
625,1.05,0.4,12,0.00098331,0.00098321,0.0009831,0.00098299,0.00098288
352,6.41,0.34,7,0.00099356,0.00099345,0.00099335,0.00099324,0.00099313
855,9.51,0.44,15,0.00099659,0.00099652,0.00099645,0.00099638,0.00099632
980,8.76,0.45,19,0.00099605,0.00099599,0.00099593,0.00099587,0.00099581
390,7.6,0.2,5,0.00099411,0.00099396,0.00099382,0.00099366,0.00099352
782,6.06,0.5,16,0.00099396,0.00099389,0.00099382,0.00099375,0.00099368
561,1.26,0.3,16,0.00098765,0.00098757,0.00098749,0.0009874,0.00098732
964,3.4,0.12,17,0.00099132,0.00099124,0.00099117,0.0009911,0.00099102
384,2.92,0.32,12,0.00098813,0.00098804,0.00098794,0.00098784,0.00098774
409,6.09,0.35,12,0.00099359,0.00099351,0.00099342,0.00099334,0.00099325
630,9.18,0.4,10,0.00099675,0.00099664,0.00099655,0.00099648,0.00099641
534,2.63,0.33,10,0.00098584,0.00098573,0.00098561,0.00098549,0.00098537
267,3.53,0.3,9,0.00098777,0.00098765,0.00098752,0.00098739,0.00098727
764,1.17,0.33,11,0.00098222,0.00098211,0.00098199,0.00098188,0.00098176
535,7.77,0.39,12,0.00099542,0.00099533,0.00099526,0.00099518,0.00099511
577,2.87,0.12,7,0.0009833,0.00098312,0.00098296,0.00098279,0.00098262
572,1.63,0.43,17,0.00098895,0.00098887,0.00098879,0.00098871,0.00098863
788,9.95,0.13,20,0.00099663,0.00099658,0.00099653,0.00099647,0.00099642
192,2.43,0.21,20,0.00099129,0.00099122,0.00099115,0.00099109,0.00099102
319,9.57,0.3,11,0.00099696,0.00099686,0.00099677,0.0009967,0.00099663
125,2.12,0.31,14,0.00098787,0.00098778,0.00098769,0.0009876,0.00098751
394,1.91,0.41,11,0.00098457,0.00098447,0.00098436,0.00098424,0.00098413
919,5.07,0.36,12,0.00099218,0.00099209,0.000992,0.00099191,0.00099182
156,1.79,0.42,7,0.00097728,0.00097709,0.00097691,0.00097674,0.00097656
185,4.7,0.12,19,0.0009932,0.00099313,0.00099307,0.000993,0.00099294
358,2.35,0.48,13,0.00098758,0.00098749,0.00098739,0.0009873,0.0009872
517,5.14,0.48,12,0.00099228,0.00099219,0.0009921,0.00099201,0.00099192
573,4.53,0.31,11,0.00099102,0.00099092,0.00099082,0.00099072,0.00099062
702,5.43,0.42,16,0.00099333,0.00099326,0.00099319,0.00099312,0.00099305
258,6.49,0.22,20,0.0009947,0.00099464,0.00099459,0.00099453,0.00099447
740,7.11,0.28,12,0.00099477,0.00099468,0.00099461,0.00099453,0.00099445
792,7.12,0.17,10,0.00099478,0.00099469,0.00099461,0.00099453,0.00099444
949,6.81,0.1,17,0.00099469,0.00099462,0.00099456,0.00099449,0.00099443
147,1.18,0.1,20,0.00098993,0.00098989,0.00098991,0.00099021,0.00099166
505,5.5,0.31,5,0.0009907,0.00099051,0.00099032,0.00099014,0.00098996
719,4.44,0.34,15,0.00099199,0.00099192,0.00099184,0.00099176,0.00099168
988,8.26,0.21,6,0.00099547,0.00099536,0.00099527,0.00099518,0.00099508
359,2.36,0.15,6,0.00097859,0.00097837,0.00097815,0.00097793,0.00097772
841,8.72,0.42,15,0.00099608,0.000996,0.00099593,0.00099587,0.0009958
190,4.58,0.28,6,0.0009891,0.00098893,0.00098877,0.0009886,0.00098844
769,2.99,0.45,8,0.00098499,0.00098484,0.0009847,0.00098455,0.00098441
364,7.84,0.45,8,0.00099554,0.00099544,0.00099536,0.00099529,0.00099521
699,2.72,0.46,5,0.00097872,0.00097843,0.00097816,0.0009779,0.00097764
370,3.1,0.14,20,0.00099198,0.00099192,0.00099185,0.00099179,0.00099172
465,5.58,0.24,16,0.0009935,0.00099343,0.00099336,0.00099328,0.00099321
940,1.87,0.26,9,0.00098172,0.00098158,0.00098145,0.00098132,0.00098118
708,6.35,0.47,15,0.00099413,0.00099406,0.00099398,0.00099391,0.00099384
157,7.14,0.49,16,0.0009949,0.00099483,0.00099476,0.00099469,0.00099463
463,9.95,0.44,17,0.00099672,0.00099667,0.0009966,0.00099654,0.00099648
992,9.16,0.47,17,0.0009963,0.00099623,0.00099617,0.0009961,0.00099604
963,5.87,0.15,10,0.00099308,0.00099299,0.0009929,0.0009928,0.0009927
567,2.99,0.49,20,0.00099185,0.00099178,0.00099172,0.00099165,0.00099158
994,1.44,0.34,20,0.00099017,0.0009901,0.00099003,0.00098996,0.00098989
798,1.87,0.39,7,0.00097774,0.00097756,0.00097737,0.0009772,0.00097702
102,4.31,0.38,17,0.00099237,0.0009923,0.00099223,0.00099215,0.00099208
989,1.09,0.25,15,0.0009866,0.00098651,0.00098642,0.00098633,0.00098624
928,3.2,0.43,19,0.00099177,0.0009917,0.00099163,0.00099156,0.00099149
461,3.07,0.39,11,0.00098788,0.00098777,0.00098766,0.00098756,0.00098745
978,7.06,0.17,10,0.00099471,0.00099462,0.00099454,0.00099446,0.00099437
198,8.49,0.34,11,0.00099611,0.00099601,0.00099593,0.00099586,0.00099579
935,3.94,0.4,8,0.00098829,0.00098816,0.00098802,0.00098789,0.00098775
598,4.49,0.25,10,0.00099057,0.00099047,0.00099036,0.00099026,0.00099015
251,5.81,0.14,20,0.00099423,0.00099418,0.00099412,0.00099405,0.00099399
589,2.72,0.34,15,0.00098953,0.00098945,0.00098937,0.00098928,0.0009892
365,6.92,0.21,9,0.0009945,0.00099442,0.00099433,0.00099424,0.00099415
760,5.87,0.41,18,0.00099402,0.00099396,0.0009939,0.00099383,0.00099376
746,2.32,0.26,11,0.00098583,0.00098573,0.00098562,0.00098551,0.00098539
481,8.79,0.47,6,0.00099593,0.00099582,0.00099573,0.00099564,0.00099555
975,1.02,0.38,8,0.00097529,0.00097514,0.00097498,0.00097482,0.00097466
317,2.99,0.32,20,0.00099185,0.00099178,0.00099172,0.00099165,0.00099158
398,1.22,0.41,5,0.00096389,0.00096358,0.00096327,0.00096297,0.00096268
570,9.25,0.46,17,0.00099635,0.00099628,0.00099622,0.00099615,0.00099609
330,8.11,0.27,9,0.00099586,0.00099576,0.00099568,0.0009956,0.00099553
237,2.99,0.45,8,0.00098499,0.00098484,0.0009847,0.00098455,0.00098441
578,8.35,0.43,16,0.0009958,0.00099573,0.00099566,0.0009956,0.00099553
996,2.38,0.4,15,0.00098894,0.00098886,0.00098877,0.00098869,0.0009886
399,3.76,0.28,14,0.00099073,0.00099065,0.00099056,0.00099048,0.00099039
793,8.31,0.32,17,0.00099577,0.0009957,0.00099564,0.00099557,0.00099551
552,5.36,0.37,10,0.00099225,0.00099215,0.00099205,0.00099195,0.00099185
836,4.11,0.14,5,0.00098639,0.00098615,0.00098593,0.0009857,0.00098549
142,6.7,0.17,9,0.00099423,0.00099414,0.00099405,0.00099396,0.00099387
709,5.56,0.48,17,0.00099363,0.00099356,0.00099349,0.00099342,0.00099335
929,3,0.15,13,0.00098897,0.00098888,0.00098879,0.00098869,0.0009886
371,2.54,0.4,9,0.00098452,0.00098439,0.00098425,0.00098412,0.00098399
579,5.96,0.39,6,0.00099241,0.00099227,0.00099214,0.00099201,0.00099188
966,3.41,0.31,11,0.00098864,0.00098854,0.00098843,0.00098832,0.00098822
162,3.82,0.13,20,0.00099264,0.00099257,0.00099251,0.00099244,0.00099238
531,2.22,0.39,7,0.00097995,0.00097977,0.00097959,0.00097942,0.00097924
320,1.64,0.25,11,0.00098382,0.00098371,0.0009836,0.00098349,0.00098337
161,4.88,0.4,11,0.00099162,0.00099152,0.00099143,0.00099133,0.00099123
562,5.85,0.46,7,0.0009926,0.00099248,0.00099236,0.00099225,0.00099213
777,3.09,0.23,12,0.00098856,0.00098846,0.00098836,0.00098826,0.00098816
653,4.88,0.26,15,0.00099254,0.00099247,0.00099239,0.00099231,0.00099223
917,4.53,0.38,15,0.00099213,0.00099206,0.00099198,0.0009919,0.00099182
599,9.44,0.24,10,0.00099694,0.00099683,0.00099674,0.00099666,0.0009966
737,6.57,0.25,11,0.00099413,0.00099405,0.00099396,0.00099388,0.00099379
501,1.33,0.13,11,0.00098268,0.00098257,0.00098246,0.00098234,0.00098223
586,6.41,0.12,6,0.0009932,0.00099308,0.00099295,0.00099283,0.00099271
166,6.89,0.35,19,0.00099489,0.00099483,0.00099477,0.00099471,0.00099465
321,2.01,0.38,13,0.0009869,0.0009868,0.00098671,0.00098661,0.00098651
176,4.11,0.28,6,0.00098752,0.00098734,0.00098716,0.00098699,0.00098681
595,3.15,0.16,10,0.00098737,0.00098725,0.00098714,0.00098702,0.0009869
331,9.2,0.28,14,0.00099646,0.00099638,0.0009963,0.00099623,0.00099617
388,6.6,0.21,18,0.00099461,0.00099455,0.00099448,0.00099442,0.00099435
223,8.59,0.46,7,0.00099613,0.00099602,0.00099594,0.00099586,0.00099579
571,4.39,0.29,11,0.00099072,0.00099062,0.00099052,0.00099042,0.00099032
83,7.59,0.2,12,0.00099525,0.00099517,0.00099509,0.00099502,0.00099494
239,5.13,0.13,9,0.00099165,0.00099154,0.00099143,0.00099132,0.00099121
984,8.42,0.25,17,0.00099584,0.00099577,0.00099571,0.00099564,0.00099558
837,6.73,0.26,12,0.00099435,0.00099427,0.00099419,0.00099411,0.00099403
378,5.59,0.23,16,0.00099351,0.00099344,0.00099337,0.00099329,0.00099322
315,3.31,0.42,20,0.00099217,0.00099211,0.00099204,0.00099197,0.00099191
761,5.92,0.27,15,0.0009937,0.00099362,0.00099355,0.00099348,0.0009934
555,6.53,0.3,17,0.00099447,0.0009944,0.00099434,0.00099427,0.0009942
731,3.8,0.28,9,0.00098849,0.00098837,0.00098825,0.00098813,0.000988
950,5.82,0.14,8,0.00099276,0.00099265,0.00099254,0.00099243,0.00099233
596,1.96,0.31,17,0.00098937,0.0009893,0.00098922,0.00098914,0.00098906
951,2.83,0.29,17,0.0009906,0.00099053,0.00099046,0.00099038,0.0009903
159,1.42,0.23,10,0.00098142,0.0009813,0.00098117,0.00098105,0.00098092
770,8.72,0.46,13,0.00099618,0.00099609,0.00099601,0.00099594,0.00099588
727,5.24,0.24,14,0.00099279,0.00099271,0.00099263,0.00099255,0.00099247
659,9.49,0.41,7,0.00099681,0.00099669,0.00099659,0.00099652,0.00099646
303,1.44,0.28,14,0.00098633,0.00098624,0.00098615,0.00098606,0.00098596
901,7.7,0.3,9,0.00099543,0.00099534,0.00099526,0.00099518,0.0009951
580,7.28,0.43,8,0.00099491,0.00099482,0.00099474,0.00099465,0.00099457
787,6.29,0.37,9,0.00099364,0.00099355,0.00099345,0.00099336,0.00099326
5,3.51,0.35,10,0.00098835,0.00098824,0.00098812,0.00098801,0.00098789
946,3.69,0.39,8,0.00098756,0.00098742,0.00098728,0.00098714,0.000987
643,4.09,0.26,17,0.00099214,0.00099207,0.000992,0.00099192,0.00099185
893,4.64,0.47,7,0.00098986,0.00098971,0.00098957,0.00098943,0.00098929
722,9.49,0.17,6,0.00099646,0.00099633,0.00099623,0.00099615,0.00099606
765,1.71,0.35,17,0.00098905,0.00098898,0.0009889,0.00098882,0.00098874
564,4.8,0.2,9,0.00099095,0.00099083,0.00099072,0.00099061,0.00099049
581,9.13,0.21,17,0.00099628,0.00099621,0.00099615,0.00099609,0.00099603
655,7.33,0.13,17,0.00099508,0.00099502,0.00099495,0.00099489,0.00099483
785,4.58,0.16,16,0.00099243,0.00099236,0.00099229,0.00099221,0.00099214
967,9.52,0.47,18,0.00099647,0.00099641,0.00099635,0.00099629,0.00099623
794,4.25,0.28,15,0.00099176,0.00099168,0.0009916,0.00099152,0.00099144
374,9.36,0.45,19,0.00099636,0.00099631,0.00099625,0.00099619,0.00099613
379,7.52,0.14,7,0.00099507,0.00099498,0.00099489,0.0009948,0.00099471
926,5.49,0.28,17,0.00099355,0.00099348,0.00099341,0.00099334,0.00099327
749,8.01,0.32,11,0.00099569,0.0009956,0.00099552,0.00099545,0.00099537
551,5.26,0.45,13,0.00099263,0.00099255,0.00099246,0.00099238,0.00099229
723,3.8,0.13,13,0.0009904,0.00099031,0.00099022,0.00099013,0.00099004
590,4.66,0.18,12,0.00099152,0.00099143,0.00099134,0.00099125,0.00099115
985,8.28,0.38,8,0.00099598,0.00099588,0.0009958,0.00099573,0.00099566
441,7.78,0.19,6,0.00099499,0.00099489,0.0009948,0.0009947,0.00099459
711,9.73,0.28,18,0.00099657,0.00099652,0.00099646,0.0009964,0.00099634
960,2.93,0.15,8,0.00098477,0.00098462,0.00098448,0.00098433,0.00098419
170,1.66,0.32,10,0.00098252,0.0009824,0.00098227,0.00098215,0.00098202
583,3.56,0.32,19,0.00099214,0.00099208,0.00099201,0.00099194,0.00099187
529,9.96,0.15,10,0.00099729,0.00099719,0.00099709,0.00099701,0.00099695
795,2.33,0.31,20,0.00099119,0.00099113,0.00099106,0.00099099,0.00099092
955,6.56,0.16,7,0.00099382,0.00099371,0.00099361,0.00099351,0.0009934
783,1.01,0.29,11,0.00098175,0.00098163,0.00098152,0.0009814,0.00098128
493,6.23,0.36,6,0.00099292,0.00099279,0.00099267,0.00099254,0.00099241
597,2.98,0.28,20,0.00099184,0.00099177,0.00099171,0.00099164,0.00099158
128,5.65,0.41,9,0.00099262,0.00099252,0.00099241,0.00099231,0.00099221
326,5.37,0.43,5,0.00099034,0.00099014,0.00098995,0.00098977,0.00098959
705,4.36,0.43,5,0.0009873,0.00098707,0.00098685,0.00098664,0.00098643
180,7.2,0.49,20,0.00099517,0.00099511,0.00099505,0.00099499,0.00099493
194,7.11,0.11,13,0.00099478,0.0009947,0.00099462,0.00099455,0.00099447
961,6.31,0.26,17,0.00099428,0.00099421,0.00099415,0.00099408,0.00099401
391,4.16,0.11,17,0.00099221,0.00099214,0.00099207,0.000992,0.00099192
355,1.89,0.36,11,0.00098452,0.00098441,0.0009843,0.00098419,0.00098407
328,1.7,0.24,16,0.00098843,0.00098835,0.00098827,0.00098819,0.0009881
751,3.84,0.46,17,0.00099184,0.00099177,0.0009917,0.00099162,0.00099155
693,5.19,0.48,8,0.00099153,0.00099142,0.0009913,0.00099118,0.00099106
697,4.61,0.15,18,0.00099291,0.00099285,0.00099278,0.00099271,0.00099264
477,2.9,0.38,12,0.00098809,0.00098799,0.0009879,0.0009878,0.00098769
687,7.33,0.44,10,0.00099501,0.00099492,0.00099484,0.00099476,0.00099468
110,1.36,0.11,10,0.00098121,0.00098109,0.00098097,0.00098085,0.00098072
819,3.22,0.44,7,0.00098493,0.00098476,0.00098459,0.00098442,0.00098426
199,7.67,0.24,16,0.00099531,0.00099524,0.00099517,0.00099511,0.00099504
327,5.18,0.43,17,0.00099326,0.0009932,0.00099313,0.00099306,0.00099299
173,7.89,0.37,19,0.00099554,0.00099548,0.00099542,0.00099536,0.0009953
363,5.27,0.28,14,0.00099282,0.00099274,0.00099266,0.00099258,0.0009925
386,3.27,0.36,11,0.00098833,0.00098823,0.00098812,0.00098801,0.00098791
789,1.76,0.18,7,0.0009771,0.00097692,0.00097674,0.00097656,0.00097638
591,6.78,0.17,8,0.00099427,0.00099418,0.00099408,0.00099399,0.0009939
944,1.15,0.41,6,0.0009687,0.00096848,0.00096825,0.00096803,0.00096781
115,1.78,0.22,10,0.00098291,0.00098279,0.00098267,0.00098255,0.00098242
906,6.7,0.12,5,0.00099292,0.00099276,0.0009926,0.00099244,0.00099228
111,5.39,0.15,15,0.00099313,0.00099306,0.00099298,0.0009929,0.00099283
631,2.19,0.3,13,0.00098726,0.00098717,0.00098707,0.00098698,0.00098688
553,9.78,0.28,18,0.0009966,0.00099655,0.00099648,0.00099642,0.00099637
587,5.94,0.47,10,0.00099318,0.00099309,0.000993,0.00099291,0.00099281
565,1.87,0.43,19,0.00099026,0.00099019,0.00099012,0.00099004,0.00098997
563,2.31,0.29,14,0.0009882,0.00098812,0.00098803,0.00098794,0.00098785
871,8.2,0.44,15,0.0009957,0.00099563,0.00099556,0.0009955,0.00099543
329,7.22,0.19,10,0.00099489,0.0009948,0.00099472,0.00099464,0.00099456
387,5.92,0.27,20,0.00099431,0.00099425,0.00099419,0.00099413,0.00099407
941,1.93,0.43,6,0.0009754,0.00097516,0.00097494,0.00097472,0.00097451
395,6.71,0.41,10,0.00099427,0.00099419,0.0009941,0.00099401,0.00099393
930,3.67,0.17,13,0.00099019,0.0009901,0.00099001,0.00098992,0.00098982
931,2.66,0.41,8,0.00098374,0.0009836,0.00098345,0.0009833,0.00098315
912,1.75,0.21,11,0.00098413,0.00098402,0.00098391,0.0009838,0.00098368
958,3.93,0.29,17,0.00099194,0.00099187,0.0009918,0.00099172,0.00099165
380,1.97,0.34,16,0.00098882,0.00098874,0.00098866,0.00098858,0.0009885
741,8.42,0.45,15,0.00099586,0.00099579,0.00099572,0.00099565,0.00099559
774,1.96,0.27,8,0.00098035,0.00098019,0.00098004,0.00097989,0.00097974
392,5.86,0.12,5,0.00099144,0.00099125,0.00099108,0.0009909,0.00099073
801,8.02,0.36,12,0.00099565,0.00099557,0.00099549,0.00099542,0.00099535
703,3.95,0.31,8,0.00098832,0.00098818,0.00098805,0.00098792,0.00098778
775,6.5,0.39,16,0.00099436,0.00099429,0.00099422,0.00099415,0.00099408
356,5.2,0.32,16,0.00099311,0.00099303,0.00099296,0.00099289,0.00099281
396,4.68,0.24,12,0.00099155,0.00099146,0.00099137,0.00099128,0.00099118
753,6.35,0.21,10,0.00099379,0.0009937,0.00099361,0.00099352,0.00099343
165,1.68,0.35,10,0.00098258,0.00098246,0.00098234,0.00098222,0.00098209
790,9.13,0.23,10,0.00099671,0.00099661,0.00099652,0.00099644,0.00099638
196,1.77,0.4,14,0.00098712,0.00098703,0.00098694,0.00098685,0.00098676
49,1.67,0.4,20,0.00099049,0.00099043,0.00099036,0.00099029,0.00099022
335,9.94,0.23,5,0.00099619,0.00099603,0.00099588,0.00099574,0.0009956
759,6.8,0.18,7,0.00099414,0.00099405,0.00099395,0.00099385,0.00099375
965,1.57,0.45,18,0.00098943,0.00098936,0.00098928,0.0009892,0.00098913
332,9.22,0.28,7,0.00099663,0.00099651,0.00099642,0.00099635,0.00099628
347,3.97,0.45,14,0.00099103,0.00099095,0.00099087,0.00099078,0.0009907
123,3.72,0.28,13,0.00099027,0.00099018,0.00099009,0.00099,0.00098991
621,8.5,0.29,20,0.00099592,0.00099586,0.00099581,0.00099575,0.0009957
796,5.91,0.33,19,0.00099418,0.00099412,0.00099406,0.00099399,0.00099393
799,9.55,0.41,13,0.00099677,0.00099669,0.0009966,0.00099653,0.00099647
778,6.63,0.3,7,0.00099391,0.00099381,0.00099371,0.00099361,0.00099351
747,7.3,0.16,13,0.00099495,0.00099488,0.0009948,0.00099473,0.00099465
337,5.08,0.21,14,0.0009926,0.00099252,0.00099244,0.00099235,0.00099227
333,2.03,0.5,10,0.0009839,0.00098378,0.00098366,0.00098354,0.00098341
779,1.01,0.38,6,0.00096745,0.00096722,0.00096701,0.00096679,0.00096657
366,6.68,0.4,18,0.00099467,0.0009946,0.00099454,0.00099448,0.00099441
913,4.64,0.17,19,0.00099315,0.00099308,0.00099302,0.00099295,0.00099289
986,2.42,0.23,12,0.00098695,0.00098686,0.00098676,0.00098665,0.00098655
91,3.34,0.44,5,0.00098265,0.00098237,0.00098211,0.00098187,0.00098163
309,9.63,0.3,12,0.00099691,0.00099682,0.00099674,0.00099666,0.00099659
121,3.95,0.3,8,0.00098832,0.00098818,0.00098805,0.00098792,0.00098778
99,2.48,0.23,11,0.00098624,0.00098614,0.00098603,0.00098592,0.00098581
771,3.56,0.45,12,0.00098954,0.00098944,0.00098935,0.00098925,0.00098915
