,index,results
176,466.pickle,"3.5, 0.19, 18, 0.00099179, 0.00099106, 0.00099032, 0.00098959, 0.00098886,       0.00098812, 0.00098736, 0.00098658, 0.00099196, 0.0750335 ,       0.23236104, 0.29149685, 0.31436738, 0.32358163, 0.3273526 ,       0.3289046 , 0.32954465, 0.32980884, 0.32991796"
177,228.pickle,"3.16, 0.13, 12, 0.0009887 , 0.00098769, 0.00098667, 0.00098568, 0.00098471,       0.00098374, 0.00098275, 0.00098174, 0.00098071, 0.00097966,       0.00097858, 0.00097747, 0.00097795, 0.00690473, 0.16285886,       0.26243798, 0.30188559, 0.31811106, 0.3249373 "
178,827.pickle,"1.67, 0.23, 16, 0.00098839, 0.00098753, 0.00098663, 0.00099397, 0.0525256 ,       0.21926554, 0.28604524, 0.31202666, 0.32256469, 0.32691106,       0.32871436, 0.32946403, 0.32977589, 0.32990565, 0.32995965,       0.32998213, 0.32999149, 0.3299954 , 0.32999704"
179,413.pickle,"1.78, 0.28, 9, 0.00098137, 0.00097999, 0.00097857, 0.00097717, 0.00097578,       0.00097437, 0.00097295, 0.00097151, 0.00097227, 0.00227931,       0.08087391, 0.22093426, 0.28333729, 0.30968384, 0.32107575,       0.32606248, 0.32825708, 0.32922544, 0.32965345"
180,475.pickle,"1.24, 0.1, 6, 0.00096949, 0.00096731, 0.00096527, 0.00096324, 0.00096123,       0.00095921, 0.00095715, 0.00095515, 0.00095848, 0.00138599,       0.01332788, 0.12872486, 0.23679535, 0.28738635, 0.31033233,       0.32086592, 0.32574122, 0.32800842, 0.32906624"
181,407.pickle,"1.29, 0.21, 13, 0.00098506, 0.00098403, 0.00098296, 0.00120156, 0.07705269,       0.22651971, 0.28773971, 0.31233171, 0.32254193, 0.32684038,       0.32865914, 0.32943005, 0.32975703, 0.32989577, 0.32995465,       0.32997964, 0.32999025, 0.32999478, 0.32999671"
182,649.pickle,"2.35, 0.16, 9, 0.0009837 , 0.00098236, 0.00098102, 0.00097971, 0.00097842,       0.00097713, 0.00097583, 0.00097451, 0.00097317, 0.00097179,       0.00097038, 0.00096896, 0.00097887, 0.00528797, 0.12668885,       0.2433892 , 0.29281241, 0.31378392, 0.32287566"
183,879.pickle,"3.36, 0.28, 6, 0.00098433, 0.00098248, 0.00098089, 0.00097944, 0.00097808,       0.00097678, 0.00097549, 0.00097421, 0.00097291, 0.00097159,       0.00097025, 0.00096889, 0.00096749, 0.00096606, 0.00096459,       0.00096309, 0.00096156, 0.00095999, 0.00095838"
184,838.pickle,"3.19, 0.28, 11, 0.00098815, 0.00098706, 0.00098598, 0.00098494, 0.00098392,       0.0009829 , 0.00098187, 0.00098083, 0.00097976, 0.00097866,       0.00097754, 0.00097639, 0.00097521, 0.00097401, 0.00104236,       0.04248359, 0.20490164, 0.27841934, 0.30820144"
185,284.pickle,"1.94, 0.24, 6, 0.00097548, 0.00097336, 0.00097147, 0.00096967, 0.0009679 ,       0.00096614, 0.00096438, 0.00096259, 0.00096079, 0.00095894,       0.00095707, 0.00095515, 0.0009532 , 0.00095121, 0.00094928,       0.00095487, 0.00150968, 0.01580249, 0.13772534"
186,603.pickle,"1.95, 0.27, 14, 0.00098745, 0.00098651, 0.00098552, 0.00098453, 0.00098353,       0.00099656, 0.03258354, 0.20259362, 0.27874491, 0.30876956,       0.32109371, 0.32624502, 0.32841284, 0.32932742, 0.32971369,       0.32987691, 0.32994594, 0.32997515, 0.32998752"
187,884.pickle,"2.81, 0.25, 10, 0.00098635, 0.00098516, 0.00098396, 0.0009828 , 0.00098167,       0.00098054, 0.0009794 , 0.00097824, 0.00097705, 0.00097584,       0.0009746 , 0.00097332, 0.00097202, 0.00097257, 0.00320112,       0.11680131, 0.24089716, 0.29236161, 0.3138168 "
188,896.pickle,"1.12, 0.2, 8, 0.00097583, 0.00097422, 0.00097257, 0.00097091, 0.00096938,       0.00103097, 0.0099089 , 0.14203403, 0.2483278 , 0.2942837 ,       0.31418138, 0.32295047, 0.32684818, 0.32858745, 0.32936521,       0.32971354, 0.32986975, 0.3299399 , 0.32997145"
189,816.pickle,"4.04, 0.24, 5, 0.00098612, 0.00098403, 0.00098238, 0.00098098, 0.00097971,       0.00097853, 0.0009774 , 0.0009763 , 0.0009752 , 0.0009741 ,       0.00097298, 0.00097184, 0.00097068, 0.00096949, 0.00096827,       0.00096701, 0.00096573, 0.00096442, 0.00096307"
190,7.pickle,"1.87, 0.29, 12, 0.00098554, 0.00098447, 0.00098335, 0.00098223, 0.0009811 ,       0.00097997, 0.00100161, 0.02349758, 0.18977231, 0.27267169,       0.305935  , 0.31976591, 0.32562424, 0.32812366, 0.32919309,       0.32965127, 0.32984775, 0.32993208, 0.3299683 "
191,263.pickle,"2.25, 0.23, 10, 0.00098459, 0.00098336, 0.0009821 , 0.00098087, 0.00097965,       0.00097843, 0.00097719, 0.00097593, 0.00097464, 0.00097334,       0.00099035, 0.01117183, 0.16338525, 0.2605598 , 0.30044144,       0.31723872, 0.32445519, 0.32758161, 0.32894094"
192,625.pickle,"2.4, 0.27, 5, 0.00097617, 0.00097358, 0.00097153, 0.00096966, 0.00096789,       0.00096614, 0.00096443, 0.0009627 , 0.00096095, 0.00095919,       0.00095739, 0.00095556, 0.00095369, 0.00095178, 0.00094984,       0.00094785, 0.00094583, 0.00094376, 0.00094165"
193,91.pickle,"1.5, 0.23, 18, 0.00098935, 0.00098856, 0.00105355, 0.11095106, 0.24686638,       0.29709973, 0.31665389, 0.32453776, 0.32775765, 0.32907837,       0.32962079, 0.32984361, 0.32993513, 0.32997271, 0.32998815,       0.3299945 , 0.32999711, 0.32999819, 0.32999864"
194,100.pickle,"1.56, 0.26, 18, 0.00098942, 0.00098863, 0.00099377, 0.06995555, 0.2302106 ,       0.29078052, 0.31412575, 0.32350453, 0.32733216, 0.32890268,       0.32954815, 0.32981354, 0.32992266, 0.32996751, 0.32998595,       0.32999354, 0.32999666, 0.32999795, 0.32999849"
195,626.pickle,"3.63, 0.16, 15, 0.00099092, 0.00099009, 0.00098925, 0.00098844, 0.00098763,       0.00098681, 0.00098598, 0.00098513, 0.00098426, 0.00098337,       0.00098245, 0.00103492, 0.08398179, 0.23330494, 0.29116826,       0.31399451, 0.32333339, 0.32720981, 0.32882744"
196,486.pickle,"2.37, 0.24, 13, 0.00098762, 0.00098664, 0.00098562, 0.00098461, 0.00098361,       0.00098259, 0.00098155, 0.00098063, 0.00214244, 0.12298317,       0.24696036, 0.29583855, 0.3156624 , 0.32393298, 0.32742289,       0.32890187, 0.3295298 , 0.32979664, 0.32991014"
197,852.pickle,"3.56, 0.13, 16, 0.00099119, 0.0009904 , 0.0009896 , 0.00098881, 0.00098803,       0.00098724, 0.00098643, 0.0009856 , 0.00098475, 0.00098388,       0.00132642, 0.12633407, 0.25121563, 0.2983133 , 0.31696862,       0.32459372, 0.32774775, 0.32905804, 0.3296033 "
198,24.pickle,"3.92, 0.14, 9, 0.0009888 , 0.00098759, 0.00098643, 0.00098534, 0.00098431,       0.00098329, 0.00098228, 0.00098126, 0.00098022, 0.00097916,       0.00097808, 0.00097696, 0.00097582, 0.00097465, 0.00097346,       0.00097223, 0.00097097, 0.00096968, 0.00096836"
199,832.pickle,"3.64, 0.22, 8, 0.0009874 , 0.00098603, 0.00098474, 0.00098355, 0.00098241,       0.0009813 , 0.00098019, 0.00097908, 0.00097795, 0.0009768 ,       0.00097562, 0.00097441, 0.00097318, 0.00097191, 0.00097062,       0.00096929, 0.00096793, 0.00096654, 0.00096512"
200,853.pickle,"1.18, 0.3, 19, 0.00098942, 0.0015866 , 0.14697192, 0.26095155, 0.30271692,       0.31899015, 0.32552478, 0.32817684, 0.32925677, 0.32969685,       0.32987618, 0.32994923, 0.32997898, 0.32999108, 0.32999602,       0.32999803, 0.32999885, 0.32999919, 0.32999933"
201,829.pickle,"2.67, 0.2, 14, 0.00098891, 0.00098799, 0.00098705, 0.00098612, 0.00098519,       0.00098425, 0.0009833 , 0.00098232, 0.00099786, 0.04841093,       0.21431709, 0.28347194, 0.31074713, 0.32193783, 0.32660707,       0.32856753, 0.32939266, 0.32974033, 0.32988694"
202,49.pickle,"2.89, 0.25, 12, 0.00098807, 0.00098705, 0.00098601, 0.00098499, 0.00098399,       0.00098298, 0.00098196, 0.00098092, 0.00097985, 0.00097876,       0.00097764, 0.00100948, 0.03490323, 0.20115402, 0.27736794,       0.3079219 , 0.32062306, 0.32599523, 0.32828291"
203,270.pickle,"3.84, 0.14, 17, 0.00099184, 0.00099109, 0.00099034, 0.0009896 , 0.00098886,       0.00098812, 0.00098736, 0.00098658, 0.00098577, 0.00098495,       0.00106827, 0.10638055, 0.24410468, 0.29573559, 0.31598621,       0.32421262, 0.32759935, 0.32900038, 0.32958103"
204,464.pickle,"4.48, 0.26, 7, 0.00098934, 0.00098796, 0.0009867 , 0.00098556, 0.00098451,       0.00098351, 0.00098253, 0.00098155, 0.00098057, 0.00097957,       0.00097855, 0.00097751, 0.00097644, 0.00097534, 0.00097422,       0.00097307, 0.00097189, 0.00097068, 0.00096944"
205,812.pickle,"4.2, 0.26, 7, 0.00098855, 0.0009871 , 0.0009858 , 0.00098461, 0.00098351,       0.00098245, 0.00098142, 0.00098039, 0.00097935, 0.00097829,       0.00097721, 0.00097611, 0.00097497, 0.00097381, 0.00097262,       0.0009714 , 0.00097015, 0.00096887, 0.00096756"
206,240.pickle,"3.78, 0.18, 15, 0.00099112, 0.0009903 , 0.00098947, 0.00098866, 0.00098786,       0.00098706, 0.00098624, 0.00098541, 0.00098455, 0.00098367,       0.00098276, 0.00098193, 0.00423889, 0.16368823, 0.26472048,       0.30340976, 0.31897428, 0.3253948 , 0.32806846"
207,449.pickle,"4.02, 0.25, 6, 0.00098721, 0.00098551, 0.00098404, 0.00098274, 0.00098154,       0.00098041, 0.0009793 , 0.0009782 , 0.0009771 , 0.00097599,       0.00097485, 0.00097369, 0.00097251, 0.00097129, 0.00097004,       0.00096877, 0.00096746, 0.00096612, 0.00096474"
208,68.pickle,"3.65, 0.29, 14, 0.00099057, 0.00098969, 0.00098881, 0.00098796, 0.00098712,       0.00098627, 0.00098541, 0.00098454, 0.00098364, 0.00098271,       0.00098177, 0.00098079, 0.00099343, 0.04808844, 0.21461323,       0.2836645 , 0.31084951, 0.32198818, 0.32662978"
209,868.pickle,"3.98, 0.18, 9, 0.00098895, 0.00098775, 0.00098659, 0.00098552, 0.00098449,       0.00098348, 0.00098248, 0.00098147, 0.00098044, 0.00097939,       0.00097832, 0.00097721, 0.00097608, 0.00097493, 0.00097374,       0.00097252, 0.00097128, 0.00097   , 0.00096869"
210,438.pickle,"3.71, 0.13, 14, 0.00099066, 0.00098978, 0.0009889 , 0.00098806, 0.00098722,       0.00098638, 0.00098553, 0.00098466, 0.00098376, 0.00098285,       0.0009819 , 0.00098094, 0.00098098, 0.01224149, 0.18444373,       0.27210287, 0.30619053, 0.32005829, 0.3258218 "
211,272.pickle,"4.19, 0.16, 7, 0.00098852, 0.00098707, 0.00098576, 0.00098458, 0.00098347,       0.00098242, 0.00098138, 0.00098035, 0.0009793 , 0.00097824,       0.00097716, 0.00097605, 0.00097492, 0.00097375, 0.00097256,       0.00097134, 0.00097009, 0.0009688 , 0.00096749"
212,208.pickle,"4.42, 0.25, 7, 0.00098918, 0.00098778, 0.00098651, 0.00098536, 0.0009843 ,       0.00098329, 0.0009823 , 0.00098131, 0.00098032, 0.0009793 ,       0.00097827, 0.00097721, 0.00097613, 0.00097502, 0.00097389,       0.00097272, 0.00097152, 0.0009703 , 0.00096904"
213,417.pickle,"2.55, 0.14, 16, 0.00098979, 0.00098896, 0.00098811, 0.00098726, 0.0009864 ,       0.00098553, 0.00098664, 0.03587242, 0.21023237, 0.2826318 ,       0.31065383, 0.32199536, 0.32667116, 0.32861187, 0.32941933,       0.32975562, 0.32989577, 0.3299542 , 0.32997858"
214,400.pickle,"3.79, 0.29, 9, 0.00098847, 0.00098724, 0.00098606, 0.00098496, 0.00098391,       0.00098288, 0.00098184, 0.0009808 , 0.00097974, 0.00097866,       0.00097755, 0.00097641, 0.00097525, 0.00097406, 0.00097283,       0.00097158, 0.0009703 , 0.00096898, 0.00096764"
215,433.pickle,"2.81, 0.25, 11, 0.00098718, 0.00098607, 0.00098495, 0.00098387, 0.0009828 ,       0.00098173, 0.00098065, 0.00097954, 0.00097841, 0.00097726,       0.00097608, 0.00097489, 0.00106468, 0.04413887, 0.20536846,       0.2784929 , 0.30819388, 0.32066078, 0.32597842"
216,600.pickle,"4.24, 0.29, 7, 0.00098867, 0.00098722, 0.00098593, 0.00098475, 0.00098366,       0.00098261, 0.00098158, 0.00098056, 0.00097953, 0.00097848,       0.00097741, 0.00097631, 0.00097519, 0.00097404, 0.00097285,       0.00097165, 0.00097041, 0.00096914, 0.00096783"
217,36.pickle,"3.6, 0.28, 13, 0.00099007, 0.00098914, 0.00098821, 0.00098731, 0.00098643,       0.00098554, 0.00098465, 0.00098373, 0.00098279, 0.00098183,       0.00098085, 0.00097984, 0.0009788 , 0.00099338, 0.0404513 ,       0.2083506 , 0.28085823, 0.30957779, 0.32140664"
218,902.pickle,"1.08, 0.21, 7, 0.00097236, 0.00097052, 0.00096867, 0.00096682, 0.00096498,       0.00096439, 0.00125846, 0.0184808 , 0.15787043, 0.25372929,       0.29599626, 0.31467731, 0.32305634, 0.3268431 , 0.32856107,       0.32934236, 0.32969835, 0.32986082, 0.3299351 "
219,26.pickle,"3.64, 0.13, 9, 0.00098807, 0.00098683, 0.00098563, 0.00098451, 0.00098343,       0.00098238, 0.00098132, 0.00098026, 0.00097917, 0.00097806,       0.00097692, 0.00097576, 0.00097457, 0.00097335, 0.00097209,       0.00097081, 0.0009695 , 0.00096815, 0.00096678"
220,403.pickle,"3.11, 0.15, 9, 0.00098646, 0.00098517, 0.00098392, 0.00098272, 0.00098156,       0.00098042, 0.00097927, 0.00097811, 0.00097692, 0.00097571,       0.00097447, 0.0009732 , 0.0009719 , 0.00097057, 0.0009692 ,       0.00096781, 0.00096639, 0.0009728 , 0.00544005"
221,679.pickle,"2.12, 0.13, 9, 0.00098287, 0.00098151, 0.00098013, 0.00097879, 0.00097746,       0.00097613, 0.00097479, 0.00097342, 0.00097202, 0.0009706 ,       0.00096943, 0.0012779 , 0.04632614, 0.20113684, 0.27531509,       0.30633886, 0.31965306, 0.32545184, 0.32799348"
222,76.pickle,"4.12, 0.17, 19, 0.00099268, 0.000992  , 0.00099131, 0.00099064, 0.00098997,       0.00098928, 0.00098858, 0.00098787, 0.00098713, 0.0009868 ,       0.04112632, 0.21745523, 0.2861456 , 0.31231717, 0.32277498,       0.3270321 , 0.32877665, 0.32949328, 0.32978793"
223,273.pickle,"1.32, 0.23, 13, 0.00098512, 0.0009841 , 0.00098301, 0.00105379, 0.05087544,       0.21248543, 0.28219026, 0.31004359, 0.32157796, 0.32643088,       0.32848462, 0.32935556, 0.32972519, 0.32988211, 0.32994876,       0.32997707, 0.32998911, 0.32999424, 0.32999643"
224,630.pickle,"3.68, 0.22, 13, 0.0009902 , 0.00098927, 0.00098835, 0.00098746, 0.00098658,       0.00098571, 0.00098482, 0.00098391, 0.00098298, 0.00098203,       0.00098105, 0.00098005, 0.00097902, 0.00097844, 0.00516901,       0.16038161, 0.26226868, 0.30206793, 0.31828244"
225,803.pickle,"3.16, 0.26, 10, 0.00098739, 0.00098621, 0.00098505, 0.00098394, 0.00098286,       0.00098178, 0.0009807 , 0.0009796 , 0.00097848, 0.00097733,       0.00097615, 0.00097494, 0.00097371, 0.00097244, 0.00097115,       0.00097074, 0.00255541, 0.10901745, 0.23778248"
226,477.pickle,"3.1, 0.23, 12, 0.00098858, 0.00098756, 0.00098654, 0.00098554, 0.00098457,       0.00098359, 0.00098259, 0.00098158, 0.00098054, 0.00097948,       0.00097839, 0.00097728, 0.00099902, 0.03498457, 0.20221056,       0.27793305, 0.30820299, 0.32076035, 0.32606112"
227,690.pickle,"1.39, 0.1, 13, 0.00098527, 0.00098425, 0.00098316, 0.00098739, 0.01046695,       0.17186169, 0.26616798, 0.303488  , 0.31882381, 0.3252616 ,       0.32798621, 0.32914272, 0.32963415, 0.3298431 , 0.32993196,       0.32996977, 0.32998587, 0.32999273, 0.32999566"
228,612.pickle,"4.13, 0.1, 19, 0.00099269, 0.00099201, 0.00099132, 0.00099065, 0.00098998,       0.00098929, 0.0009886 , 0.00098788, 0.00098714, 0.00098667,       0.03532695, 0.21420634, 0.28494526, 0.31184413, 0.32258332,       0.32695364, 0.3287444 , 0.32947999, 0.32978245"
229,27.pickle,"1.38, 0.22, 5, 0.00096577, 0.0009629 , 0.00096059, 0.00095835, 0.00095615,       0.00095395, 0.00095174, 0.00094947, 0.00094718, 0.00094487,       0.00094255, 0.00094096, 0.00096585, 0.00182396, 0.01312463,       0.1069432 , 0.22043756, 0.27821922, 0.30538809"
230,246.pickle,"3.61, 0.15, 13, 0.00099009, 0.00098915, 0.00098822, 0.00098733, 0.00098645,       0.00098556, 0.00098467, 0.00098375, 0.00098282, 0.00098186,       0.00098087, 0.00097986, 0.00097883, 0.00098785, 0.03288069,       0.20319626, 0.27885806, 0.30876427, 0.32106726"
231,229.pickle,"1.99, 0.18, 14, 0.00098752, 0.00098658, 0.0009856 , 0.00098461, 0.00098361,       0.00098574, 0.01263495, 0.18105664, 0.2704027 , 0.30539253,       0.31968766, 0.32565312, 0.3281626 , 0.3292214 , 0.32966868,       0.32985776, 0.32993773, 0.32997159, 0.32998594"
232,467.pickle,"1.84, 0.21, 13, 0.00098642, 0.00098541, 0.00098436, 0.0009833 , 0.00098224,       0.00098527, 0.01215291, 0.17773786, 0.26861363, 0.30450749,       0.31925688, 0.32544606, 0.32806419, 0.32917507, 0.32964703,       0.3298477 , 0.32993306, 0.3299694 , 0.3299849 "
233,633.pickle,"3.9, 0.21, 10, 0.00098926, 0.00098814, 0.00098705, 0.00098603, 0.00098504,       0.00098407, 0.0009831 , 0.00098211, 0.00098111, 0.00098008,       0.00097902, 0.00097794, 0.00097684, 0.0009757 , 0.00097454,       0.00097334, 0.00097212, 0.00097087, 0.00096959"
234,54.pickle,"3.54, 0.23, 12, 0.0009895 , 0.0009885 , 0.00098751, 0.00098656, 0.00098563,       0.0009847 , 0.00098376, 0.00098281, 0.00098183, 0.00098082,       0.00097979, 0.00097874, 0.00097765, 0.00097654, 0.00098165,       0.01792563, 0.18696093, 0.27202509, 0.3058129 "
235,653.pickle,"4.25, 0.28, 20, 0.00099301, 0.00099237, 0.00099171, 0.00099107, 0.00099042,       0.00098976, 0.00098909, 0.00098839, 0.00098768, 0.00101654,       0.11192381, 0.24813682, 0.2977584 , 0.31696833, 0.32468114,       0.32781988, 0.32910335, 0.32962907, 0.32984458"
236,634.pickle,"3.59, 0.15, 12, 0.0009896 , 0.0009886 , 0.00098761, 0.00098667, 0.00098574,       0.00098482, 0.00098389, 0.00098293, 0.00098196, 0.00098096,       0.00097994, 0.00097889, 0.00097781, 0.00097671, 0.00097624,       0.00452523, 0.15118414, 0.25792659, 0.3000961 "
237,51.pickle,"3.47, 0.24, 17, 0.0009914 , 0.00099064, 0.00098987, 0.0009891 , 0.00098834,       0.00098757, 0.00098678, 0.00098597, 0.00098515, 0.00194329,       0.14660722, 0.25925302, 0.30155023, 0.31832304, 0.32516922,       0.32799392, 0.32916393, 0.32964929, 0.32985079"
238,616.pickle,"3.97, 0.23, 15, 0.00099137, 0.00099055, 0.00098973, 0.00098894, 0.00098815,       0.00098737, 0.00098656, 0.00098574, 0.0009849 , 0.00098404,       0.00098315, 0.00098224, 0.00098384, 0.02625092, 0.20163743,       0.27902715, 0.30909082, 0.32130337, 0.3263612 "
239,856.pickle,"3.65, 0.12, 10, 0.00098869, 0.00098754, 0.00098643, 0.00098538, 0.00098436,       0.00098336, 0.00098235, 0.00098133, 0.00098028, 0.00097922,       0.00097812, 0.000977  , 0.00097585, 0.00097468, 0.00097347,       0.00097224, 0.00097097, 0.00096967, 0.00097042"
240,898.pickle,"1.8, 0.1, 13, 0.00098634, 0.00098533, 0.00098427, 0.00098321, 0.00098214,       0.00100108, 0.0329807 , 0.20123885, 0.27781901, 0.30825754,       0.32082717, 0.32611085, 0.32834684, 0.32929551, 0.32969845,       0.32986972, 0.32994254, 0.32997354, 0.32998675"
241,510.pickle,"1.34, 0.28, 19, 0.00098958, 0.00099107, 0.04648864, 0.21959378, 0.28705439,       0.31273633, 0.32297467, 0.32712939, 0.32882551, 0.32951914,       0.3298029 , 0.32991895, 0.32996641, 0.32998582, 0.32999374,       0.32999699, 0.32999832, 0.32999887, 0.3299991 "
242,10.pickle,"4.38, 0.19, 19, 0.0009929 , 0.00099223, 0.00099156, 0.0009909 , 0.00099024,       0.00098957, 0.00098888, 0.00098818, 0.00098746, 0.00098671,       0.00100092, 0.09346904, 0.24050631, 0.29472752, 0.31570905,       0.32414857, 0.32759306, 0.3290062 , 0.32958708"
243,620.pickle,"4.04, 0.11, 20, 0.00099284, 0.00099219, 0.00099153, 0.00099087, 0.00099021,       0.00098955, 0.00098886, 0.00098816, 0.00098749, 0.0225427 ,       0.20712028, 0.28257458, 0.31098884, 0.32226635, 0.32683598,       0.32870132, 0.32946478, 0.32977757, 0.3299058 "
244,666.pickle,"4.36, 0.23, 19, 0.00099289, 0.00099222, 0.00099154, 0.00099088, 0.00099022,       0.00098955, 0.00098886, 0.00098816, 0.00098743, 0.00098669,       0.00101879, 0.10609555, 0.24536874, 0.29656501, 0.31644124,       0.32444652, 0.32771523, 0.32905646, 0.32960779"
245,278.pickle,"4.06, 0.3, 8, 0.00098872, 0.00098739, 0.00098616, 0.00098503, 0.00098396,       0.00098292, 0.0009819 , 0.00098087, 0.00097983, 0.00097877,       0.00097768, 0.00097656, 0.00097542, 0.00097425, 0.00097305,       0.00097182, 0.00097056, 0.00096927, 0.00096795"
246,882.pickle,"3.9, 0.22, 10, 0.00098926, 0.00098814, 0.00098705, 0.00098603, 0.00098504,       0.00098407, 0.0009831 , 0.00098211, 0.00098111, 0.00098008,       0.00097902, 0.00097794, 0.00097684, 0.0009757 , 0.00097454,       0.00097334, 0.00097212, 0.00097087, 0.00096959"
247,8.pickle,"3.8, 0.11, 12, 0.00098998, 0.000989  , 0.00098803, 0.0009871 , 0.0009862 ,       0.0009853 , 0.00098439, 0.00098346, 0.00098251, 0.00098154,       0.00098054, 0.00097952, 0.00097847, 0.00097739, 0.00097629,       0.00097584, 0.00412776, 0.1469546 , 0.25616901"
248,614.pickle,"4.09, 0.15, 19, 0.00099265, 0.00099197, 0.00099129, 0.00099061, 0.00098994,       0.00098925, 0.00098855, 0.00098783, 0.00098709, 0.00098778,       0.05984613, 0.22663278, 0.28955177, 0.31366277, 0.32332065,       0.32725552, 0.32886845, 0.32953108, 0.32980354"
249,681.pickle,"1.88, 0.24, 10, 0.00098324, 0.00098199, 0.0009807 , 0.00097941, 0.00097813,       0.00097684, 0.00097554, 0.00097427, 0.00105473, 0.02367488,       0.18263899, 0.26821369, 0.30354421, 0.31853154, 0.32500066,       0.32781344, 0.32904034, 0.32957643, 0.32981096"
250,92.pickle,"2.31, 0.14, 8, 0.00098214, 0.00098064, 0.00097917, 0.00097774, 0.00097635,       0.00097496, 0.00097356, 0.00097214, 0.0009707 , 0.00096922,       0.00096772, 0.00096618, 0.0009646 , 0.0009634 , 0.00113077,       0.01942869, 0.16803693, 0.26006714, 0.29938535"
251,114.pickle,"1.13, 0.1, 14, 0.00098576, 0.00098479, 0.00132223, 0.10364068, 0.24041747,       0.29372399, 0.31497771, 0.32372615, 0.32737203, 0.32889788,       0.3295373 , 0.32980533, 0.32991768, 0.32996477, 0.32998451,       0.32999278, 0.32999626, 0.32999772, 0.32999834"
252,294.pickle,"2.3, 0.17, 10, 0.00098474, 0.00098351, 0.00098226, 0.00098104, 0.00097983,       0.00097861, 0.00097738, 0.00097613, 0.00097485, 0.00097354,       0.00097434, 0.00322315, 0.11512794, 0.23989224, 0.29187995,       0.31358762, 0.32287657, 0.3268951 , 0.3286415 "
253,200.pickle,"4.38, 0.11, 8, 0.00098956, 0.00098829, 0.0009871 , 0.00098602, 0.000985  ,       0.00098402, 0.00098304, 0.00098208, 0.00098109, 0.00098009,       0.00097906, 0.00097801, 0.00097693, 0.00097583, 0.00097469,       0.00097353, 0.00097234, 0.00097112, 0.00096987"
254,610.pickle,"4.34, 0.12, 8, 0.00098946, 0.00098818, 0.00098699, 0.0009859 , 0.00098487,       0.00098388, 0.00098291, 0.00098193, 0.00098094, 0.00097993,       0.00097889, 0.00097783, 0.00097675, 0.00097564, 0.00097449,       0.00097332, 0.00097212, 0.0009709 , 0.00096964"
255,463.pickle,"3.27, 0.27, 13, 0.00098945, 0.00098851, 0.00098755, 0.00098663, 0.00098571,       0.00098479, 0.00098386, 0.00098291, 0.00098193, 0.00098093,       0.00097991, 0.00097895, 0.00218183, 0.12833222, 0.24949398,       0.29693487, 0.3161462 , 0.32414696, 0.32751626"
256,215.pickle,"2.83, 0.22, 17, 0.0009906 , 0.00098983, 0.00098902, 0.00098822, 0.00098742,       0.0009866 , 0.00098579, 0.00347525, 0.16471166, 0.26596118,       0.30416348, 0.31938307, 0.32560662, 0.32817613, 0.32924066,       0.32968227, 0.32986559, 0.32994173, 0.32997338"
257,450.pickle,"3.87, 0.12, 12, 0.00099011, 0.00098913, 0.00098817, 0.00098724, 0.00098635,       0.00098545, 0.00098455, 0.00098363, 0.00098269, 0.00098173,       0.00098074, 0.00097972, 0.00097868, 0.00097761, 0.00097652,       0.00097543, 0.00124786, 0.08413855, 0.2295309 "
258,62.pickle,"4.77, 0.29, 5, 0.0009887 , 0.00098682, 0.00098535, 0.0009841 , 0.000983  ,       0.000982  , 0.00098105, 0.00098014, 0.00097925, 0.00097835,       0.00097745, 0.00097653, 0.0009756 , 0.00097464, 0.00097365,       0.00097265, 0.00097161, 0.00097054, 0.00096945"
259,409.pickle,"4.47, 0.26, 20, 0.00099319, 0.00099255, 0.0009919 , 0.00099126, 0.00099063,       0.00098998, 0.00098932, 0.00098864, 0.00098794, 0.00098722,       0.00485325, 0.1820456 , 0.27344871, 0.30742453, 0.32082699,       0.32624724, 0.32845913, 0.32936462, 0.32973578"
260,70.pickle,"4.11, 0.18, 9, 0.00098934, 0.00098814, 0.000987  , 0.00098594, 0.00098494,       0.00098395, 0.00098298, 0.00098199, 0.00098099, 0.00097996,       0.00097891, 0.00097783, 0.00097673, 0.0009756 , 0.00097444,       0.00097325, 0.00097204, 0.00097079, 0.00096951"
261,692.pickle,"1.36, 0.28, 5, 0.00096554, 0.00096269, 0.00096036, 0.00095811, 0.00095591,       0.00095371, 0.00095146, 0.00094919, 0.0009469 , 0.00094459,       0.00094226, 0.00094159, 0.00100106, 0.00276837, 0.02310566,       0.14007676, 0.23883789, 0.28691518, 0.30949937"
262,444.pickle,"4.11, 0.2, 8, 0.00098885, 0.00098754, 0.00098631, 0.00098519, 0.00098413,       0.0009831 , 0.00098209, 0.00098107, 0.00098003, 0.00097898,       0.0009779 , 0.0009768 , 0.00097566, 0.0009745 , 0.00097332,       0.0009721 , 0.00097085, 0.00096957, 0.00096826"
263,899.pickle,"1.25, 0.13, 8, 0.0009765 , 0.00097492, 0.00097329, 0.00097166, 0.00097002,       0.00096864, 0.00105755, 0.0106001 , 0.14203129, 0.24793687,       0.29398862, 0.3139987 , 0.32284529, 0.32678994, 0.3285559 ,       0.32934831, 0.32970448, 0.32986482, 0.3299371 "
264,622.pickle,"3.7, 0.25, 11, 0.00098932, 0.00098827, 0.00098723, 0.00098624, 0.00098528,       0.00098433, 0.00098337, 0.00098239, 0.00098139, 0.00098037,       0.00097933, 0.00097825, 0.00097716, 0.00097603, 0.00097487,       0.00097368, 0.00097262, 0.00164081, 0.0965513 "
