,index,results
791,711.pickle,"3.88, 0.28, 12, 0.00099012, 0.00098915, 0.00098818, 0.00098726, 0.00098637,       0.00098547, 0.00098457, 0.00098365, 0.00098271, 0.00098175,       0.00098076, 0.00097975, 0.00097871, 0.00097765, 0.00097655,       0.00097545, 0.00115536, 0.07456762, 0.22497606"
792,583.pickle,"1.91, 0.28, 11, 0.00098457, 0.00098342, 0.00098223, 0.00098103, 0.00097984,       0.00097864, 0.00097742, 0.00099707, 0.0141993 , 0.17280617,       0.265067  , 0.3025343 , 0.3182207 , 0.324918  , 0.32780034,       0.32904489, 0.32958315, 0.32981619, 0.32991719"
793,784.pickle,"3.48, 0.19, 7, 0.00098592, 0.00098437, 0.00098295, 0.00098164, 0.00098039,       0.00097919, 0.00097799, 0.00097679, 0.00097557, 0.00097433,       0.00097307, 0.00097178, 0.00097046, 0.0009691 , 0.00096772,       0.0009663 , 0.00096485, 0.00096336, 0.00096184"
794,786.pickle,"3.0, 0.18, 6, 0.0009826 , 0.00098068, 0.00097901, 0.00097747, 0.00097602,       0.00097462, 0.00097323, 0.00097184, 0.00097043, 0.000969  ,       0.00096754, 0.00096606, 0.00096454, 0.00096298, 0.00096139,       0.00095976, 0.0009581 , 0.0009564 , 0.00095467"
795,507.pickle,"4.23, 0.15, 6, 0.00098793, 0.00098627, 0.00098486, 0.0009836 , 0.00098245,       0.00098136, 0.0009803 , 0.00097926, 0.00097821, 0.00097715,       0.00097607, 0.00097496, 0.00097383, 0.00097268, 0.00097149,       0.00097028, 0.00096903, 0.00096776, 0.00096645"
796,951.pickle,"2.93, 0.11, 11, 0.00098746, 0.00098636, 0.00098526, 0.00098419, 0.00098313,       0.00098208, 0.00098101, 0.00097993, 0.00097881, 0.00097768,       0.00097651, 0.00097532, 0.00097465, 0.00230259, 0.10960157,       0.23906551, 0.29201942, 0.31382642, 0.32305284"
797,985.pickle,"3.1, 0.17, 17, 0.00099097, 0.0009902 , 0.00098941, 0.00098863, 0.00098784,       0.00098705, 0.00098623, 0.00098546, 0.00777913, 0.1836885 ,       0.27307707, 0.30698004, 0.32053677, 0.32608508, 0.32837519,       0.32932336, 0.32971639, 0.32987944, 0.3299471 "
798,988.pickle,"2.62, 0.29, 9, 0.00098479, 0.00098346, 0.00098214, 0.00098087, 0.00097964,       0.0009784 , 0.00097716, 0.0009759 , 0.00097461, 0.0009733 ,       0.00097195, 0.00097058, 0.00096917, 0.00096777, 0.00100735,       0.01410005, 0.16629648, 0.26092196, 0.30029837"
799,785.pickle,"1.15, 0.17, 15, 0.0009867 , 0.00098586, 0.00329595, 0.15334149, 0.26092084,       0.30200101, 0.31844387, 0.32519929, 0.32800126, 0.32916706,       0.32965251, 0.32985467, 0.32993886, 0.32997391, 0.3299885 ,       0.32999458, 0.32999711, 0.32999817, 0.32999862"
800,990.pickle,"2.25, 0.18, 7, 0.0009801 , 0.00097838, 0.00097675, 0.00097518, 0.00097365,       0.00097214, 0.00097062, 0.00096908, 0.00096752, 0.00096592,       0.0009643 , 0.00096264, 0.00096095, 0.00095921, 0.00095745,       0.00095738, 0.00132935, 0.02238585, 0.16638873"
801,954.pickle,"4.13, 0.12, 9, 0.00098939, 0.00098819, 0.00098706, 0.000986  , 0.00098499,       0.00098401, 0.00098304, 0.00098206, 0.00098106, 0.00098003,       0.00097899, 0.00097792, 0.00097682, 0.00097569, 0.00097453,       0.00097335, 0.00097214, 0.00097089, 0.00096962"
802,338.pickle,"4.64, 0.13, 5, 0.00098831, 0.0009864 , 0.00098489, 0.00098362, 0.00098249,       0.00098146, 0.00098049, 0.00097955, 0.00097862, 0.00097769,       0.00097675, 0.0009758 , 0.00097483, 0.00097383, 0.00097281,       0.00097176, 0.00097068, 0.00096958, 0.00096845"
803,568.pickle,"3.91, 0.13, 11, 0.00098975, 0.00098871, 0.00098769, 0.00098672, 0.00098578,       0.00098485, 0.00098392, 0.00098297, 0.000982  , 0.00098101,       0.00097999, 0.00097895, 0.00097788, 0.00097678, 0.00097566,       0.0009745 , 0.00097332, 0.00097218, 0.00125368"
804,585.pickle,"2.68, 0.28, 16, 0.00098997, 0.00098915, 0.0009883 , 0.00098745, 0.00098661,       0.00098575, 0.00098488, 0.00196688, 0.14308524, 0.25741515,       0.30068724, 0.31792012, 0.32498296, 0.32790908, 0.3291261 ,       0.32963305, 0.32984437, 0.3299325 , 0.32996929"
805,794.pickle,"3.39, 0.21, 5, 0.00098291, 0.00098062, 0.00097881, 0.00097725, 0.0009758 ,       0.00097443, 0.00097309, 0.00097177, 0.00097045, 0.00096911,       0.00096775, 0.00096637, 0.00096495, 0.00096351, 0.00096203,       0.00096052, 0.00095897, 0.00095738, 0.00095576"
806,572.pickle,"4.31, 0.11, 18, 0.00099261, 0.00099191, 0.00099121, 0.00099052, 0.00098983,       0.00098914, 0.00098843, 0.00098771, 0.00098696, 0.00098619,       0.00098541, 0.00350428, 0.17037983, 0.2685883 , 0.30534549,       0.31991812, 0.32584734, 0.32828278, 0.32928657"
807,352.pickle,"4.44, 0.19, 18, 0.00099273, 0.00099204, 0.00099134, 0.00099066, 0.00098998,       0.00098929, 0.00098859, 0.00098787, 0.00098714, 0.00098638,       0.0009856 , 0.00101087, 0.09441439, 0.24017113, 0.2944287 ,       0.31552952, 0.32405165, 0.32754322, 0.32898113"
808,111.pickle,"4.97, 0.23, 5, 0.00098927, 0.00098744, 0.000986  , 0.0009848 , 0.00098374,       0.00098277, 0.00098188, 0.00098101, 0.00098016, 0.00097931,       0.00097846, 0.0009776 , 0.00097671, 0.00097581, 0.00097488,       0.00097393, 0.00097295, 0.00097195, 0.00097091"
809,929.pickle,"3.1, 0.12, 6, 0.0009831 , 0.0009812 , 0.00097955, 0.00097804, 0.00097662,       0.00097524, 0.00097388, 0.00097252, 0.00097114, 0.00096975,       0.00096832, 0.00096687, 0.00096538, 0.00096387, 0.00096231,       0.00096072, 0.0009591 , 0.00095743, 0.00095573"
810,724.pickle,"4.97, 0.28, 19, 0.00099342, 0.00099276, 0.00099211, 0.00099148, 0.00099085,       0.00099021, 0.00098956, 0.00098889, 0.0009882 , 0.00098749,       0.00098676, 0.00098602, 0.00160789, 0.15091997, 0.26191707,       0.30288387, 0.31897021, 0.32547663, 0.32813697"
811,346.pickle,"4.25, 0.18, 18, 0.00099256, 0.00099185, 0.00099115, 0.00099045, 0.00098977,       0.00098907, 0.00098836, 0.00098763, 0.00098688, 0.00098611,       0.00098541, 0.01478237, 0.19700486, 0.27834721, 0.30916329,       0.32146417, 0.32648159, 0.32854424, 0.32939461"
812,97.pickle,"3.06, 0.25, 18, 0.00099129, 0.00099055, 0.0009898 , 0.00098904, 0.00098828,       0.00098751, 0.00098672, 0.00162496, 0.14719973, 0.26008905,       0.30204883, 0.31858909, 0.32530481, 0.32806141, 0.32919732,       0.32966606, 0.32985961, 0.32993958, 0.32997265"
813,309.pickle,"4.73, 0.22, 11, 0.00099137, 0.00099038, 0.00098942, 0.00098853, 0.00098769,       0.00098685, 0.00098602, 0.00098517, 0.00098431, 0.00098343,       0.00098252, 0.00098159, 0.00098064, 0.00097966, 0.00097866,       0.00097762, 0.00097656, 0.00097548, 0.00097437"
814,398.pickle,"2.44, 0.24, 14, 0.00098843, 0.00098751, 0.00098655, 0.0009856 , 0.00098465,       0.00098369, 0.00098271, 0.00099351, 0.03414202, 0.2044067 ,       0.27952074, 0.30910483, 0.32123977, 0.32630813, 0.32843944,       0.329338  , 0.32971729, 0.32987751, 0.32994523"
815,965.pickle,"2.03, 0.25, 8, 0.00098091, 0.00097937, 0.00097786, 0.00097638, 0.00097493,       0.00097348, 0.00097201, 0.00097053, 0.00096901, 0.00096747,       0.00096589, 0.00096468, 0.00120563, 0.02919649, 0.18272637,       0.26661537, 0.30227487, 0.31773684, 0.32454544"
816,396.pickle,"2.38, 0.15, 11, 0.00098599, 0.00098486, 0.00098371, 0.00098257, 0.00098145,       0.00098031, 0.00097917, 0.00097799, 0.0009768 , 0.0009759 ,       0.0018029 , 0.09393573, 0.23173266, 0.28899234, 0.31253667,       0.32249541, 0.32676076, 0.32859679, 0.32938888"
817,940.pickle,"4.49, 0.17, 15, 0.00099205, 0.00099125, 0.00099046, 0.0009897 , 0.00098896,       0.00098821, 0.00098745, 0.00098667, 0.00098587, 0.00098506,       0.00098421, 0.00098335, 0.00098246, 0.00098155, 0.00098393,       0.03135309, 0.20574094, 0.28062555, 0.30974417"
818,953.pickle,"3.21, 0.18, 17, 0.0009911 , 0.00099033, 0.00098955, 0.00098877, 0.00098799,       0.0009872 , 0.0009864 , 0.00098557, 0.00118963, 0.12166404,       0.24996521, 0.29798083, 0.31688953, 0.32458382, 0.32775368,       0.32906541, 0.32960913, 0.32983469, 0.32992832"
819,590.pickle,"4.31, 0.19, 5, 0.00098712, 0.00098512, 0.00098354, 0.00098219, 0.000981  ,       0.00097989, 0.00097883, 0.0009778 , 0.00097678, 0.00097576,       0.00097472, 0.00097367, 0.00097259, 0.00097148, 0.00097036,       0.0009692 , 0.00096801, 0.00096679, 0.00096554"
820,994.pickle,"2.93, 0.17, 17, 0.00099072, 0.00098995, 0.00098915, 0.00098836, 0.00098756,       0.00098675, 0.00098592, 0.00107421, 0.10296889, 0.24251747,       0.29507881, 0.31570644, 0.32409292, 0.32754895, 0.32898011,       0.32957383, 0.32982034, 0.32992274, 0.32996531"
821,537.pickle,"4.23, 0.28, 11, 0.00099042, 0.0009894 , 0.00098841, 0.00098747, 0.00098657,       0.00098568, 0.00098479, 0.00098388, 0.00098296, 0.00098201,       0.00098104, 0.00098004, 0.00097902, 0.00097797, 0.00097689,       0.00097579, 0.00097465, 0.00097349, 0.0009723 "
822,382.pickle,"3.59, 0.3, 20, 0.00099244, 0.00099178, 0.0009911 , 0.00099042, 0.00098974,       0.00098905, 0.00098834, 0.00098932, 0.06965146, 0.23163904,       0.2915815 , 0.31452276, 0.32369188, 0.32741711, 0.32893943,       0.32956281, 0.32981829, 0.32992306, 0.32996604"
823,766.pickle,"3.9, 0.22, 11, 0.00098973, 0.00098869, 0.00098767, 0.0009867 , 0.00098576,       0.00098483, 0.0009839 , 0.00098294, 0.00098197, 0.00098098,       0.00097996, 0.00097892, 0.00097785, 0.00097675, 0.00097562,       0.00097446, 0.00097328, 0.00097218, 0.00139703"
824,598.pickle,"4.4, 0.25, 5, 0.00098744, 0.00098546, 0.0009839 , 0.00098257, 0.0009814 ,       0.00098031, 0.00097928, 0.00097827, 0.00097728, 0.00097628,       0.00097527, 0.00097424, 0.00097319, 0.00097212, 0.00097101,       0.00096989, 0.00096872, 0.00096754, 0.00096632"
825,974.pickle,"3.93, 0.29, 8, 0.00098826, 0.00098694, 0.00098569, 0.00098454, 0.00098345,       0.00098238, 0.00098134, 0.00098028, 0.00097921, 0.00097811,       0.00097699, 0.00097585, 0.00097467, 0.00097348, 0.00097224,       0.00097098, 0.00096969, 0.00096836, 0.00096701"
826,351.pickle,"3.51, 0.11, 8, 0.000987  , 0.00098561, 0.0009843 , 0.00098308, 0.00098192,       0.00098079, 0.00097966, 0.00097852, 0.00097736, 0.00097618,       0.00097498, 0.00097374, 0.00097248, 0.00097118, 0.00096986,       0.0009685 , 0.00096711, 0.00096569, 0.00096423"
827,117.pickle,"1.92, 0.14, 15, 0.00098811, 0.00098722, 0.00098628, 0.00098534, 0.00098474,       0.00520927, 0.16417867, 0.26456272, 0.30326102, 0.31888559,       0.32534998, 0.3280491 , 0.3291798 , 0.32965405, 0.32985308,       0.32993664, 0.32997174, 0.3299865 , 0.32999271"
828,982.pickle,"3.19, 0.26, 10, 0.00098747, 0.0009863 , 0.00098514, 0.00098403, 0.00098295,       0.00098188, 0.0009808 , 0.0009797 , 0.00097859, 0.00097744,       0.00097627, 0.00097507, 0.00097384, 0.00097258, 0.00097129,       0.00097021, 0.00148783, 0.07611089, 0.22207665"
829,174.pickle,"3.48, 0.15, 7, 0.00098592, 0.00098437, 0.00098295, 0.00098164, 0.00098039,       0.00097919, 0.00097799, 0.00097679, 0.00097557, 0.00097433,       0.00097307, 0.00097178, 0.00097046, 0.0009691 , 0.00096772,       0.0009663 , 0.00096485, 0.00096336, 0.00096184"
830,120.pickle,"4.53, 0.28, 14, 0.00099187, 0.00099103, 0.0009902 , 0.00098941, 0.00098864,       0.00098787, 0.0009871 , 0.0009863 , 0.00098549, 0.00098465,       0.00098379, 0.00098291, 0.000982  , 0.00098107, 0.00098012,       0.00097915, 0.00172896, 0.12944908, 0.2511449 "
831,519.pickle,"4.68, 0.23, 6, 0.00098939, 0.00098784, 0.00098651, 0.00098534, 0.00098427,       0.00098328, 0.00098232, 0.00098138, 0.00098045, 0.0009795 ,       0.00097854, 0.00097755, 0.00097655, 0.00097551, 0.00097445,       0.00097337, 0.00097225, 0.00097111, 0.00096993"
832,730.pickle,"4.74, 0.19, 10, 0.00099111, 0.00099006, 0.00098905, 0.00098811, 0.00098723,       0.00098637, 0.00098551, 0.00098464, 0.00098376, 0.00098286,       0.00098193, 0.00098098, 0.00098001, 0.00097901, 0.00097798,       0.00097693, 0.00097585, 0.00097474, 0.00097361"
833,772.pickle,"3.94, 0.16, 11, 0.00098981, 0.00098877, 0.00098775, 0.00098679, 0.00098585,       0.00098493, 0.000984  , 0.00098305, 0.00098209, 0.0009811 ,       0.00098009, 0.00097905, 0.00097798, 0.00097689, 0.00097577,       0.00097462, 0.00097344, 0.00097225, 0.00105062"
834,927.pickle,"3.47, 0.18, 13, 0.0009898 , 0.00098886, 0.00098792, 0.00098701, 0.00098612,       0.00098522, 0.0009843 , 0.00098337, 0.00098242, 0.00098144,       0.00098044, 0.00097941, 0.00097871, 0.00358324, 0.14631936,       0.25656832, 0.29973192, 0.31729429, 0.32462528"
835,793.pickle,"2.16, 0.22, 16, 0.00098919, 0.00098834, 0.00098747, 0.00098659, 0.0009857 ,       0.00116654, 0.11071255, 0.2449152 , 0.29583258, 0.31595277,       0.32417273, 0.327574  , 0.32898781, 0.32957645, 0.3298217 ,       0.32992392, 0.32996654, 0.32998433, 0.32999177"
836,571.pickle,"3.2, 0.11, 13, 0.00098933, 0.00098838, 0.00098742, 0.00098649, 0.00098557,       0.00098464, 0.0009837 , 0.00098274, 0.00098176, 0.00098075,       0.00097972, 0.00098053, 0.01115374, 0.17883333, 0.26934849,       0.30489137, 0.31944647, 0.32553543, 0.32810367"
837,983.pickle,"1.18, 0.2, 10, 0.0009806 , 0.00097929, 0.00097792, 0.00097665, 0.00114772,       0.03921997, 0.19761331, 0.27446962, 0.30621879, 0.31970469,       0.32552259, 0.32804823, 0.32914748, 0.3296265 , 0.32983542,       0.32992662, 0.32996645, 0.32998387, 0.3299915 "
838,374.pickle,"3.64, 0.25, 16, 0.00099129, 0.0009905 , 0.0009897 , 0.00098892, 0.00098814,       0.00098736, 0.00098656, 0.00098574, 0.00098489, 0.00098403,       0.00099607, 0.06758075, 0.22708464, 0.28904119, 0.31322633,       0.32305212, 0.32710783, 0.32879158, 0.32949211"
839,733.pickle,"3.69, 0.3, 14, 0.00099063, 0.00098975, 0.00098887, 0.00098802, 0.00098719,       0.00098635, 0.00098549, 0.00098462, 0.00098372, 0.0009828 ,       0.00098186, 0.00098089, 0.00098233, 0.02093173, 0.19530993,       0.27625718, 0.3078592 , 0.3207486 , 0.32611068"
840,395.pickle,"1.88, 0.29, 14, 0.00098732, 0.00098638, 0.00098538, 0.00098439, 0.0009834 ,       0.00118367, 0.087856  , 0.23294209, 0.29057234, 0.31359651,       0.32310965, 0.32709444, 0.32877199, 0.32947957, 0.32977826,       0.32990441, 0.32995774, 0.32998029, 0.32998984"
841,123.pickle,"1.89, 0.23, 5, 0.00097148, 0.00096877, 0.00096658, 0.00096455, 0.00096256,       0.00096061, 0.00095865, 0.00095666, 0.00095467, 0.00095264,       0.00095057, 0.00094848, 0.00094633, 0.00094414, 0.00094193,       0.00093966, 0.00093735, 0.00093545, 0.00095074"
842,773.pickle,"1.27, 0.13, 20, 0.00099001, 0.00125624, 0.13661504, 0.25752749, 0.30150051,       0.31853598, 0.32535233, 0.32811113, 0.32923177, 0.32968737,       0.32987262, 0.3299479 , 0.32997849, 0.32999091, 0.32999595,       0.329998  , 0.32999884, 0.32999918, 0.32999933"
843,533.pickle,"3.91, 0.18, 19, 0.00099246, 0.00099178, 0.00099109, 0.0009904 , 0.00098972,       0.00098902, 0.00098831, 0.00098758, 0.00098683, 0.00240357,       0.16312173, 0.26626441, 0.30454086, 0.31963002, 0.32574457,       0.3282474 , 0.32927555, 0.32969848, 0.32987257"
844,365.pickle,"2.57, 0.15, 14, 0.00098874, 0.00098781, 0.00098686, 0.00098593, 0.00098499,       0.00098405, 0.00098308, 0.00098212, 0.00190364, 0.13033886,       0.25115771, 0.29784466, 0.31661572, 0.32438356, 0.3276343 ,       0.32900038, 0.32957543, 0.32981771, 0.32991985"
845,971.pickle,"2.87, 0.22, 7, 0.0009833 , 0.00098165, 0.00098013, 0.0009787 , 0.00097732,       0.00097596, 0.00097461, 0.00097325, 0.00097188, 0.00097047,       0.00096904, 0.00096757, 0.00096607, 0.00096454, 0.00096297,       0.00096137, 0.00095973, 0.00095806, 0.00095635"
846,137.pickle,"2.83, 0.19, 12, 0.00098795, 0.00098692, 0.00098587, 0.00098485, 0.00098384,       0.00098283, 0.0009818 , 0.00098075, 0.00097968, 0.00097858,       0.0009775 , 0.0013643 , 0.08904771, 0.23137125, 0.28935124,       0.31287074, 0.32271205, 0.32688477, 0.32866312"
847,565.pickle,"3.26, 0.14, 9, 0.00098691, 0.00098564, 0.0009844 , 0.00098323, 0.00098209,       0.00098097, 0.00097985, 0.00097871, 0.00097755, 0.00097637,       0.00097516, 0.00097392, 0.00097265, 0.00097135, 0.00097001,       0.00096865, 0.00096725, 0.00096584, 0.00097405"
848,961.pickle,"3.66, 0.28, 13, 0.00099017, 0.00098924, 0.00098831, 0.00098742, 0.00098654,       0.00098567, 0.00098478, 0.00098387, 0.00098294, 0.00098198,       0.000981  , 0.00098   , 0.00097897, 0.00097904, 0.00872031,       0.17389078, 0.26751295, 0.30417518, 0.31915711"
849,544.pickle,"4.65, 0.23, 16, 0.00099251, 0.00099175, 0.000991  , 0.00099028, 0.00098957,       0.00098886, 0.00098813, 0.00098739, 0.00098663, 0.00098585,       0.00098504, 0.00098422, 0.00098336, 0.0009825 , 0.0025311 ,       0.15495831, 0.26209723, 0.30257218, 0.31870393"
850,936.pickle,"4.58, 0.28, 19, 0.0009931 , 0.00099243, 0.00099176, 0.00099111, 0.00099046,       0.0009898 , 0.00098913, 0.00098844, 0.00098773, 0.000987  ,       0.00098625, 0.00346233, 0.17415523, 0.27036918, 0.30615923,       0.32029131, 0.32601788, 0.32836027, 0.32932163"
851,771.pickle,"2.22, 0.17, 15, 0.00098869, 0.00098781, 0.00098689, 0.00098597, 0.00098505,       0.00098415, 0.00261903, 0.14669289, 0.25808438, 0.3007509 ,       0.31787385, 0.32493546, 0.32787795, 0.32910865, 0.32962414,       0.32984021, 0.32993082, 0.32996885, 0.32998482"
852,997.pickle,"2.9, 0.14, 18, 0.00099108, 0.00099034, 0.00098957, 0.00098881, 0.00098804,       0.00098725, 0.00098776, 0.03972392, 0.21477251, 0.28482769,       0.31169223, 0.32248282, 0.32689791, 0.3287164 , 0.3294672 ,       0.32977747, 0.32990576, 0.32995883, 0.3299808 "
853,41.pickle,"4.61, 0.13, 8, 0.0009902 , 0.00098895, 0.00098779, 0.00098674, 0.00098575,       0.00098481, 0.00098388, 0.00098295, 0.00098201, 0.00098106,       0.00098007, 0.00097907, 0.00097804, 0.00097698, 0.0009759 ,       0.00097479, 0.00097365, 0.00097248, 0.00097128"
854,782.pickle,"4.33, 0.25, 8, 0.00098943, 0.00098815, 0.00098696, 0.00098587, 0.00098484,       0.00098385, 0.00098287, 0.00098189, 0.0009809 , 0.00097989,       0.00097885, 0.00097779, 0.0009767 , 0.00097559, 0.00097444,       0.00097327, 0.00097207, 0.00097084, 0.00096958"
855,179.pickle,"2.54, 0.22, 13, 0.00098804, 0.00098706, 0.00098606, 0.00098507, 0.00098408,       0.00098308, 0.00098207, 0.00098103, 0.00098081, 0.00734737,       0.16913319, 0.26557338, 0.30336861, 0.31881427, 0.32527092,       0.32799364, 0.32914564, 0.32963378, 0.32984081"
856,545.pickle,"1.35, 0.24, 6, 0.00097044, 0.00096823, 0.00096622, 0.00096425, 0.00096227,       0.00096029, 0.00095828, 0.00095625, 0.00095426, 0.00095695,       0.00127086, 0.009996  , 0.11034022, 0.22666108, 0.28264156,       0.30809965, 0.31980533, 0.32523446, 0.32776531"
857,187.pickle,"2.02, 0.3, 14, 0.00098769, 0.00098674, 0.00098576, 0.00098478, 0.00098379,       0.00098318, 0.00697298, 0.17157644, 0.26710447, 0.30417392,       0.31922296, 0.32547454, 0.32809417, 0.32919539, 0.3296589 ,       0.32985412, 0.32993639, 0.32997109, 0.32998574"
858,597.pickle,"3.98, 0.11, 20, 0.00099277, 0.00099212, 0.00099145, 0.00099079, 0.00099013,       0.00098946, 0.00098877, 0.00098806, 0.00098817, 0.05237992,       0.22373086, 0.28861631, 0.31334175, 0.3232094 , 0.32721792,       0.32885661, 0.32952805, 0.3298034 , 0.32991639"
859,339.pickle,"1.89, 0.26, 11, 0.00098452, 0.00098337, 0.00098217, 0.00098097, 0.00097978,       0.00097857, 0.00097737, 0.00102301, 0.02443605, 0.18731257,       0.27095794, 0.30497852, 0.31926141, 0.32536602, 0.3279941 ,       0.3291289 , 0.32961964, 0.32983209, 0.32992416"
860,588.pickle,"4.1, 0.11, 16, 0.00099187, 0.00099109, 0.00099032, 0.00098956, 0.00098882,       0.00098807, 0.0009873 , 0.00098652, 0.00098571, 0.00098489,       0.00098404, 0.00098317, 0.00188416, 0.1442755 , 0.258057  ,       0.30098397, 0.31805526, 0.32504256, 0.32793356"
861,553.pickle,"3.12, 0.23, 17, 0.00099099, 0.00099022, 0.00098943, 0.00098865, 0.00098787,       0.00098708, 0.00098626, 0.00098546, 0.00477385, 0.17392179,       0.26946389, 0.30556047, 0.31995937, 0.3258471 , 0.32827662,       0.32928244, 0.32969938, 0.32987232, 0.32994412"
862,594.pickle,"4.02, 0.1, 16, 0.00099178, 0.000991  , 0.00099022, 0.00098946, 0.00098871,       0.00098795, 0.00098718, 0.00098639, 0.00098558, 0.00098475,       0.00098389, 0.0009832 , 0.01121718, 0.18868229, 0.27463434,       0.30749708, 0.32070923, 0.32613932, 0.32838921"
863,797.pickle,"2.35, 0.22, 5, 0.00097578, 0.00097318, 0.00097111, 0.00096923, 0.00096744,       0.00096568, 0.00096394, 0.00096218, 0.00096042, 0.00095863,       0.00095681, 0.00095495, 0.00095306, 0.00095113, 0.00094915,       0.00094715, 0.00094509, 0.000943  , 0.00094087"
864,164.pickle,"3.97, 0.23, 12, 0.00099028, 0.00098932, 0.00098836, 0.00098744, 0.00098655,       0.00098567, 0.00098478, 0.00098387, 0.00098294, 0.00098199,       0.00098101, 0.00098001, 0.00097898, 0.00097793, 0.00097685,       0.00097574, 0.00097847, 0.01039664, 0.17311587"
865,194.pickle,"2.08, 0.2, 12, 0.00098618, 0.00098511, 0.000984  , 0.00098291, 0.00098181,       0.00098071, 0.00097958, 0.00099248, 0.02519352, 0.19343708,       0.2743717 , 0.30671152, 0.3201232 , 0.32578842, 0.32819862,       0.32922691, 0.32966623, 0.32985407, 0.32993447"
866,795.pickle,"2.05, 0.23, 19, 0.00099052, 0.00098978, 0.00098901, 0.00098877, 0.04204972,       0.21773435, 0.28627078, 0.31238215, 0.32281085, 0.32705296,       0.32878961, 0.32950206, 0.32979455, 0.32991464, 0.32996395,       0.32998421, 0.32999253, 0.32999596, 0.32999738"
867,105.pickle,"4.86, 0.21, 13, 0.00099207, 0.00099119, 0.00099034, 0.00098954, 0.00098877,       0.000988  , 0.00098723, 0.00098644, 0.00098564, 0.00098481,       0.00098396, 0.00098309, 0.00098219, 0.00098127, 0.00098033,       0.00097936, 0.00097836, 0.00097734, 0.00097634"
868,383.pickle,"1.6, 0.3, 16, 0.00098829, 0.00098742, 0.00098652, 0.00112001, 0.10520077,       0.24285042, 0.29509253, 0.31567849, 0.32407137, 0.32753771,       0.32897577, 0.32957324, 0.32982158, 0.32992482, 0.32996775,       0.3299856 , 0.32999303, 0.32999613, 0.32999743"
869,999.pickle,"2.24, 0.15, 11, 0.00098562, 0.00098449, 0.00098332, 0.00098217, 0.00098102,       0.00097987, 0.0009787 , 0.00097751, 0.00097632, 0.00109397,       0.04878726, 0.20806993, 0.27951501, 0.30859909, 0.32082645,       0.32604795, 0.32829165, 0.32925834, 0.32967543"
870,695.pickle,"2.13, 0.12, 13, 0.00098714, 0.00098614, 0.00098511, 0.00098408, 0.00098305,       0.00098201, 0.00098111, 0.00282614, 0.13798311, 0.25321917,       0.29838715, 0.31673798, 0.3243943 , 0.32762229, 0.32898863,       0.32956792, 0.32981374, 0.32991813, 0.3299625 "
871,99.pickle,"4.96, 0.22, 15, 0.00099263, 0.00099185, 0.00099108, 0.00099035, 0.00098964,       0.00098892, 0.0009882 , 0.00098746, 0.0009867 , 0.00098593,       0.00098513, 0.0009843 , 0.00098346, 0.00098259, 0.0009817 ,       0.00098078, 0.00101501, 0.07488297, 0.22940367"
872,703.pickle,"3.6, 0.14, 13, 0.00099007, 0.00098914, 0.00098821, 0.00098731, 0.00098643,       0.00098554, 0.00098465, 0.00098373, 0.00098279, 0.00098183,       0.00098085, 0.00097984, 0.0009788 , 0.00099338, 0.0404513 ,       0.2083506 , 0.28085823, 0.30957779, 0.32140664"
873,166.pickle,"3.73, 0.12, 10, 0.00098887, 0.00098774, 0.00098663, 0.00098559, 0.00098458,       0.00098359, 0.00098259, 0.00098158, 0.00098055, 0.0009795 ,       0.00097842, 0.00097731, 0.00097617, 0.00097501, 0.00097382,       0.0009726 , 0.00097134, 0.00097006, 0.0009688 "
874,363.pickle,"3.45, 0.12, 15, 0.00099063, 0.0009898 , 0.00098895, 0.00098812, 0.0009873 ,       0.00098646, 0.00098562, 0.00098475, 0.00098386, 0.00098295,       0.00098398, 0.02159341, 0.19727126, 0.27732457, 0.30839503,       0.3210121 , 0.32623877, 0.32842007, 0.32933296"
875,764.pickle,"4.47, 0.19, 13, 0.00099148, 0.00099059, 0.00098971, 0.00098888, 0.00098807,       0.00098727, 0.00098646, 0.00098564, 0.00098479, 0.00098392,       0.00098303, 0.00098212, 0.00098118, 0.00098022, 0.00097923,       0.00097821, 0.00097717, 0.00104369, 0.06520408"
876,573.pickle,"2.23, 0.14, 8, 0.00098179, 0.00098029, 0.0009788 , 0.00097736, 0.00097595,       0.00097454, 0.00097313, 0.00097169, 0.00097022, 0.00096873,       0.0009672 , 0.00096564, 0.00096408, 0.0009761 , 0.00441308,       0.10727204, 0.23255816, 0.28766608, 0.31132972"
877,366.pickle,"4.04, 0.3, 14, 0.00099117, 0.00099031, 0.00098945, 0.00098863, 0.00098782,       0.00098701, 0.00098619, 0.00098535, 0.00098449, 0.00098361,       0.0009827 , 0.00098177, 0.00098081, 0.00097985, 0.00177275,       0.12984907, 0.2512211 , 0.2979318 , 0.31667166"
878,299.pickle,"4.85, 0.12, 15, 0.00099251, 0.00099172, 0.00099095, 0.00099021, 0.00098949,       0.00098877, 0.00098804, 0.00098729, 0.00098652, 0.00098573,       0.00098493, 0.00098409, 0.00098324, 0.00098236, 0.00098146,       0.00098058, 0.00309332, 0.15572637, 0.26181982"
879,767.pickle,"1.84, 0.11, 8, 0.00097979, 0.00097826, 0.00097672, 0.0009752 , 0.0009737 ,       0.0009722 , 0.00097068, 0.00096914, 0.00096757, 0.00096599,       0.00097394, 0.00318716, 0.08391136, 0.21973052, 0.28198982,       0.30877855, 0.32054017, 0.32576397, 0.32809654"
